,Catholic,Month,Neighbourhood Name,Neighbourhood Number,No Response(School),Public,Quarter,Year,﻿Ward
304,140,8,LANSDOWNE,5260,407,670,3,2014,Ward 10
304,140,9,LANSDOWNE,5260,407,670,3,2014,Ward 10
304,140,10,LANSDOWNE,5260,407,670,4,2014,Ward 10
304,140,11,LANSDOWNE,5260,407,670,4,2014,Ward 10
304,140,12,LANSDOWNE,5260,407,670,4,2014,Ward 10
305,200,1,LENDRUM PLACE,5270,626,1057,1,2014,Ward 10
305,200,2,LENDRUM PLACE,5270,626,1057,1,2014,Ward 10
305,200,3,LENDRUM PLACE,5270,626,1057,1,2014,Ward 10
305,200,4,LENDRUM PLACE,5270,626,1057,2,2014,Ward 10
305,200,5,LENDRUM PLACE,5270,626,1057,2,2014,Ward 10
305,200,6,LENDRUM PLACE,5270,626,1057,2,2014,Ward 10
305,200,7,LENDRUM PLACE,5270,626,1057,3,2014,Ward 10
305,200,8,LENDRUM PLACE,5270,626,1057,3,2014,Ward 10
305,200,9,LENDRUM PLACE,5270,626,1057,3,2014,Ward 10
305,200,10,LENDRUM PLACE,5270,626,1057,4,2014,Ward 10
305,200,11,LENDRUM PLACE,5270,626,1057,4,2014,Ward 10
305,200,12,LENDRUM PLACE,5270,626,1057,4,2014,Ward 10
306,268,1,MALMO PLAINS,5280,1006,1939,1,2014,Ward 10
306,268,2,MALMO PLAINS,5280,1006,1939,1,2014,Ward 10
306,268,3,MALMO PLAINS,5280,1006,1939,1,2014,Ward 10
306,268,4,MALMO PLAINS,5280,1006,1939,2,2014,Ward 10
306,268,5,MALMO PLAINS,5280,1006,1939,2,2014,Ward 10
306,268,6,MALMO PLAINS,5280,1006,1939,2,2014,Ward 10
306,268,7,MALMO PLAINS,5280,1006,1939,3,2014,Ward 10
306,268,8,MALMO PLAINS,5280,1006,1939,3,2014,Ward 10
306,268,9,MALMO PLAINS,5280,1006,1939,3,2014,Ward 10
306,268,10,MALMO PLAINS,5280,1006,1939,4,2014,Ward 10
306,268,11,MALMO PLAINS,5280,1006,1939,4,2014,Ward 10
306,268,12,MALMO PLAINS,5280,1006,1939,4,2014,Ward 10
307,195,1,PARKALLEN,5310,819,1289,1,2014,Ward 10
307,195,2,PARKALLEN,5310,819,1289,1,2014,Ward 10
307,195,3,PARKALLEN,5310,819,1289,1,2014,Ward 10
307,195,4,PARKALLEN,5310,819,1289,2,2014,Ward 10
307,195,5,PARKALLEN,5310,819,1289,2,2014,Ward 10
307,195,6,PARKALLEN,5310,819,1289,2,2014,Ward 10
307,195,7,PARKALLEN,5310,819,1289,3,2014,Ward 10
307,195,8,PARKALLEN,5310,819,1289,3,2014,Ward 10
307,195,9,PARKALLEN,5310,819,1289,3,2014,Ward 10
307,195,10,PARKALLEN,5310,819,1289,4,2014,Ward 10
307,195,11,PARKALLEN,5310,819,1289,4,2014,Ward 10
307,195,12,PARKALLEN,5310,819,1289,4,2014,Ward 10
308,700,1,PLEASANTVIEW,5320,1114,2415,1,2014,Ward 10
308,700,2,PLEASANTVIEW,5320,1114,2415,1,2014,Ward 10
308,700,3,PLEASANTVIEW,5320,1114,2415,1,2014,Ward 10
308,700,4,PLEASANTVIEW,5320,1114,2415,2,2014,Ward 10
308,700,5,PLEASANTVIEW,5320,1114,2415,2,2014,Ward 10
308,700,6,PLEASANTVIEW,5320,1114,2415,2,2014,Ward 10
308,700,7,PLEASANTVIEW,5320,1114,2415,3,2014,Ward 10
308,700,8,PLEASANTVIEW,5320,1114,2415,3,2014,Ward 10
308,700,9,PLEASANTVIEW,5320,1114,2415,3,2014,Ward 10
308,700,10,PLEASANTVIEW,5320,1114,2415,4,2014,Ward 10
308,700,11,PLEASANTVIEW,5320,1114,2415,4,2014,Ward 10
308,700,12,PLEASANTVIEW,5320,1114,2415,4,2014,Ward 10
309,302,1,RIDEAU PARK,5360,498,1275,1,2014,Ward 10
309,302,2,RIDEAU PARK,5360,498,1275,1,2014,Ward 10
309,302,3,RIDEAU PARK,5360,498,1275,1,2014,Ward 10
309,302,4,RIDEAU PARK,5360,498,1275,2,2014,Ward 10
309,302,5,RIDEAU PARK,5360,498,1275,2,2014,Ward 10
309,302,6,RIDEAU PARK,5360,498,1275,2,2014,Ward 10
309,302,7,RIDEAU PARK,5360,498,1275,3,2014,Ward 10
309,302,8,RIDEAU PARK,5360,498,1275,3,2014,Ward 10
309,302,9,RIDEAU PARK,5360,498,1275,3,2014,Ward 10
309,302,10,RIDEAU PARK,5360,498,1275,4,2014,Ward 10
309,302,11,RIDEAU PARK,5360,498,1275,4,2014,Ward 10
309,302,12,RIDEAU PARK,5360,498,1275,4,2014,Ward 10
310,0,1,RIVER VALLEY WHITEMUD,5400,0,0,1,2014,Ward 10
310,0,2,RIVER VALLEY WHITEMUD,5400,0,0,1,2014,Ward 10
310,0,3,RIVER VALLEY WHITEMUD,5400,0,0,1,2014,Ward 10
310,0,4,RIVER VALLEY WHITEMUD,5400,0,0,2,2014,Ward 10
310,0,5,RIVER VALLEY WHITEMUD,5400,0,0,2,2014,Ward 10
310,0,6,RIVER VALLEY WHITEMUD,5400,0,0,2,2014,Ward 10
310,0,7,RIVER VALLEY WHITEMUD,5400,0,0,3,2014,Ward 10
310,0,8,RIVER VALLEY WHITEMUD,5400,0,0,3,2014,Ward 10
310,0,9,RIVER VALLEY WHITEMUD,5400,0,0,3,2014,Ward 10
310,0,10,RIVER VALLEY WHITEMUD,5400,0,0,4,2014,Ward 10
310,0,11,RIVER VALLEY WHITEMUD,5400,0,0,4,2014,Ward 10
310,0,12,RIVER VALLEY WHITEMUD,5400,0,0,4,2014,Ward 10
311,626,1,ROYAL GARDENS,5430,946,1964,1,2014,Ward 10
311,626,2,ROYAL GARDENS,5430,946,1964,1,2014,Ward 10
311,626,3,ROYAL GARDENS,5430,946,1964,1,2014,Ward 10
311,626,4,ROYAL GARDENS,5430,946,1964,2,2014,Ward 10
311,626,5,ROYAL GARDENS,5430,946,1964,2,2014,Ward 10
311,626,6,ROYAL GARDENS,5430,946,1964,2,2014,Ward 10
311,626,7,ROYAL GARDENS,5430,946,1964,3,2014,Ward 10
311,626,8,ROYAL GARDENS,5430,946,1964,3,2014,Ward 10
311,626,9,ROYAL GARDENS,5430,946,1964,3,2014,Ward 10
311,626,10,ROYAL GARDENS,5430,946,1964,4,2014,Ward 10
311,626,11,ROYAL GARDENS,5430,946,1964,4,2014,Ward 10
311,626,12,ROYAL GARDENS,5430,946,1964,4,2014,Ward 10
312,317,1,SKYRATTLER,5460,685,1114,1,2014,Ward 10
312,317,2,SKYRATTLER,5460,685,1114,1,2014,Ward 10
312,317,3,SKYRATTLER,5460,685,1114,1,2014,Ward 10
312,317,4,SKYRATTLER,5460,685,1114,2,2014,Ward 10
312,317,5,SKYRATTLER,5460,685,1114,2,2014,Ward 10
312,317,6,SKYRATTLER,5460,685,1114,2,2014,Ward 10
312,317,7,SKYRATTLER,5460,685,1114,3,2014,Ward 10
312,317,8,SKYRATTLER,5460,685,1114,3,2014,Ward 10
312,317,9,SKYRATTLER,5460,685,1114,3,2014,Ward 10
312,317,10,SKYRATTLER,5460,685,1114,4,2014,Ward 10
312,317,11,SKYRATTLER,5460,685,1114,4,2014,Ward 10
312,317,12,SKYRATTLER,5460,685,1114,4,2014,Ward 10
313,331,1,STEINHAUER,5470,337,1445,1,2014,Ward 10
313,331,2,STEINHAUER,5470,337,1445,1,2014,Ward 10
313,331,3,STEINHAUER,5470,337,1445,1,2014,Ward 10
313,331,4,STEINHAUER,5470,337,1445,2,2014,Ward 10
313,331,5,STEINHAUER,5470,337,1445,2,2014,Ward 10
313,331,6,STEINHAUER,5470,337,1445,2,2014,Ward 10
313,331,7,STEINHAUER,5470,337,1445,3,2014,Ward 10
313,331,8,STEINHAUER,5470,337,1445,3,2014,Ward 10
313,331,9,STEINHAUER,5470,337,1445,3,2014,Ward 10
313,331,10,STEINHAUER,5470,337,1445,4,2014,Ward 10
313,331,11,STEINHAUER,5470,337,1445,4,2014,Ward 10
313,331,12,STEINHAUER,5470,337,1445,4,2014,Ward 10
314,497,1,SWEET GRASS,5490,487,1801,1,2014,Ward 10
314,497,2,SWEET GRASS,5490,487,1801,1,2014,Ward 10
314,497,3,SWEET GRASS,5490,487,1801,1,2014,Ward 10
314,497,4,SWEET GRASS,5490,487,1801,2,2014,Ward 10
314,497,5,SWEET GRASS,5490,487,1801,2,2014,Ward 10
314,497,6,SWEET GRASS,5490,487,1801,2,2014,Ward 10
314,497,7,SWEET GRASS,5490,487,1801,3,2014,Ward 10
314,497,8,SWEET GRASS,5490,487,1801,3,2014,Ward 10
314,497,9,SWEET GRASS,5490,487,1801,3,2014,Ward 10
314,497,10,SWEET GRASS,5490,487,1801,4,2014,Ward 10
314,497,11,SWEET GRASS,5490,487,1801,4,2014,Ward 10
314,497,12,SWEET GRASS,5490,487,1801,4,2014,Ward 10
315,0,1,UNIVERSITY OF ALBERTA FARM,5530,0,0,1,2014,Ward 10
315,0,2,UNIVERSITY OF ALBERTA FARM,5530,0,0,1,2014,Ward 10
315,0,3,UNIVERSITY OF ALBERTA FARM,5530,0,0,1,2014,Ward 10
315,0,4,UNIVERSITY OF ALBERTA FARM,5530,0,0,2,2014,Ward 10
315,0,5,UNIVERSITY OF ALBERTA FARM,5530,0,0,2,2014,Ward 10
315,0,6,UNIVERSITY OF ALBERTA FARM,5530,0,0,2,2014,Ward 10
315,0,7,UNIVERSITY OF ALBERTA FARM,5530,0,0,3,2014,Ward 10
315,0,8,UNIVERSITY OF ALBERTA FARM,5530,0,0,3,2014,Ward 10
315,0,9,UNIVERSITY OF ALBERTA FARM,5530,0,0,3,2014,Ward 10
315,0,10,UNIVERSITY OF ALBERTA FARM,5530,0,0,4,2014,Ward 10
315,0,11,UNIVERSITY OF ALBERTA FARM,5530,0,0,4,2014,Ward 10
315,0,12,UNIVERSITY OF ALBERTA FARM,5530,0,0,4,2014,Ward 10
316,166,1,WESTBROOK ESTATES,5540,167,874,1,2014,Ward 10
316,166,2,WESTBROOK ESTATES,5540,167,874,1,2014,Ward 10
316,166,3,WESTBROOK ESTATES,5540,167,874,1,2014,Ward 10
316,166,4,WESTBROOK ESTATES,5540,167,874,2,2014,Ward 10
316,166,5,WESTBROOK ESTATES,5540,167,874,2,2014,Ward 10
316,166,6,WESTBROOK ESTATES,5540,167,874,2,2014,Ward 10
316,166,7,WESTBROOK ESTATES,5540,167,874,3,2014,Ward 10
316,166,8,WESTBROOK ESTATES,5540,167,874,3,2014,Ward 10
316,166,9,WESTBROOK ESTATES,5540,167,874,3,2014,Ward 10
316,166,10,WESTBROOK ESTATES,5540,167,874,4,2014,Ward 10
316,166,11,WESTBROOK ESTATES,5540,167,874,4,2014,Ward 10
316,166,12,WESTBROOK ESTATES,5540,167,874,4,2014,Ward 10
317,0,1,WHITEMUD CREEK RAVINE NORTH,5550,0,0,1,2014,Ward 10
317,0,2,WHITEMUD CREEK RAVINE NORTH,5550,0,0,1,2014,Ward 10
317,0,3,WHITEMUD CREEK RAVINE NORTH,5550,0,0,1,2014,Ward 10
317,0,4,WHITEMUD CREEK RAVINE NORTH,5550,0,0,2,2014,Ward 10
317,0,5,WHITEMUD CREEK RAVINE NORTH,5550,0,0,2,2014,Ward 10
317,0,6,WHITEMUD CREEK RAVINE NORTH,5550,0,0,2,2014,Ward 10
317,0,7,WHITEMUD CREEK RAVINE NORTH,5550,0,0,3,2014,Ward 10
317,0,8,WHITEMUD CREEK RAVINE NORTH,5550,0,0,3,2014,Ward 10
317,0,9,WHITEMUD CREEK RAVINE NORTH,5550,0,0,3,2014,Ward 10
317,0,10,WHITEMUD CREEK RAVINE NORTH,5550,0,0,4,2014,Ward 10
317,0,11,WHITEMUD CREEK RAVINE NORTH,5550,0,0,4,2014,Ward 10
317,0,12,WHITEMUD CREEK RAVINE NORTH,5550,0,0,4,2014,Ward 10
318,0,1,WHITEMUD CREEK RAVINE SOUTH,5560,0,0,1,2014,Ward 10
318,0,2,WHITEMUD CREEK RAVINE SOUTH,5560,0,0,1,2014,Ward 10
318,0,3,WHITEMUD CREEK RAVINE SOUTH,5560,0,0,1,2014,Ward 10
318,0,4,WHITEMUD CREEK RAVINE SOUTH,5560,0,0,2,2014,Ward 10
318,0,5,WHITEMUD CREEK RAVINE SOUTH,5560,0,0,2,2014,Ward 10
318,0,6,WHITEMUD CREEK RAVINE SOUTH,5560,0,0,2,2014,Ward 10
318,0,7,WHITEMUD CREEK RAVINE SOUTH,5560,0,0,3,2014,Ward 10
318,0,8,WHITEMUD CREEK RAVINE SOUTH,5560,0,0,3,2014,Ward 10
318,0,9,WHITEMUD CREEK RAVINE SOUTH,5560,0,0,3,2014,Ward 10
318,0,10,WHITEMUD CREEK RAVINE SOUTH,5560,0,0,4,2014,Ward 10
318,0,11,WHITEMUD CREEK RAVINE SOUTH,5560,0,0,4,2014,Ward 10
318,0,12,WHITEMUD CREEK RAVINE SOUTH,5560,0,0,4,2014,Ward 10
319,137,1,ARGYLL,6010,97,580,1,2014,Ward 11
319,137,2,ARGYLL,6010,97,580,1,2014,Ward 11
319,137,3,ARGYLL,6010,97,580,1,2014,Ward 11
319,137,4,ARGYLL,6010,97,580,2,2014,Ward 11
319,137,5,ARGYLL,6010,97,580,2,2014,Ward 11
319,137,6,ARGYLL,6010,97,580,2,2014,Ward 11
319,137,7,ARGYLL,6010,97,580,3,2014,Ward 11
319,137,8,ARGYLL,6010,97,580,3,2014,Ward 11
319,137,9,ARGYLL,6010,97,580,3,2014,Ward 11
319,137,10,ARGYLL,6010,97,580,4,2014,Ward 11
319,137,11,ARGYLL,6010,97,580,4,2014,Ward 11
319,137,12,ARGYLL,6010,97,580,4,2014,Ward 11
320,423,1,AVONMORE,6020,305,1477,1,2014,Ward 11
320,423,2,AVONMORE,6020,305,1477,1,2014,Ward 11
320,423,3,AVONMORE,6020,305,1477,1,2014,Ward 11
320,423,4,AVONMORE,6020,305,1477,2,2014,Ward 11
320,423,5,AVONMORE,6020,305,1477,2,2014,Ward 11
320,423,6,AVONMORE,6020,305,1477,2,2014,Ward 11
320,423,7,AVONMORE,6020,305,1477,3,2014,Ward 11
320,423,8,AVONMORE,6020,305,1477,3,2014,Ward 11
320,423,9,AVONMORE,6020,305,1477,3,2014,Ward 11
320,423,10,AVONMORE,6020,305,1477,4,2014,Ward 11
320,423,11,AVONMORE,6020,305,1477,4,2014,Ward 11
320,423,12,AVONMORE,6020,305,1477,4,2014,Ward 11
321,0,1,CORONET ADDITION INDUSTRIAL,6090,0,0,1,2014,Ward 11
321,0,2,CORONET ADDITION INDUSTRIAL,6090,0,0,1,2014,Ward 11
321,0,3,CORONET ADDITION INDUSTRIAL,6090,0,0,1,2014,Ward 11
321,0,4,CORONET ADDITION INDUSTRIAL,6090,0,0,2,2014,Ward 11
321,0,5,CORONET ADDITION INDUSTRIAL,6090,0,0,2,2014,Ward 11
321,0,6,CORONET ADDITION INDUSTRIAL,6090,0,0,2,2014,Ward 11
321,0,7,CORONET ADDITION INDUSTRIAL,6090,0,0,3,2014,Ward 11
321,0,8,CORONET ADDITION INDUSTRIAL,6090,0,0,3,2014,Ward 11
321,0,9,CORONET ADDITION INDUSTRIAL,6090,0,0,3,2014,Ward 11
321,0,10,CORONET ADDITION INDUSTRIAL,6090,0,0,4,2014,Ward 11
321,0,11,CORONET ADDITION INDUSTRIAL,6090,0,0,4,2014,Ward 11
321,0,12,CORONET ADDITION INDUSTRIAL,6090,0,0,4,2014,Ward 11
322,0,1,CORONET INDUSTRIAL,6100,0,0,1,2014,Ward 11
322,0,2,CORONET INDUSTRIAL,6100,0,0,1,2014,Ward 11
322,0,3,CORONET INDUSTRIAL,6100,0,0,1,2014,Ward 11
322,0,4,CORONET INDUSTRIAL,6100,0,0,2,2014,Ward 11
322,0,5,CORONET INDUSTRIAL,6100,0,0,2,2014,Ward 11
322,0,6,CORONET INDUSTRIAL,6100,0,0,2,2014,Ward 11
322,0,7,CORONET INDUSTRIAL,6100,0,0,3,2014,Ward 11
322,0,8,CORONET INDUSTRIAL,6100,0,0,3,2014,Ward 11
322,0,9,CORONET INDUSTRIAL,6100,0,0,3,2014,Ward 11
322,0,10,CORONET INDUSTRIAL,6100,0,0,4,2014,Ward 11
322,0,11,CORONET INDUSTRIAL,6100,0,0,4,2014,Ward 11
322,0,12,CORONET INDUSTRIAL,6100,0,0,4,2014,Ward 11
323,0,1,CPR IRVINE,6110,0,0,1,2014,Ward 11
323,0,2,CPR IRVINE,6110,0,0,1,2014,Ward 11
323,0,3,CPR IRVINE,6110,0,0,1,2014,Ward 11
323,0,4,CPR IRVINE,6110,0,0,2,2014,Ward 11
323,0,5,CPR IRVINE,6110,0,0,2,2014,Ward 11
323,0,6,CPR IRVINE,6110,0,0,2,2014,Ward 11
323,0,7,CPR IRVINE,6110,0,0,3,2014,Ward 11
323,0,8,CPR IRVINE,6110,0,0,3,2014,Ward 11
323,0,9,CPR IRVINE,6110,0,0,3,2014,Ward 11
323,0,10,CPR IRVINE,6110,0,0,4,2014,Ward 11
323,0,11,CPR IRVINE,6110,0,0,4,2014,Ward 11
323,0,12,CPR IRVINE,6110,0,0,4,2014,Ward 11
324,0,1,DAVIES INDUSTRIAL EAST,6160,0,0,1,2014,Ward 11
324,0,2,DAVIES INDUSTRIAL EAST,6160,0,0,1,2014,Ward 11
324,0,3,DAVIES INDUSTRIAL EAST,6160,0,0,1,2014,Ward 11
324,0,4,DAVIES INDUSTRIAL EAST,6160,0,0,2,2014,Ward 11
324,0,5,DAVIES INDUSTRIAL EAST,6160,0,0,2,2014,Ward 11
324,0,6,DAVIES INDUSTRIAL EAST,6160,0,0,2,2014,Ward 11
324,0,7,DAVIES INDUSTRIAL EAST,6160,0,0,3,2014,Ward 11
324,0,8,DAVIES INDUSTRIAL EAST,6160,0,0,3,2014,Ward 11
324,0,9,DAVIES INDUSTRIAL EAST,6160,0,0,3,2014,Ward 11
324,0,10,DAVIES INDUSTRIAL EAST,6160,0,0,4,2014,Ward 11
324,0,11,DAVIES INDUSTRIAL EAST,6160,0,0,4,2014,Ward 11
324,0,12,DAVIES INDUSTRIAL EAST,6160,0,0,4,2014,Ward 11
325,0,1,DAVIES INDUSTRIAL WEST,6170,0,0,1,2014,Ward 11
325,0,2,DAVIES INDUSTRIAL WEST,6170,0,0,1,2014,Ward 11
325,0,3,DAVIES INDUSTRIAL WEST,6170,0,0,1,2014,Ward 11
325,0,4,DAVIES INDUSTRIAL WEST,6170,0,0,2,2014,Ward 11
325,0,5,DAVIES INDUSTRIAL WEST,6170,0,0,2,2014,Ward 11
325,0,6,DAVIES INDUSTRIAL WEST,6170,0,0,2,2014,Ward 11
325,0,7,DAVIES INDUSTRIAL WEST,6170,0,0,3,2014,Ward 11
325,0,8,DAVIES INDUSTRIAL WEST,6170,0,0,3,2014,Ward 11
325,0,9,DAVIES INDUSTRIAL WEST,6170,0,0,3,2014,Ward 11
325,0,10,DAVIES INDUSTRIAL WEST,6170,0,0,4,2014,Ward 11
325,0,11,DAVIES INDUSTRIAL WEST,6170,0,0,4,2014,Ward 11
325,0,12,DAVIES INDUSTRIAL WEST,6170,0,0,4,2014,Ward 11
326,0,1,EDMONTON RESEARCH AND DEVELOPMENT PARK,6190,0,0,1,2014,Ward 11
326,0,2,EDMONTON RESEARCH AND DEVELOPMENT PARK,6190,0,0,1,2014,Ward 11
326,0,3,EDMONTON RESEARCH AND DEVELOPMENT PARK,6190,0,0,1,2014,Ward 11
326,0,4,EDMONTON RESEARCH AND DEVELOPMENT PARK,6190,0,0,2,2014,Ward 11
326,0,5,EDMONTON RESEARCH AND DEVELOPMENT PARK,6190,0,0,2,2014,Ward 11
326,0,6,EDMONTON RESEARCH AND DEVELOPMENT PARK,6190,0,0,2,2014,Ward 11
326,0,7,EDMONTON RESEARCH AND DEVELOPMENT PARK,6190,0,0,3,2014,Ward 11
326,0,8,EDMONTON RESEARCH AND DEVELOPMENT PARK,6190,0,0,3,2014,Ward 11
326,0,9,EDMONTON RESEARCH AND DEVELOPMENT PARK,6190,0,0,3,2014,Ward 11
326,0,10,EDMONTON RESEARCH AND DEVELOPMENT PARK,6190,0,0,4,2014,Ward 11
326,0,11,EDMONTON RESEARCH AND DEVELOPMENT PARK,6190,0,0,4,2014,Ward 11
326,0,12,EDMONTON RESEARCH AND DEVELOPMENT PARK,6190,0,0,4,2014,Ward 11
327,0,1,SOUTH EDMONTON COMMON,6195,0,0,1,2014,Ward 11
327,0,2,SOUTH EDMONTON COMMON,6195,0,0,1,2014,Ward 11
327,0,3,SOUTH EDMONTON COMMON,6195,0,0,1,2014,Ward 11
327,0,4,SOUTH EDMONTON COMMON,6195,0,0,2,2014,Ward 11
327,0,5,SOUTH EDMONTON COMMON,6195,0,0,2,2014,Ward 11
327,0,6,SOUTH EDMONTON COMMON,6195,0,0,2,2014,Ward 11
327,0,7,SOUTH EDMONTON COMMON,6195,0,0,3,2014,Ward 11
327,0,8,SOUTH EDMONTON COMMON,6195,0,0,3,2014,Ward 11
327,0,9,SOUTH EDMONTON COMMON,6195,0,0,3,2014,Ward 11
327,0,10,SOUTH EDMONTON COMMON,6195,0,0,4,2014,Ward 11
327,0,11,SOUTH EDMONTON COMMON,6195,0,0,4,2014,Ward 11
327,0,12,SOUTH EDMONTON COMMON,6195,0,0,4,2014,Ward 11
328,747,1,EKOTA,6200,192,1802,1,2014,Ward 11
328,747,2,EKOTA,6200,192,1802,1,2014,Ward 11
328,747,3,EKOTA,6200,192,1802,1,2014,Ward 11
328,747,4,EKOTA,6200,192,1802,2,2014,Ward 11
328,747,5,EKOTA,6200,192,1802,2,2014,Ward 11
328,747,6,EKOTA,6200,192,1802,2,2014,Ward 11
328,747,7,EKOTA,6200,192,1802,3,2014,Ward 11
328,747,8,EKOTA,6200,192,1802,3,2014,Ward 11
328,747,9,EKOTA,6200,192,1802,3,2014,Ward 11
328,747,10,EKOTA,6200,192,1802,4,2014,Ward 11
328,747,11,EKOTA,6200,192,1802,4,2014,Ward 11
328,747,12,EKOTA,6200,192,1802,4,2014,Ward 11
329,78,1,GAINER INDUSTRIAL,6250,16,203,1,2014,Ward 11
329,78,2,GAINER INDUSTRIAL,6250,16,203,1,2014,Ward 11
329,78,3,GAINER INDUSTRIAL,6250,16,203,1,2014,Ward 11
329,78,4,GAINER INDUSTRIAL,6250,16,203,2,2014,Ward 11
329,78,5,GAINER INDUSTRIAL,6250,16,203,2,2014,Ward 11
329,78,6,GAINER INDUSTRIAL,6250,16,203,2,2014,Ward 11
329,78,7,GAINER INDUSTRIAL,6250,16,203,3,2014,Ward 11
329,78,8,GAINER INDUSTRIAL,6250,16,203,3,2014,Ward 11
329,78,9,GAINER INDUSTRIAL,6250,16,203,3,2014,Ward 11
329,78,10,GAINER INDUSTRIAL,6250,16,203,4,2014,Ward 11
329,78,11,GAINER INDUSTRIAL,6250,16,203,4,2014,Ward 11
329,78,12,GAINER INDUSTRIAL,6250,16,203,4,2014,Ward 11
330,0,1,GIRARD INDUSTRIAL,6260,0,0,1,2014,Ward 11
330,0,2,GIRARD INDUSTRIAL,6260,0,0,1,2014,Ward 11
330,0,3,GIRARD INDUSTRIAL,6260,0,0,1,2014,Ward 11
330,0,4,GIRARD INDUSTRIAL,6260,0,0,2,2014,Ward 11
330,0,5,GIRARD INDUSTRIAL,6260,0,0,2,2014,Ward 11
330,0,6,GIRARD INDUSTRIAL,6260,0,0,2,2014,Ward 11
330,0,7,GIRARD INDUSTRIAL,6260,0,0,3,2014,Ward 11
330,0,8,GIRARD INDUSTRIAL,6260,0,0,3,2014,Ward 11
330,0,9,GIRARD INDUSTRIAL,6260,0,0,3,2014,Ward 11
330,0,10,GIRARD INDUSTRIAL,6260,0,0,4,2014,Ward 11
330,0,11,GIRARD INDUSTRIAL,6260,0,0,4,2014,Ward 11
330,0,12,GIRARD INDUSTRIAL,6260,0,0,4,2014,Ward 11
331,561,1,GREENVIEW,6280,580,1887,1,2014,Ward 11
331,561,2,GREENVIEW,6280,580,1887,1,2014,Ward 11
331,561,3,GREENVIEW,6280,580,1887,1,2014,Ward 11
331,561,4,GREENVIEW,6280,580,1887,2,2014,Ward 11
331,561,5,GREENVIEW,6280,580,1887,2,2014,Ward 11
331,561,6,GREENVIEW,6280,580,1887,2,2014,Ward 11
331,561,7,GREENVIEW,6280,580,1887,3,2014,Ward 11
331,561,8,GREENVIEW,6280,580,1887,3,2014,Ward 11
331,561,9,GREENVIEW,6280,580,1887,3,2014,Ward 11
331,561,10,GREENVIEW,6280,580,1887,4,2014,Ward 11
331,561,11,GREENVIEW,6280,580,1887,4,2014,Ward 11
331,561,12,GREENVIEW,6280,580,1887,4,2014,Ward 11
332,494,1,HAZELDEAN,6290,771,1993,1,2014,Ward 11
332,494,2,HAZELDEAN,6290,771,1993,1,2014,Ward 11
332,494,3,HAZELDEAN,6290,771,1993,1,2014,Ward 11
332,494,4,HAZELDEAN,6290,771,1993,2,2014,Ward 11
332,494,5,HAZELDEAN,6290,771,1993,2,2014,Ward 11
332,494,6,HAZELDEAN,6290,771,1993,2,2014,Ward 11
332,494,7,HAZELDEAN,6290,771,1993,3,2014,Ward 11
332,494,8,HAZELDEAN,6290,771,1993,3,2014,Ward 11
332,494,9,HAZELDEAN,6290,771,1993,3,2014,Ward 11
332,494,10,HAZELDEAN,6290,771,1993,4,2014,Ward 11
332,494,11,HAZELDEAN,6290,771,1993,4,2014,Ward 11
332,494,12,HAZELDEAN,6290,771,1993,4,2014,Ward 11
333,685,1,HILLVIEW,6300,417,2472,1,2014,Ward 11
333,685,2,HILLVIEW,6300,417,2472,1,2014,Ward 11
333,685,3,HILLVIEW,6300,417,2472,1,2014,Ward 11
333,685,4,HILLVIEW,6300,417,2472,2,2014,Ward 11
333,685,5,HILLVIEW,6300,417,2472,2,2014,Ward 11
333,685,6,HILLVIEW,6300,417,2472,2,2014,Ward 11
333,685,7,HILLVIEW,6300,417,2472,3,2014,Ward 11
333,685,8,HILLVIEW,6300,417,2472,3,2014,Ward 11
333,685,9,HILLVIEW,6300,417,2472,3,2014,Ward 11
333,685,10,HILLVIEW,6300,417,2472,4,2014,Ward 11
333,685,11,HILLVIEW,6300,417,2472,4,2014,Ward 11
333,685,12,HILLVIEW,6300,417,2472,4,2014,Ward 11
334,465,1,KAMEYOSEK,6340,791,1700,1,2014,Ward 11
334,465,2,KAMEYOSEK,6340,791,1700,1,2014,Ward 11
334,465,3,KAMEYOSEK,6340,791,1700,1,2014,Ward 11
334,465,4,KAMEYOSEK,6340,791,1700,2,2014,Ward 11
334,465,5,KAMEYOSEK,6340,791,1700,2,2014,Ward 11
334,465,6,KAMEYOSEK,6340,791,1700,2,2014,Ward 11
334,465,7,KAMEYOSEK,6340,791,1700,3,2014,Ward 11
334,465,8,KAMEYOSEK,6340,791,1700,3,2014,Ward 11
334,465,9,KAMEYOSEK,6340,791,1700,3,2014,Ward 11
334,465,10,KAMEYOSEK,6340,791,1700,4,2014,Ward 11
334,465,11,KAMEYOSEK,6340,791,1700,4,2014,Ward 11
334,465,12,KAMEYOSEK,6340,791,1700,4,2014,Ward 11
335,639,1,KING EDWARD PARK,6360,1371,2487,1,2014,Ward 11
335,639,2,KING EDWARD PARK,6360,1371,2487,1,2014,Ward 11
335,639,3,KING EDWARD PARK,6360,1371,2487,1,2014,Ward 11
335,639,4,KING EDWARD PARK,6360,1371,2487,2,2014,Ward 11
335,639,5,KING EDWARD PARK,6360,1371,2487,2,2014,Ward 11
335,639,6,KING EDWARD PARK,6360,1371,2487,2,2014,Ward 11
335,639,7,KING EDWARD PARK,6360,1371,2487,3,2014,Ward 11
335,639,8,KING EDWARD PARK,6360,1371,2487,3,2014,Ward 11
