,Catholic,Month,Neighbourhood Name,Neighbourhood Number,No Response(School),Public,Quarter,Year,﻿Ward
245,0,12,ANTHONY HENDAY CLAREVIEW,4022,0,0,4,2016,WARD 4
246,0,1,EDMONTON RESEARCH AND DEVELOPMENT PARK,6190,0,0,1,2016,WARD 11
246,0,2,EDMONTON RESEARCH AND DEVELOPMENT PARK,6190,0,0,1,2016,WARD 11
246,0,3,EDMONTON RESEARCH AND DEVELOPMENT PARK,6190,0,0,1,2016,WARD 11
246,0,4,EDMONTON RESEARCH AND DEVELOPMENT PARK,6190,0,0,2,2016,WARD 11
246,0,5,EDMONTON RESEARCH AND DEVELOPMENT PARK,6190,0,0,2,2016,WARD 11
246,0,6,EDMONTON RESEARCH AND DEVELOPMENT PARK,6190,0,0,2,2016,WARD 11
246,0,7,EDMONTON RESEARCH AND DEVELOPMENT PARK,6190,0,0,3,2016,WARD 11
246,0,8,EDMONTON RESEARCH AND DEVELOPMENT PARK,6190,0,0,3,2016,WARD 11
246,0,9,EDMONTON RESEARCH AND DEVELOPMENT PARK,6190,0,0,3,2016,WARD 11
246,0,10,EDMONTON RESEARCH AND DEVELOPMENT PARK,6190,0,0,4,2016,WARD 11
246,0,11,EDMONTON RESEARCH AND DEVELOPMENT PARK,6190,0,0,4,2016,WARD 11
246,0,12,EDMONTON RESEARCH AND DEVELOPMENT PARK,6190,0,0,4,2016,WARD 11
247,3,1,EDMONTON ENERGY AND TECHNOLOGY PARK,2681,290,22,1,2016,WARD 4
247,3,2,EDMONTON ENERGY AND TECHNOLOGY PARK,2681,290,22,1,2016,WARD 4
247,3,3,EDMONTON ENERGY AND TECHNOLOGY PARK,2681,290,22,1,2016,WARD 4
247,3,4,EDMONTON ENERGY AND TECHNOLOGY PARK,2681,290,22,2,2016,WARD 4
247,3,5,EDMONTON ENERGY AND TECHNOLOGY PARK,2681,290,22,2,2016,WARD 4
247,3,6,EDMONTON ENERGY AND TECHNOLOGY PARK,2681,290,22,2,2016,WARD 4
247,3,7,EDMONTON ENERGY AND TECHNOLOGY PARK,2681,290,22,3,2016,WARD 4
247,3,8,EDMONTON ENERGY AND TECHNOLOGY PARK,2681,290,22,3,2016,WARD 4
247,3,9,EDMONTON ENERGY AND TECHNOLOGY PARK,2681,290,22,3,2016,WARD 4
247,3,10,EDMONTON ENERGY AND TECHNOLOGY PARK,2681,290,22,4,2016,WARD 4
247,3,11,EDMONTON ENERGY AND TECHNOLOGY PARK,2681,290,22,4,2016,WARD 4
247,3,12,EDMONTON ENERGY AND TECHNOLOGY PARK,2681,290,22,4,2016,WARD 4
248,0,1,HUFF BREMNER ESTATE INDUSTRIAL,3230,0,0,1,2016,WARD 2
248,0,2,HUFF BREMNER ESTATE INDUSTRIAL,3230,0,0,1,2016,WARD 2
248,0,3,HUFF BREMNER ESTATE INDUSTRIAL,3230,0,0,1,2016,WARD 2
248,0,4,HUFF BREMNER ESTATE INDUSTRIAL,3230,0,0,2,2016,WARD 2
248,0,5,HUFF BREMNER ESTATE INDUSTRIAL,3230,0,0,2,2016,WARD 2
248,0,6,HUFF BREMNER ESTATE INDUSTRIAL,3230,0,0,2,2016,WARD 2
248,0,7,HUFF BREMNER ESTATE INDUSTRIAL,3230,0,0,3,2016,WARD 2
248,0,8,HUFF BREMNER ESTATE INDUSTRIAL,3230,0,0,3,2016,WARD 2
248,0,9,HUFF BREMNER ESTATE INDUSTRIAL,3230,0,0,3,2016,WARD 2
248,0,10,HUFF BREMNER ESTATE INDUSTRIAL,3230,0,0,4,2016,WARD 2
248,0,11,HUFF BREMNER ESTATE INDUSTRIAL,3230,0,0,4,2016,WARD 2
248,0,12,HUFF BREMNER ESTATE INDUSTRIAL,3230,0,0,4,2016,WARD 2
249,649,1,CALDER,3070,1714,1641,1,2016,WARD 2
249,649,2,CALDER,3070,1714,1641,1,2016,WARD 2
249,649,3,CALDER,3070,1714,1641,1,2016,WARD 2
249,649,4,CALDER,3070,1714,1641,2,2016,WARD 2
249,649,5,CALDER,3070,1714,1641,2,2016,WARD 2
249,649,6,CALDER,3070,1714,1641,2,2016,WARD 2
249,649,7,CALDER,3070,1714,1641,3,2016,WARD 2
249,649,8,CALDER,3070,1714,1641,3,2016,WARD 2
249,649,9,CALDER,3070,1714,1641,3,2016,WARD 2
249,649,10,CALDER,3070,1714,1641,4,2016,WARD 2
249,649,11,CALDER,3070,1714,1641,4,2016,WARD 2
249,649,12,CALDER,3070,1714,1641,4,2016,WARD 2
250,274,1,FALCONER HEIGHTS,5190,797,896,1,2016,WARD 9
250,274,2,FALCONER HEIGHTS,5190,797,896,1,2016,WARD 9
250,274,3,FALCONER HEIGHTS,5190,797,896,1,2016,WARD 9
250,274,4,FALCONER HEIGHTS,5190,797,896,2,2016,WARD 9
250,274,5,FALCONER HEIGHTS,5190,797,896,2,2016,WARD 9
250,274,6,FALCONER HEIGHTS,5190,797,896,2,2016,WARD 9
250,274,7,FALCONER HEIGHTS,5190,797,896,3,2016,WARD 9
250,274,8,FALCONER HEIGHTS,5190,797,896,3,2016,WARD 9
250,274,9,FALCONER HEIGHTS,5190,797,896,3,2016,WARD 9
250,274,10,FALCONER HEIGHTS,5190,797,896,4,2016,WARD 9
250,274,11,FALCONER HEIGHTS,5190,797,896,4,2016,WARD 9
250,274,12,FALCONER HEIGHTS,5190,797,896,4,2016,WARD 9
251,0,1,RIVER VALLEY WINDERMERE,5405,0,0,1,2016,WARD 9
251,0,2,RIVER VALLEY WINDERMERE,5405,0,0,1,2016,WARD 9
251,0,3,RIVER VALLEY WINDERMERE,5405,0,0,1,2016,WARD 9
251,0,4,RIVER VALLEY WINDERMERE,5405,0,0,2,2016,WARD 9
251,0,5,RIVER VALLEY WINDERMERE,5405,0,0,2,2016,WARD 9
251,0,6,RIVER VALLEY WINDERMERE,5405,0,0,2,2016,WARD 9
251,0,7,RIVER VALLEY WINDERMERE,5405,0,0,3,2016,WARD 9
251,0,8,RIVER VALLEY WINDERMERE,5405,0,0,3,2016,WARD 9
251,0,9,RIVER VALLEY WINDERMERE,5405,0,0,3,2016,WARD 9
251,0,10,RIVER VALLEY WINDERMERE,5405,0,0,4,2016,WARD 9
251,0,11,RIVER VALLEY WINDERMERE,5405,0,0,4,2016,WARD 9
251,0,12,RIVER VALLEY WINDERMERE,5405,0,0,4,2016,WARD 9
252,209,1,RIDEAU PARK,5360,708,1064,1,2016,WARD 10
252,209,2,RIDEAU PARK,5360,708,1064,1,2016,WARD 10
252,209,3,RIDEAU PARK,5360,708,1064,1,2016,WARD 10
252,209,4,RIDEAU PARK,5360,708,1064,2,2016,WARD 10
252,209,5,RIDEAU PARK,5360,708,1064,2,2016,WARD 10
252,209,6,RIDEAU PARK,5360,708,1064,2,2016,WARD 10
252,209,7,RIDEAU PARK,5360,708,1064,3,2016,WARD 10
252,209,8,RIDEAU PARK,5360,708,1064,3,2016,WARD 10
252,209,9,RIDEAU PARK,5360,708,1064,3,2016,WARD 10
252,209,10,RIDEAU PARK,5360,708,1064,4,2016,WARD 10
252,209,11,RIDEAU PARK,5360,708,1064,4,2016,WARD 10
252,209,12,RIDEAU PARK,5360,708,1064,4,2016,WARD 10
253,456,1,ATHLONE,3010,1660,1042,1,2016,WARD 2
253,456,2,ATHLONE,3010,1660,1042,1,2016,WARD 2
253,456,3,ATHLONE,3010,1660,1042,1,2016,WARD 2
253,456,4,ATHLONE,3010,1660,1042,2,2016,WARD 2
253,456,5,ATHLONE,3010,1660,1042,2,2016,WARD 2
253,456,6,ATHLONE,3010,1660,1042,2,2016,WARD 2
253,456,7,ATHLONE,3010,1660,1042,3,2016,WARD 2
253,456,8,ATHLONE,3010,1660,1042,3,2016,WARD 2
253,456,9,ATHLONE,3010,1660,1042,3,2016,WARD 2
253,456,10,ATHLONE,3010,1660,1042,4,2016,WARD 2
253,456,11,ATHLONE,3010,1660,1042,4,2016,WARD 2
253,456,12,ATHLONE,3010,1660,1042,4,2016,WARD 2
254,0,1,SUNWAPTA INDUSTRIAL,4530,0,0,1,2016,WARD 1
254,0,2,SUNWAPTA INDUSTRIAL,4530,0,0,1,2016,WARD 1
254,0,3,SUNWAPTA INDUSTRIAL,4530,0,0,1,2016,WARD 1
254,0,4,SUNWAPTA INDUSTRIAL,4530,0,0,2,2016,WARD 1
254,0,5,SUNWAPTA INDUSTRIAL,4530,0,0,2,2016,WARD 1
254,0,6,SUNWAPTA INDUSTRIAL,4530,0,0,2,2016,WARD 1
254,0,7,SUNWAPTA INDUSTRIAL,4530,0,0,3,2016,WARD 1
254,0,8,SUNWAPTA INDUSTRIAL,4530,0,0,3,2016,WARD 1
254,0,9,SUNWAPTA INDUSTRIAL,4530,0,0,3,2016,WARD 1
254,0,10,SUNWAPTA INDUSTRIAL,4530,0,0,4,2016,WARD 1
254,0,11,SUNWAPTA INDUSTRIAL,4530,0,0,4,2016,WARD 1
254,0,12,SUNWAPTA INDUSTRIAL,4530,0,0,4,2016,WARD 1
255,0,1,RIVER VALLEY VICTORIA,1200,0,0,1,2016,WARD 6
255,0,2,RIVER VALLEY VICTORIA,1200,0,0,1,2016,WARD 6
255,0,3,RIVER VALLEY VICTORIA,1200,0,0,1,2016,WARD 6
255,0,4,RIVER VALLEY VICTORIA,1200,0,0,2,2016,WARD 6
255,0,5,RIVER VALLEY VICTORIA,1200,0,0,2,2016,WARD 6
255,0,6,RIVER VALLEY VICTORIA,1200,0,0,2,2016,WARD 6
255,0,7,RIVER VALLEY VICTORIA,1200,0,0,3,2016,WARD 6
255,0,8,RIVER VALLEY VICTORIA,1200,0,0,3,2016,WARD 6
255,0,9,RIVER VALLEY VICTORIA,1200,0,0,3,2016,WARD 6
255,0,10,RIVER VALLEY VICTORIA,1200,0,0,4,2016,WARD 6
255,0,11,RIVER VALLEY VICTORIA,1200,0,0,4,2016,WARD 6
255,0,12,RIVER VALLEY VICTORIA,1200,0,0,4,2016,WARD 6
256,0,1,STRATHCONA JUNCTION,5151,0,0,1,2016,WARD 8
256,0,2,STRATHCONA JUNCTION,5151,0,0,1,2016,WARD 8
256,0,3,STRATHCONA JUNCTION,5151,0,0,1,2016,WARD 8
256,0,4,STRATHCONA JUNCTION,5151,0,0,2,2016,WARD 8
256,0,5,STRATHCONA JUNCTION,5151,0,0,2,2016,WARD 8
256,0,6,STRATHCONA JUNCTION,5151,0,0,2,2016,WARD 8
256,0,7,STRATHCONA JUNCTION,5151,0,0,3,2016,WARD 8
256,0,8,STRATHCONA JUNCTION,5151,0,0,3,2016,WARD 8
256,0,9,STRATHCONA JUNCTION,5151,0,0,3,2016,WARD 8
256,0,10,STRATHCONA JUNCTION,5151,0,0,4,2016,WARD 8
256,0,11,STRATHCONA JUNCTION,5151,0,0,4,2016,WARD 8
256,0,12,STRATHCONA JUNCTION,5151,0,0,4,2016,WARD 8
257,238,1,ALLENDALE,5010,1653,848,1,2016,WARD 10
257,238,2,ALLENDALE,5010,1653,848,1,2016,WARD 10
257,238,3,ALLENDALE,5010,1653,848,1,2016,WARD 10
257,238,4,ALLENDALE,5010,1653,848,2,2016,WARD 10
257,238,5,ALLENDALE,5010,1653,848,2,2016,WARD 10
257,238,6,ALLENDALE,5010,1653,848,2,2016,WARD 10
257,238,7,ALLENDALE,5010,1653,848,3,2016,WARD 10
257,238,8,ALLENDALE,5010,1653,848,3,2016,WARD 10
257,238,9,ALLENDALE,5010,1653,848,3,2016,WARD 10
257,238,10,ALLENDALE,5010,1653,848,4,2016,WARD 10
257,238,11,ALLENDALE,5010,1653,848,4,2016,WARD 10
257,238,12,ALLENDALE,5010,1653,848,4,2016,WARD 10
258,336,1,ALLARD,5458,1575,1222,1,2016,WARD 9
258,336,2,ALLARD,5458,1575,1222,1,2016,WARD 9
258,336,3,ALLARD,5458,1575,1222,1,2016,WARD 9
258,336,4,ALLARD,5458,1575,1222,2,2016,WARD 9
258,336,5,ALLARD,5458,1575,1222,2,2016,WARD 9
258,336,6,ALLARD,5458,1575,1222,2,2016,WARD 9
258,336,7,ALLARD,5458,1575,1222,3,2016,WARD 9
258,336,8,ALLARD,5458,1575,1222,3,2016,WARD 9
258,336,9,ALLARD,5458,1575,1222,3,2016,WARD 9
258,336,10,ALLARD,5458,1575,1222,4,2016,WARD 9
258,336,11,ALLARD,5458,1575,1222,4,2016,WARD 9
258,336,12,ALLARD,5458,1575,1222,4,2016,WARD 9
259,180,1,MEYONOHK,6470,1356,1324,1,2016,WARD 11
259,180,2,MEYONOHK,6470,1356,1324,1,2016,WARD 11
259,180,3,MEYONOHK,6470,1356,1324,1,2016,WARD 11
259,180,4,MEYONOHK,6470,1356,1324,2,2016,WARD 11
259,180,5,MEYONOHK,6470,1356,1324,2,2016,WARD 11
259,180,6,MEYONOHK,6470,1356,1324,2,2016,WARD 11
259,180,7,MEYONOHK,6470,1356,1324,3,2016,WARD 11
259,180,8,MEYONOHK,6470,1356,1324,3,2016,WARD 11
259,180,9,MEYONOHK,6470,1356,1324,3,2016,WARD 11
259,180,10,MEYONOHK,6470,1356,1324,4,2016,WARD 11
259,180,11,MEYONOHK,6470,1356,1324,4,2016,WARD 11
259,180,12,MEYONOHK,6470,1356,1324,4,2016,WARD 11
260,243,1,WEST JASPER PLACE,4580,1928,897,1,2016,WARD 1
260,243,2,WEST JASPER PLACE,4580,1928,897,1,2016,WARD 1
260,243,3,WEST JASPER PLACE,4580,1928,897,1,2016,WARD 1
260,243,4,WEST JASPER PLACE,4580,1928,897,2,2016,WARD 1
260,243,5,WEST JASPER PLACE,4580,1928,897,2,2016,WARD 1
260,243,6,WEST JASPER PLACE,4580,1928,897,2,2016,WARD 1
260,243,7,WEST JASPER PLACE,4580,1928,897,3,2016,WARD 1
260,243,8,WEST JASPER PLACE,4580,1928,897,3,2016,WARD 1
260,243,9,WEST JASPER PLACE,4580,1928,897,3,2016,WARD 1
260,243,10,WEST JASPER PLACE,4580,1928,897,4,2016,WARD 1
260,243,11,WEST JASPER PLACE,4580,1928,897,4,2016,WARD 1
260,243,12,WEST JASPER PLACE,4580,1928,897,4,2016,WARD 1
261,55,1,QUESNELL HEIGHTS,4420,104,213,1,2016,WARD 5
261,55,2,QUESNELL HEIGHTS,4420,104,213,1,2016,WARD 5
261,55,3,QUESNELL HEIGHTS,4420,104,213,1,2016,WARD 5
261,55,4,QUESNELL HEIGHTS,4420,104,213,2,2016,WARD 5
261,55,5,QUESNELL HEIGHTS,4420,104,213,2,2016,WARD 5
261,55,6,QUESNELL HEIGHTS,4420,104,213,2,2016,WARD 5
261,55,7,QUESNELL HEIGHTS,4420,104,213,3,2016,WARD 5
261,55,8,QUESNELL HEIGHTS,4420,104,213,3,2016,WARD 5
261,55,9,QUESNELL HEIGHTS,4420,104,213,3,2016,WARD 5
261,55,10,QUESNELL HEIGHTS,4420,104,213,4,2016,WARD 5
261,55,11,QUESNELL HEIGHTS,4420,104,213,4,2016,WARD 5
261,55,12,QUESNELL HEIGHTS,4420,104,213,4,2016,WARD 5
262,426,1,JAMIESON PLACE,4220,1649,1294,1,2016,WARD 5
262,426,2,JAMIESON PLACE,4220,1649,1294,1,2016,WARD 5
262,426,3,JAMIESON PLACE,4220,1649,1294,1,2016,WARD 5
262,426,4,JAMIESON PLACE,4220,1649,1294,2,2016,WARD 5
262,426,5,JAMIESON PLACE,4220,1649,1294,2,2016,WARD 5
262,426,6,JAMIESON PLACE,4220,1649,1294,2,2016,WARD 5
262,426,7,JAMIESON PLACE,4220,1649,1294,3,2016,WARD 5
262,426,8,JAMIESON PLACE,4220,1649,1294,3,2016,WARD 5
262,426,9,JAMIESON PLACE,4220,1649,1294,3,2016,WARD 5
262,426,10,JAMIESON PLACE,4220,1649,1294,4,2016,WARD 5
262,426,11,JAMIESON PLACE,4220,1649,1294,4,2016,WARD 5
262,426,12,JAMIESON PLACE,4220,1649,1294,4,2016,WARD 5
263,576,1,BEACON HEIGHTS,2040,793,1518,1,2016,WARD 7
263,576,2,BEACON HEIGHTS,2040,793,1518,1,2016,WARD 7
263,576,3,BEACON HEIGHTS,2040,793,1518,1,2016,WARD 7
263,576,4,BEACON HEIGHTS,2040,793,1518,2,2016,WARD 7
263,576,5,BEACON HEIGHTS,2040,793,1518,2,2016,WARD 7
263,576,6,BEACON HEIGHTS,2040,793,1518,2,2016,WARD 7
263,576,7,BEACON HEIGHTS,2040,793,1518,3,2016,WARD 7
263,576,8,BEACON HEIGHTS,2040,793,1518,3,2016,WARD 7
263,576,9,BEACON HEIGHTS,2040,793,1518,3,2016,WARD 7
263,576,10,BEACON HEIGHTS,2040,793,1518,4,2016,WARD 7
263,576,11,BEACON HEIGHTS,2040,793,1518,4,2016,WARD 7
263,576,12,BEACON HEIGHTS,2040,793,1518,4,2016,WARD 7
264,152,1,PRINCE CHARLES,3350,748,381,1,2016,WARD 2
264,152,2,PRINCE CHARLES,3350,748,381,1,2016,WARD 2
264,152,3,PRINCE CHARLES,3350,748,381,1,2016,WARD 2
264,152,4,PRINCE CHARLES,3350,748,381,2,2016,WARD 2
264,152,5,PRINCE CHARLES,3350,748,381,2,2016,WARD 2
264,152,6,PRINCE CHARLES,3350,748,381,2,2016,WARD 2
264,152,7,PRINCE CHARLES,3350,748,381,3,2016,WARD 2
264,152,8,PRINCE CHARLES,3350,748,381,3,2016,WARD 2
264,152,9,PRINCE CHARLES,3350,748,381,3,2016,WARD 2
264,152,10,PRINCE CHARLES,3350,748,381,4,2016,WARD 2
264,152,11,PRINCE CHARLES,3350,748,381,4,2016,WARD 2
264,152,12,PRINCE CHARLES,3350,748,381,4,2016,WARD 2
265,200,1,BROOKSIDE,5090,864,973,1,2016,WARD 9
265,200,2,BROOKSIDE,5090,864,973,1,2016,WARD 9
265,200,3,BROOKSIDE,5090,864,973,1,2016,WARD 9
265,200,4,BROOKSIDE,5090,864,973,2,2016,WARD 9
265,200,5,BROOKSIDE,5090,864,973,2,2016,WARD 9
265,200,6,BROOKSIDE,5090,864,973,2,2016,WARD 9
265,200,7,BROOKSIDE,5090,864,973,3,2016,WARD 9
265,200,8,BROOKSIDE,5090,864,973,3,2016,WARD 9
265,200,9,BROOKSIDE,5090,864,973,3,2016,WARD 9
265,200,10,BROOKSIDE,5090,864,973,4,2016,WARD 9
265,200,11,BROOKSIDE,5090,864,973,4,2016,WARD 9
265,200,12,BROOKSIDE,5090,864,973,4,2016,WARD 9
266,476,1,KENSINGTON,3250,2103,1270,1,2016,WARD 2
266,476,2,KENSINGTON,3250,2103,1270,1,2016,WARD 2
266,476,3,KENSINGTON,3250,2103,1270,1,2016,WARD 2
266,476,4,KENSINGTON,3250,2103,1270,2,2016,WARD 2
266,476,5,KENSINGTON,3250,2103,1270,2,2016,WARD 2
266,476,6,KENSINGTON,3250,2103,1270,2,2016,WARD 2
266,476,7,KENSINGTON,3250,2103,1270,3,2016,WARD 2
266,476,8,KENSINGTON,3250,2103,1270,3,2016,WARD 2
266,476,9,KENSINGTON,3250,2103,1270,3,2016,WARD 2
266,476,10,KENSINGTON,3250,2103,1270,4,2016,WARD 2
266,476,11,KENSINGTON,3250,2103,1270,4,2016,WARD 2
266,476,12,KENSINGTON,3250,2103,1270,4,2016,WARD 2
267,0,1,WINTERBURN INDUSTRIAL AREA EAST,4650,0,0,1,2016,WARD 1
267,0,2,WINTERBURN INDUSTRIAL AREA EAST,4650,0,0,1,2016,WARD 1
267,0,3,WINTERBURN INDUSTRIAL AREA EAST,4650,0,0,1,2016,WARD 1
267,0,4,WINTERBURN INDUSTRIAL AREA EAST,4650,0,0,2,2016,WARD 1
267,0,5,WINTERBURN INDUSTRIAL AREA EAST,4650,0,0,2,2016,WARD 1
267,0,6,WINTERBURN INDUSTRIAL AREA EAST,4650,0,0,2,2016,WARD 1
267,0,7,WINTERBURN INDUSTRIAL AREA EAST,4650,0,0,3,2016,WARD 1
267,0,8,WINTERBURN INDUSTRIAL AREA EAST,4650,0,0,3,2016,WARD 1
267,0,9,WINTERBURN INDUSTRIAL AREA EAST,4650,0,0,3,2016,WARD 1
267,0,10,WINTERBURN INDUSTRIAL AREA EAST,4650,0,0,4,2016,WARD 1
267,0,11,WINTERBURN INDUSTRIAL AREA EAST,4650,0,0,4,2016,WARD 1
267,0,12,WINTERBURN INDUSTRIAL AREA EAST,4650,0,0,4,2016,WARD 1
268,123,1,PEMBINA,3340,148,252,1,2016,WARD 2
268,123,2,PEMBINA,3340,148,252,1,2016,WARD 2
268,123,3,PEMBINA,3340,148,252,1,2016,WARD 2
268,123,4,PEMBINA,3340,148,252,2,2016,WARD 2
268,123,5,PEMBINA,3340,148,252,2,2016,WARD 2
268,123,6,PEMBINA,3340,148,252,2,2016,WARD 2
268,123,7,PEMBINA,3340,148,252,3,2016,WARD 2
268,123,8,PEMBINA,3340,148,252,3,2016,WARD 2
268,123,9,PEMBINA,3340,148,252,3,2016,WARD 2
268,123,10,PEMBINA,3340,148,252,4,2016,WARD 2
268,123,11,PEMBINA,3340,148,252,4,2016,WARD 2
268,123,12,PEMBINA,3340,148,252,4,2016,WARD 2
269,290,1,AVONMORE,6020,727,1150,1,2016,WARD 11
269,290,2,AVONMORE,6020,727,1150,1,2016,WARD 11
269,290,3,AVONMORE,6020,727,1150,1,2016,WARD 11
269,290,4,AVONMORE,6020,727,1150,2,2016,WARD 11
269,290,5,AVONMORE,6020,727,1150,2,2016,WARD 11
269,290,6,AVONMORE,6020,727,1150,2,2016,WARD 11
269,290,7,AVONMORE,6020,727,1150,3,2016,WARD 11
269,290,8,AVONMORE,6020,727,1150,3,2016,WARD 11
269,290,9,AVONMORE,6020,727,1150,3,2016,WARD 11
269,290,10,AVONMORE,6020,727,1150,4,2016,WARD 11
269,290,11,AVONMORE,6020,727,1150,4,2016,WARD 11
269,290,12,AVONMORE,6020,727,1150,4,2016,WARD 11
270,453,1,MCCAULEY,1140,3246,1100,1,2016,WARD 6
270,453,2,MCCAULEY,1140,3246,1100,1,2016,WARD 6
270,453,3,MCCAULEY,1140,3246,1100,1,2016,WARD 6
270,453,4,MCCAULEY,1140,3246,1100,2,2016,WARD 6
270,453,5,MCCAULEY,1140,3246,1100,2,2016,WARD 6
270,453,6,MCCAULEY,1140,3246,1100,2,2016,WARD 6
270,453,7,MCCAULEY,1140,3246,1100,3,2016,WARD 6
270,453,8,MCCAULEY,1140,3246,1100,3,2016,WARD 6
270,453,9,MCCAULEY,1140,3246,1100,3,2016,WARD 6
270,453,10,MCCAULEY,1140,3246,1100,4,2016,WARD 6
270,453,11,MCCAULEY,1140,3246,1100,4,2016,WARD 6
270,453,12,MCCAULEY,1140,3246,1100,4,2016,WARD 6
271,300,1,HOLYROOD,6310,1599,1520,1,2016,WARD 8
271,300,2,HOLYROOD,6310,1599,1520,1,2016,WARD 8
271,300,3,HOLYROOD,6310,1599,1520,1,2016,WARD 8
271,300,4,HOLYROOD,6310,1599,1520,2,2016,WARD 8
271,300,5,HOLYROOD,6310,1599,1520,2,2016,WARD 8
271,300,6,HOLYROOD,6310,1599,1520,2,2016,WARD 8
271,300,7,HOLYROOD,6310,1599,1520,3,2016,WARD 8
271,300,8,HOLYROOD,6310,1599,1520,3,2016,WARD 8
271,300,9,HOLYROOD,6310,1599,1520,3,2016,WARD 8
271,300,10,HOLYROOD,6310,1599,1520,4,2016,WARD 8
271,300,11,HOLYROOD,6310,1599,1520,4,2016,WARD 8
271,300,12,HOLYROOD,6310,1599,1520,4,2016,WARD 8
272,85,1,CY BECKER,2611,453,145,1,2016,WARD 4
272,85,2,CY BECKER,2611,453,145,1,2016,WARD 4
272,85,3,CY BECKER,2611,453,145,1,2016,WARD 4
272,85,4,CY BECKER,2611,453,145,2,2016,WARD 4
272,85,5,CY BECKER,2611,453,145,2,2016,WARD 4
272,85,6,CY BECKER,2611,453,145,2,2016,WARD 4
272,85,7,CY BECKER,2611,453,145,3,2016,WARD 4
272,85,8,CY BECKER,2611,453,145,3,2016,WARD 4
272,85,9,CY BECKER,2611,453,145,3,2016,WARD 4
272,85,10,CY BECKER,2611,453,145,4,2016,WARD 4
272,85,11,CY BECKER,2611,453,145,4,2016,WARD 4
272,85,12,CY BECKER,2611,453,145,4,2016,WARD 4
273,7,1,LEWIS FARMS INDUSTRIAL,4485,44,40,1,2016,WARD 1
273,7,2,LEWIS FARMS INDUSTRIAL,4485,44,40,1,2016,WARD 1
273,7,3,LEWIS FARMS INDUSTRIAL,4485,44,40,1,2016,WARD 1
273,7,4,LEWIS FARMS INDUSTRIAL,4485,44,40,2,2016,WARD 1
273,7,5,LEWIS FARMS INDUSTRIAL,4485,44,40,2,2016,WARD 1
273,7,6,LEWIS FARMS INDUSTRIAL,4485,44,40,2,2016,WARD 1
273,7,7,LEWIS FARMS INDUSTRIAL,4485,44,40,3,2016,WARD 1
273,7,8,LEWIS FARMS INDUSTRIAL,4485,44,40,3,2016,WARD 1
273,7,9,LEWIS FARMS INDUSTRIAL,4485,44,40,3,2016,WARD 1
273,7,10,LEWIS FARMS INDUSTRIAL,4485,44,40,4,2016,WARD 1
273,7,11,LEWIS FARMS INDUSTRIAL,4485,44,40,4,2016,WARD 1
273,7,12,LEWIS FARMS INDUSTRIAL,4485,44,40,4,2016,WARD 1
274,99,1,GLENRIDDING AREA,5577,602,673,1,2016,WARD 9
274,99,2,GLENRIDDING AREA,5577,602,673,1,2016,WARD 9
274,99,3,GLENRIDDING AREA,5577,602,673,1,2016,WARD 9
274,99,4,GLENRIDDING AREA,5577,602,673,2,2016,WARD 9
274,99,5,GLENRIDDING AREA,5577,602,673,2,2016,WARD 9
274,99,6,GLENRIDDING AREA,5577,602,673,2,2016,WARD 9
274,99,7,GLENRIDDING AREA,5577,602,673,3,2016,WARD 9
274,99,8,GLENRIDDING AREA,5577,602,673,3,2016,WARD 9
274,99,9,GLENRIDDING AREA,5577,602,673,3,2016,WARD 9
274,99,10,GLENRIDDING AREA,5577,602,673,4,2016,WARD 9
274,99,11,GLENRIDDING AREA,5577,602,673,4,2016,WARD 9
274,99,12,GLENRIDDING AREA,5577,602,673,4,2016,WARD 9
275,842,1,BEAUMARIS,3040,1983,1573,1,2016,WARD 3
275,842,2,BEAUMARIS,3040,1983,1573,1,2016,WARD 3
275,842,3,BEAUMARIS,3040,1983,1573,1,2016,WARD 3
275,842,4,BEAUMARIS,3040,1983,1573,2,2016,WARD 3
275,842,5,BEAUMARIS,3040,1983,1573,2,2016,WARD 3
275,842,6,BEAUMARIS,3040,1983,1573,2,2016,WARD 3
275,842,7,BEAUMARIS,3040,1983,1573,3,2016,WARD 3
275,842,8,BEAUMARIS,3040,1983,1573,3,2016,WARD 3
275,842,9,BEAUMARIS,3040,1983,1573,3,2016,WARD 3
275,842,10,BEAUMARIS,3040,1983,1573,4,2016,WARD 3
275,842,11,BEAUMARIS,3040,1983,1573,4,2016,WARD 3
275,842,12,BEAUMARIS,3040,1983,1573,4,2016,WARD 3
276,0,1,DESROCHERS AREA,5463,0,0,1,2016,WARD 9
276,0,2,DESROCHERS AREA,5463,0,0,1,2016,WARD 9
276,0,3,DESROCHERS AREA,5463,0,0,1,2016,WARD 9
276,0,4,DESROCHERS AREA,5463,0,0,2,2016,WARD 9
276,0,5,DESROCHERS AREA,5463,0,0,2,2016,WARD 9
276,0,6,DESROCHERS AREA,5463,0,0,2,2016,WARD 9
276,0,7,DESROCHERS AREA,5463,0,0,3,2016,WARD 9
276,0,8,DESROCHERS AREA,5463,0,0,3,2016,WARD 9
276,0,9,DESROCHERS AREA,5463,0,0,3,2016,WARD 9
276,0,10,DESROCHERS AREA,5463,0,0,4,2016,WARD 9
276,0,11,DESROCHERS AREA,5463,0,0,4,2016,WARD 9
276,0,12,DESROCHERS AREA,5463,0,0,4,2016,WARD 9
277,498,1,PARKDALE,1160,1472,1362,1,2016,WARD 7
