,Month,Neighbourhood Name,Neighbourhood Number,No Longer In Use,Occupied,Quarter,Unoccupied,Year,﻿Ward
305,4,LENDRUM PLACE,5270,21,825,2,22,2013,Ward 10
305,5,LENDRUM PLACE,5270,21,825,2,22,2013,Ward 10
305,6,LENDRUM PLACE,5270,21,825,2,22,2013,Ward 10
305,7,LENDRUM PLACE,5270,21,825,3,22,2013,Ward 10
305,8,LENDRUM PLACE,5270,21,825,3,22,2013,Ward 10
305,9,LENDRUM PLACE,5270,21,825,3,22,2013,Ward 10
305,10,LENDRUM PLACE,5270,21,825,4,22,2013,Ward 10
305,11,LENDRUM PLACE,5270,21,825,4,22,2013,Ward 10
305,12,LENDRUM PLACE,5270,21,825,4,22,2013,Ward 10
306,1,MALMO PLAINS,5280,14,1273,1,16,2013,Ward 10
306,2,MALMO PLAINS,5280,14,1273,1,16,2013,Ward 10
306,3,MALMO PLAINS,5280,14,1273,1,16,2013,Ward 10
306,4,MALMO PLAINS,5280,14,1273,2,16,2013,Ward 10
306,5,MALMO PLAINS,5280,14,1273,2,16,2013,Ward 10
306,6,MALMO PLAINS,5280,14,1273,2,16,2013,Ward 10
306,7,MALMO PLAINS,5280,14,1273,3,16,2013,Ward 10
306,8,MALMO PLAINS,5280,14,1273,3,16,2013,Ward 10
306,9,MALMO PLAINS,5280,14,1273,3,16,2013,Ward 10
306,10,MALMO PLAINS,5280,14,1273,4,16,2013,Ward 10
306,11,MALMO PLAINS,5280,14,1273,4,16,2013,Ward 10
306,12,MALMO PLAINS,5280,14,1273,4,16,2013,Ward 10
307,1,PARKALLEN,5310,72,1031,1,68,2013,Ward 10
307,2,PARKALLEN,5310,72,1031,1,68,2013,Ward 10
307,3,PARKALLEN,5310,72,1031,1,68,2013,Ward 10
307,4,PARKALLEN,5310,72,1031,2,68,2013,Ward 10
307,5,PARKALLEN,5310,72,1031,2,68,2013,Ward 10
307,6,PARKALLEN,5310,72,1031,2,68,2013,Ward 10
307,7,PARKALLEN,5310,72,1031,3,68,2013,Ward 10
307,8,PARKALLEN,5310,72,1031,3,68,2013,Ward 10
307,9,PARKALLEN,5310,72,1031,3,68,2013,Ward 10
307,10,PARKALLEN,5310,72,1031,4,68,2013,Ward 10
307,11,PARKALLEN,5310,72,1031,4,68,2013,Ward 10
307,12,PARKALLEN,5310,72,1031,4,68,2013,Ward 10
308,1,PLEASANTVIEW,5320,73,2003,1,25,2013,Ward 10
308,2,PLEASANTVIEW,5320,73,2003,1,25,2013,Ward 10
308,3,PLEASANTVIEW,5320,73,2003,1,25,2013,Ward 10
308,4,PLEASANTVIEW,5320,73,2003,2,25,2013,Ward 10
308,5,PLEASANTVIEW,5320,73,2003,2,25,2013,Ward 10
308,6,PLEASANTVIEW,5320,73,2003,2,25,2013,Ward 10
308,7,PLEASANTVIEW,5320,73,2003,3,25,2013,Ward 10
308,8,PLEASANTVIEW,5320,73,2003,3,25,2013,Ward 10
308,9,PLEASANTVIEW,5320,73,2003,3,25,2013,Ward 10
308,10,PLEASANTVIEW,5320,73,2003,4,25,2013,Ward 10
308,11,PLEASANTVIEW,5320,73,2003,4,25,2013,Ward 10
308,12,PLEASANTVIEW,5320,73,2003,4,25,2013,Ward 10
309,1,RIDEAU PARK,5360,13,1109,1,22,2013,Ward 10
309,2,RIDEAU PARK,5360,13,1109,1,22,2013,Ward 10
309,3,RIDEAU PARK,5360,13,1109,1,22,2013,Ward 10
309,4,RIDEAU PARK,5360,13,1109,2,22,2013,Ward 10
309,5,RIDEAU PARK,5360,13,1109,2,22,2013,Ward 10
309,6,RIDEAU PARK,5360,13,1109,2,22,2013,Ward 10
309,7,RIDEAU PARK,5360,13,1109,3,22,2013,Ward 10
309,8,RIDEAU PARK,5360,13,1109,3,22,2013,Ward 10
309,9,RIDEAU PARK,5360,13,1109,3,22,2013,Ward 10
309,10,RIDEAU PARK,5360,13,1109,4,22,2013,Ward 10
309,11,RIDEAU PARK,5360,13,1109,4,22,2013,Ward 10
309,12,RIDEAU PARK,5360,13,1109,4,22,2013,Ward 10
310,1,RIVER VALLEY WHITEMUD,5400,0,0,1,0,2013,Ward 10
310,2,RIVER VALLEY WHITEMUD,5400,0,0,1,0,2013,Ward 10
310,3,RIVER VALLEY WHITEMUD,5400,0,0,1,0,2013,Ward 10
310,4,RIVER VALLEY WHITEMUD,5400,0,0,2,0,2013,Ward 10
310,5,RIVER VALLEY WHITEMUD,5400,0,0,2,0,2013,Ward 10
310,6,RIVER VALLEY WHITEMUD,5400,0,0,2,0,2013,Ward 10
310,7,RIVER VALLEY WHITEMUD,5400,0,0,3,0,2013,Ward 10
310,8,RIVER VALLEY WHITEMUD,5400,0,0,3,0,2013,Ward 10
310,9,RIVER VALLEY WHITEMUD,5400,0,0,3,0,2013,Ward 10
310,10,RIVER VALLEY WHITEMUD,5400,0,0,4,0,2013,Ward 10
310,11,RIVER VALLEY WHITEMUD,5400,0,0,4,0,2013,Ward 10
310,12,RIVER VALLEY WHITEMUD,5400,0,0,4,0,2013,Ward 10
311,1,ROYAL GARDENS,5430,31,1425,1,25,2013,Ward 10
311,2,ROYAL GARDENS,5430,31,1425,1,25,2013,Ward 10
311,3,ROYAL GARDENS,5430,31,1425,1,25,2013,Ward 10
311,4,ROYAL GARDENS,5430,31,1425,2,25,2013,Ward 10
311,5,ROYAL GARDENS,5430,31,1425,2,25,2013,Ward 10
311,6,ROYAL GARDENS,5430,31,1425,2,25,2013,Ward 10
311,7,ROYAL GARDENS,5430,31,1425,3,25,2013,Ward 10
311,8,ROYAL GARDENS,5430,31,1425,3,25,2013,Ward 10
311,9,ROYAL GARDENS,5430,31,1425,3,25,2013,Ward 10
311,10,ROYAL GARDENS,5430,31,1425,4,25,2013,Ward 10
311,11,ROYAL GARDENS,5430,31,1425,4,25,2013,Ward 10
311,12,ROYAL GARDENS,5430,31,1425,4,25,2013,Ward 10
312,1,SKYRATTLER,5460,8,1118,1,30,2013,Ward 10
312,2,SKYRATTLER,5460,8,1118,1,30,2013,Ward 10
312,3,SKYRATTLER,5460,8,1118,1,30,2013,Ward 10
312,4,SKYRATTLER,5460,8,1118,2,30,2013,Ward 10
312,5,SKYRATTLER,5460,8,1118,2,30,2013,Ward 10
312,6,SKYRATTLER,5460,8,1118,2,30,2013,Ward 10
312,7,SKYRATTLER,5460,8,1118,3,30,2013,Ward 10
312,8,SKYRATTLER,5460,8,1118,3,30,2013,Ward 10
312,9,SKYRATTLER,5460,8,1118,3,30,2013,Ward 10
312,10,SKYRATTLER,5460,8,1118,4,30,2013,Ward 10
312,11,SKYRATTLER,5460,8,1118,4,30,2013,Ward 10
312,12,SKYRATTLER,5460,8,1118,4,30,2013,Ward 10
313,1,STEINHAUER,5470,1,777,1,7,2013,Ward 10
313,2,STEINHAUER,5470,1,777,1,7,2013,Ward 10
313,3,STEINHAUER,5470,1,777,1,7,2013,Ward 10
313,4,STEINHAUER,5470,1,777,2,7,2013,Ward 10
313,5,STEINHAUER,5470,1,777,2,7,2013,Ward 10
313,6,STEINHAUER,5470,1,777,2,7,2013,Ward 10
313,7,STEINHAUER,5470,1,777,3,7,2013,Ward 10
313,8,STEINHAUER,5470,1,777,3,7,2013,Ward 10
313,9,STEINHAUER,5470,1,777,3,7,2013,Ward 10
313,10,STEINHAUER,5470,1,777,4,7,2013,Ward 10
313,11,STEINHAUER,5470,1,777,4,7,2013,Ward 10
313,12,STEINHAUER,5470,1,777,4,7,2013,Ward 10
314,1,SWEET GRASS,5490,0,1082,1,50,2013,Ward 10
314,2,SWEET GRASS,5490,0,1082,1,50,2013,Ward 10
314,3,SWEET GRASS,5490,0,1082,1,50,2013,Ward 10
314,4,SWEET GRASS,5490,0,1082,2,50,2013,Ward 10
314,5,SWEET GRASS,5490,0,1082,2,50,2013,Ward 10
314,6,SWEET GRASS,5490,0,1082,2,50,2013,Ward 10
314,7,SWEET GRASS,5490,0,1082,3,50,2013,Ward 10
314,8,SWEET GRASS,5490,0,1082,3,50,2013,Ward 10
314,9,SWEET GRASS,5490,0,1082,3,50,2013,Ward 10
314,10,SWEET GRASS,5490,0,1082,4,50,2013,Ward 10
314,11,SWEET GRASS,5490,0,1082,4,50,2013,Ward 10
314,12,SWEET GRASS,5490,0,1082,4,50,2013,Ward 10
315,1,UNIVERSITY OF ALBERTA FARM,5530,0,0,1,0,2013,Ward 10
315,2,UNIVERSITY OF ALBERTA FARM,5530,0,0,1,0,2013,Ward 10
315,3,UNIVERSITY OF ALBERTA FARM,5530,0,0,1,0,2013,Ward 10
315,4,UNIVERSITY OF ALBERTA FARM,5530,0,0,2,0,2013,Ward 10
315,5,UNIVERSITY OF ALBERTA FARM,5530,0,0,2,0,2013,Ward 10
315,6,UNIVERSITY OF ALBERTA FARM,5530,0,0,2,0,2013,Ward 10
315,7,UNIVERSITY OF ALBERTA FARM,5530,0,0,3,0,2013,Ward 10
315,8,UNIVERSITY OF ALBERTA FARM,5530,0,0,3,0,2013,Ward 10
315,9,UNIVERSITY OF ALBERTA FARM,5530,0,0,3,0,2013,Ward 10
315,10,UNIVERSITY OF ALBERTA FARM,5530,0,0,4,0,2013,Ward 10
315,11,UNIVERSITY OF ALBERTA FARM,5530,0,0,4,0,2013,Ward 10
315,12,UNIVERSITY OF ALBERTA FARM,5530,0,0,4,0,2013,Ward 10
316,1,WESTBROOK ESTATES,5540,4,479,1,12,2013,Ward 10
316,2,WESTBROOK ESTATES,5540,4,479,1,12,2013,Ward 10
316,3,WESTBROOK ESTATES,5540,4,479,1,12,2013,Ward 10
316,4,WESTBROOK ESTATES,5540,4,479,2,12,2013,Ward 10
316,5,WESTBROOK ESTATES,5540,4,479,2,12,2013,Ward 10
316,6,WESTBROOK ESTATES,5540,4,479,2,12,2013,Ward 10
316,7,WESTBROOK ESTATES,5540,4,479,3,12,2013,Ward 10
316,8,WESTBROOK ESTATES,5540,4,479,3,12,2013,Ward 10
316,9,WESTBROOK ESTATES,5540,4,479,3,12,2013,Ward 10
316,10,WESTBROOK ESTATES,5540,4,479,4,12,2013,Ward 10
316,11,WESTBROOK ESTATES,5540,4,479,4,12,2013,Ward 10
316,12,WESTBROOK ESTATES,5540,4,479,4,12,2013,Ward 10
317,1,WHITEMUD CREEK RAVINE NORTH,5550,0,0,1,0,2013,Ward 10
317,2,WHITEMUD CREEK RAVINE NORTH,5550,0,0,1,0,2013,Ward 10
317,3,WHITEMUD CREEK RAVINE NORTH,5550,0,0,1,0,2013,Ward 10
317,4,WHITEMUD CREEK RAVINE NORTH,5550,0,0,2,0,2013,Ward 10
317,5,WHITEMUD CREEK RAVINE NORTH,5550,0,0,2,0,2013,Ward 10
317,6,WHITEMUD CREEK RAVINE NORTH,5550,0,0,2,0,2013,Ward 10
317,7,WHITEMUD CREEK RAVINE NORTH,5550,0,0,3,0,2013,Ward 10
317,8,WHITEMUD CREEK RAVINE NORTH,5550,0,0,3,0,2013,Ward 10
317,9,WHITEMUD CREEK RAVINE NORTH,5550,0,0,3,0,2013,Ward 10
317,10,WHITEMUD CREEK RAVINE NORTH,5550,0,0,4,0,2013,Ward 10
317,11,WHITEMUD CREEK RAVINE NORTH,5550,0,0,4,0,2013,Ward 10
317,12,WHITEMUD CREEK RAVINE NORTH,5550,0,0,4,0,2013,Ward 10
318,1,WHITEMUD CREEK RAVINE SOUTH,5560,0,0,1,0,2013,Ward 10
318,2,WHITEMUD CREEK RAVINE SOUTH,5560,0,0,1,0,2013,Ward 10
318,3,WHITEMUD CREEK RAVINE SOUTH,5560,0,0,1,0,2013,Ward 10
318,4,WHITEMUD CREEK RAVINE SOUTH,5560,0,0,2,0,2013,Ward 10
318,5,WHITEMUD CREEK RAVINE SOUTH,5560,0,0,2,0,2013,Ward 10
318,6,WHITEMUD CREEK RAVINE SOUTH,5560,0,0,2,0,2013,Ward 10
318,7,WHITEMUD CREEK RAVINE SOUTH,5560,0,0,3,0,2013,Ward 10
318,8,WHITEMUD CREEK RAVINE SOUTH,5560,0,0,3,0,2013,Ward 10
318,9,WHITEMUD CREEK RAVINE SOUTH,5560,0,0,3,0,2013,Ward 10
318,10,WHITEMUD CREEK RAVINE SOUTH,5560,0,0,4,0,2013,Ward 10
318,11,WHITEMUD CREEK RAVINE SOUTH,5560,0,0,4,0,2013,Ward 10
318,12,WHITEMUD CREEK RAVINE SOUTH,5560,0,0,4,0,2013,Ward 10
319,1,ARGYLL,6010,15,338,1,9,2013,Ward 11
319,2,ARGYLL,6010,15,338,1,9,2013,Ward 11
319,3,ARGYLL,6010,15,338,1,9,2013,Ward 11
319,4,ARGYLL,6010,15,338,2,9,2013,Ward 11
319,5,ARGYLL,6010,15,338,2,9,2013,Ward 11
319,6,ARGYLL,6010,15,338,2,9,2013,Ward 11
319,7,ARGYLL,6010,15,338,3,9,2013,Ward 11
319,8,ARGYLL,6010,15,338,3,9,2013,Ward 11
319,9,ARGYLL,6010,15,338,3,9,2013,Ward 11
319,10,ARGYLL,6010,15,338,4,9,2013,Ward 11
319,11,ARGYLL,6010,15,338,4,9,2013,Ward 11
319,12,ARGYLL,6010,15,338,4,9,2013,Ward 11
320,1,AVONMORE,6020,33,983,1,22,2013,Ward 11
320,2,AVONMORE,6020,33,983,1,22,2013,Ward 11
320,3,AVONMORE,6020,33,983,1,22,2013,Ward 11
320,4,AVONMORE,6020,33,983,2,22,2013,Ward 11
320,5,AVONMORE,6020,33,983,2,22,2013,Ward 11
320,6,AVONMORE,6020,33,983,2,22,2013,Ward 11
320,7,AVONMORE,6020,33,983,3,22,2013,Ward 11
320,8,AVONMORE,6020,33,983,3,22,2013,Ward 11
320,9,AVONMORE,6020,33,983,3,22,2013,Ward 11
320,10,AVONMORE,6020,33,983,4,22,2013,Ward 11
320,11,AVONMORE,6020,33,983,4,22,2013,Ward 11
320,12,AVONMORE,6020,33,983,4,22,2013,Ward 11
321,1,CORONET ADDITION INDUSTRIAL,6090,0,0,1,0,2013,Ward 11
321,2,CORONET ADDITION INDUSTRIAL,6090,0,0,1,0,2013,Ward 11
321,3,CORONET ADDITION INDUSTRIAL,6090,0,0,1,0,2013,Ward 11
321,4,CORONET ADDITION INDUSTRIAL,6090,0,0,2,0,2013,Ward 11
321,5,CORONET ADDITION INDUSTRIAL,6090,0,0,2,0,2013,Ward 11
321,6,CORONET ADDITION INDUSTRIAL,6090,0,0,2,0,2013,Ward 11
321,7,CORONET ADDITION INDUSTRIAL,6090,0,0,3,0,2013,Ward 11
321,8,CORONET ADDITION INDUSTRIAL,6090,0,0,3,0,2013,Ward 11
321,9,CORONET ADDITION INDUSTRIAL,6090,0,0,3,0,2013,Ward 11
321,10,CORONET ADDITION INDUSTRIAL,6090,0,0,4,0,2013,Ward 11
321,11,CORONET ADDITION INDUSTRIAL,6090,0,0,4,0,2013,Ward 11
321,12,CORONET ADDITION INDUSTRIAL,6090,0,0,4,0,2013,Ward 11
322,1,CORONET INDUSTRIAL,6100,0,0,1,0,2013,Ward 11
322,2,CORONET INDUSTRIAL,6100,0,0,1,0,2013,Ward 11
322,3,CORONET INDUSTRIAL,6100,0,0,1,0,2013,Ward 11
322,4,CORONET INDUSTRIAL,6100,0,0,2,0,2013,Ward 11
322,5,CORONET INDUSTRIAL,6100,0,0,2,0,2013,Ward 11
322,6,CORONET INDUSTRIAL,6100,0,0,2,0,2013,Ward 11
322,7,CORONET INDUSTRIAL,6100,0,0,3,0,2013,Ward 11
322,8,CORONET INDUSTRIAL,6100,0,0,3,0,2013,Ward 11
322,9,CORONET INDUSTRIAL,6100,0,0,3,0,2013,Ward 11
322,10,CORONET INDUSTRIAL,6100,0,0,4,0,2013,Ward 11
322,11,CORONET INDUSTRIAL,6100,0,0,4,0,2013,Ward 11
322,12,CORONET INDUSTRIAL,6100,0,0,4,0,2013,Ward 11
323,1,CPR IRVINE,6110,0,0,1,0,2013,Ward 11
323,2,CPR IRVINE,6110,0,0,1,0,2013,Ward 11
323,3,CPR IRVINE,6110,0,0,1,0,2013,Ward 11
323,4,CPR IRVINE,6110,0,0,2,0,2013,Ward 11
323,5,CPR IRVINE,6110,0,0,2,0,2013,Ward 11
323,6,CPR IRVINE,6110,0,0,2,0,2013,Ward 11
323,7,CPR IRVINE,6110,0,0,3,0,2013,Ward 11
323,8,CPR IRVINE,6110,0,0,3,0,2013,Ward 11
323,9,CPR IRVINE,6110,0,0,3,0,2013,Ward 11
323,10,CPR IRVINE,6110,0,0,4,0,2013,Ward 11
323,11,CPR IRVINE,6110,0,0,4,0,2013,Ward 11
323,12,CPR IRVINE,6110,0,0,4,0,2013,Ward 11
324,1,DAVIES INDUSTRIAL EAST,6160,0,0,1,0,2013,Ward 11
324,2,DAVIES INDUSTRIAL EAST,6160,0,0,1,0,2013,Ward 11
324,3,DAVIES INDUSTRIAL EAST,6160,0,0,1,0,2013,Ward 11
324,4,DAVIES INDUSTRIAL EAST,6160,0,0,2,0,2013,Ward 11
324,5,DAVIES INDUSTRIAL EAST,6160,0,0,2,0,2013,Ward 11
324,6,DAVIES INDUSTRIAL EAST,6160,0,0,2,0,2013,Ward 11
324,7,DAVIES INDUSTRIAL EAST,6160,0,0,3,0,2013,Ward 11
324,8,DAVIES INDUSTRIAL EAST,6160,0,0,3,0,2013,Ward 11
324,9,DAVIES INDUSTRIAL EAST,6160,0,0,3,0,2013,Ward 11
324,10,DAVIES INDUSTRIAL EAST,6160,0,0,4,0,2013,Ward 11
324,11,DAVIES INDUSTRIAL EAST,6160,0,0,4,0,2013,Ward 11
324,12,DAVIES INDUSTRIAL EAST,6160,0,0,4,0,2013,Ward 11
325,1,DAVIES INDUSTRIAL WEST,6170,0,0,1,0,2013,Ward 11
325,2,DAVIES INDUSTRIAL WEST,6170,0,0,1,0,2013,Ward 11
325,3,DAVIES INDUSTRIAL WEST,6170,0,0,1,0,2013,Ward 11
325,4,DAVIES INDUSTRIAL WEST,6170,0,0,2,0,2013,Ward 11
325,5,DAVIES INDUSTRIAL WEST,6170,0,0,2,0,2013,Ward 11
325,6,DAVIES INDUSTRIAL WEST,6170,0,0,2,0,2013,Ward 11
325,7,DAVIES INDUSTRIAL WEST,6170,0,0,3,0,2013,Ward 11
325,8,DAVIES INDUSTRIAL WEST,6170,0,0,3,0,2013,Ward 11
325,9,DAVIES INDUSTRIAL WEST,6170,0,0,3,0,2013,Ward 11
325,10,DAVIES INDUSTRIAL WEST,6170,0,0,4,0,2013,Ward 11
325,11,DAVIES INDUSTRIAL WEST,6170,0,0,4,0,2013,Ward 11
325,12,DAVIES INDUSTRIAL WEST,6170,0,0,4,0,2013,Ward 11
326,1,EDMONTON RESEARCH AND DEVELOPMENT PARK,6190,0,0,1,0,2013,Ward 11
326,2,EDMONTON RESEARCH AND DEVELOPMENT PARK,6190,0,0,1,0,2013,Ward 11
326,3,EDMONTON RESEARCH AND DEVELOPMENT PARK,6190,0,0,1,0,2013,Ward 11
326,4,EDMONTON RESEARCH AND DEVELOPMENT PARK,6190,0,0,2,0,2013,Ward 11
326,5,EDMONTON RESEARCH AND DEVELOPMENT PARK,6190,0,0,2,0,2013,Ward 11
326,6,EDMONTON RESEARCH AND DEVELOPMENT PARK,6190,0,0,2,0,2013,Ward 11
326,7,EDMONTON RESEARCH AND DEVELOPMENT PARK,6190,0,0,3,0,2013,Ward 11
326,8,EDMONTON RESEARCH AND DEVELOPMENT PARK,6190,0,0,3,0,2013,Ward 11
326,9,EDMONTON RESEARCH AND DEVELOPMENT PARK,6190,0,0,3,0,2013,Ward 11
326,10,EDMONTON RESEARCH AND DEVELOPMENT PARK,6190,0,0,4,0,2013,Ward 11
326,11,EDMONTON RESEARCH AND DEVELOPMENT PARK,6190,0,0,4,0,2013,Ward 11
326,12,EDMONTON RESEARCH AND DEVELOPMENT PARK,6190,0,0,4,0,2013,Ward 11
327,1,SOUTH EDMONTON COMMON,6195,0,0,1,0,2013,Ward 11
327,2,SOUTH EDMONTON COMMON,6195,0,0,1,0,2013,Ward 11
327,3,SOUTH EDMONTON COMMON,6195,0,0,1,0,2013,Ward 11
327,4,SOUTH EDMONTON COMMON,6195,0,0,2,0,2013,Ward 11
327,5,SOUTH EDMONTON COMMON,6195,0,0,2,0,2013,Ward 11
327,6,SOUTH EDMONTON COMMON,6195,0,0,2,0,2013,Ward 11
327,7,SOUTH EDMONTON COMMON,6195,0,0,3,0,2013,Ward 11
327,8,SOUTH EDMONTON COMMON,6195,0,0,3,0,2013,Ward 11
327,9,SOUTH EDMONTON COMMON,6195,0,0,3,0,2013,Ward 11
327,10,SOUTH EDMONTON COMMON,6195,0,0,4,0,2013,Ward 11
327,11,SOUTH EDMONTON COMMON,6195,0,0,4,0,2013,Ward 11
327,12,SOUTH EDMONTON COMMON,6195,0,0,4,0,2013,Ward 11
328,1,EKOTA,6200,6,937,1,14,2013,Ward 11
328,2,EKOTA,6200,6,937,1,14,2013,Ward 11
328,3,EKOTA,6200,6,937,1,14,2013,Ward 11
328,4,EKOTA,6200,6,937,2,14,2013,Ward 11
328,5,EKOTA,6200,6,937,2,14,2013,Ward 11
328,6,EKOTA,6200,6,937,2,14,2013,Ward 11
328,7,EKOTA,6200,6,937,3,14,2013,Ward 11
328,8,EKOTA,6200,6,937,3,14,2013,Ward 11
328,9,EKOTA,6200,6,937,3,14,2013,Ward 11
328,10,EKOTA,6200,6,937,4,14,2013,Ward 11
328,11,EKOTA,6200,6,937,4,14,2013,Ward 11
328,12,EKOTA,6200,6,937,4,14,2013,Ward 11
329,1,GAINER INDUSTRIAL,6250,0,168,1,13,2013,Ward 11
329,2,GAINER INDUSTRIAL,6250,0,168,1,13,2013,Ward 11
329,3,GAINER INDUSTRIAL,6250,0,168,1,13,2013,Ward 11
329,4,GAINER INDUSTRIAL,6250,0,168,2,13,2013,Ward 11
329,5,GAINER INDUSTRIAL,6250,0,168,2,13,2013,Ward 11
329,6,GAINER INDUSTRIAL,6250,0,168,2,13,2013,Ward 11
329,7,GAINER INDUSTRIAL,6250,0,168,3,13,2013,Ward 11
329,8,GAINER INDUSTRIAL,6250,0,168,3,13,2013,Ward 11
329,9,GAINER INDUSTRIAL,6250,0,168,3,13,2013,Ward 11
329,10,GAINER INDUSTRIAL,6250,0,168,4,13,2013,Ward 11
329,11,GAINER INDUSTRIAL,6250,0,168,4,13,2013,Ward 11
329,12,GAINER INDUSTRIAL,6250,0,168,4,13,2013,Ward 11
330,1,GIRARD INDUSTRIAL,6260,0,0,1,0,2013,Ward 11
330,2,GIRARD INDUSTRIAL,6260,0,0,1,0,2013,Ward 11
330,3,GIRARD INDUSTRIAL,6260,0,0,1,0,2013,Ward 11
330,4,GIRARD INDUSTRIAL,6260,0,0,2,0,2013,Ward 11
330,5,GIRARD INDUSTRIAL,6260,0,0,2,0,2013,Ward 11
330,6,GIRARD INDUSTRIAL,6260,0,0,2,0,2013,Ward 11
330,7,GIRARD INDUSTRIAL,6260,0,0,3,0,2013,Ward 11
330,8,GIRARD INDUSTRIAL,6260,0,0,3,0,2013,Ward 11
330,9,GIRARD INDUSTRIAL,6260,0,0,3,0,2013,Ward 11
330,10,GIRARD INDUSTRIAL,6260,0,0,4,0,2013,Ward 11
330,11,GIRARD INDUSTRIAL,6260,0,0,4,0,2013,Ward 11
330,12,GIRARD INDUSTRIAL,6260,0,0,4,0,2013,Ward 11
331,1,GREENVIEW,6280,5,1075,1,8,2013,Ward 11
331,2,GREENVIEW,6280,5,1075,1,8,2013,Ward 11
331,3,GREENVIEW,6280,5,1075,1,8,2013,Ward 11
331,4,GREENVIEW,6280,5,1075,2,8,2013,Ward 11
331,5,GREENVIEW,6280,5,1075,2,8,2013,Ward 11
331,6,GREENVIEW,6280,5,1075,2,8,2013,Ward 11
331,7,GREENVIEW,6280,5,1075,3,8,2013,Ward 11
331,8,GREENVIEW,6280,5,1075,3,8,2013,Ward 11
331,9,GREENVIEW,6280,5,1075,3,8,2013,Ward 11
331,10,GREENVIEW,6280,5,1075,4,8,2013,Ward 11
331,11,GREENVIEW,6280,5,1075,4,8,2013,Ward 11
331,12,GREENVIEW,6280,5,1075,4,8,2013,Ward 11
332,1,HAZELDEAN,6290,197,1340,1,100,2013,Ward 11
332,2,HAZELDEAN,6290,197,1340,1,100,2013,Ward 11
332,3,HAZELDEAN,6290,197,1340,1,100,2013,Ward 11
332,4,HAZELDEAN,6290,197,1340,2,100,2013,Ward 11
332,5,HAZELDEAN,6290,197,1340,2,100,2013,Ward 11
332,6,HAZELDEAN,6290,197,1340,2,100,2013,Ward 11
332,7,HAZELDEAN,6290,197,1340,3,100,2013,Ward 11
332,8,HAZELDEAN,6290,197,1340,3,100,2013,Ward 11
332,9,HAZELDEAN,6290,197,1340,3,100,2013,Ward 11
332,10,HAZELDEAN,6290,197,1340,4,100,2013,Ward 11
332,11,HAZELDEAN,6290,197,1340,4,100,2013,Ward 11
332,12,HAZELDEAN,6290,197,1340,4,100,2013,Ward 11
333,1,HILLVIEW,6300,17,1362,1,32,2013,Ward 11
333,2,HILLVIEW,6300,17,1362,1,32,2013,Ward 11
333,3,HILLVIEW,6300,17,1362,1,32,2013,Ward 11
333,4,HILLVIEW,6300,17,1362,2,32,2013,Ward 11
333,5,HILLVIEW,6300,17,1362,2,32,2013,Ward 11
333,6,HILLVIEW,6300,17,1362,2,32,2013,Ward 11
333,7,HILLVIEW,6300,17,1362,3,32,2013,Ward 11
333,8,HILLVIEW,6300,17,1362,3,32,2013,Ward 11
333,9,HILLVIEW,6300,17,1362,3,32,2013,Ward 11
333,10,HILLVIEW,6300,17,1362,4,32,2013,Ward 11
333,11,HILLVIEW,6300,17,1362,4,32,2013,Ward 11
333,12,HILLVIEW,6300,17,1362,4,32,2013,Ward 11
334,1,KAMEYOSEK,6340,6,1145,1,21,2013,Ward 11
334,2,KAMEYOSEK,6340,6,1145,1,21,2013,Ward 11
334,3,KAMEYOSEK,6340,6,1145,1,21,2013,Ward 11
334,4,KAMEYOSEK,6340,6,1145,2,21,2013,Ward 11
334,5,KAMEYOSEK,6340,6,1145,2,21,2013,Ward 11
334,6,KAMEYOSEK,6340,6,1145,2,21,2013,Ward 11
334,7,KAMEYOSEK,6340,6,1145,3,21,2013,Ward 11
334,8,KAMEYOSEK,6340,6,1145,3,21,2013,Ward 11
334,9,KAMEYOSEK,6340,6,1145,3,21,2013,Ward 11
334,10,KAMEYOSEK,6340,6,1145,4,21,2013,Ward 11
334,11,KAMEYOSEK,6340,6,1145,4,21,2013,Ward 11
334,12,KAMEYOSEK,6340,6,1145,4,21,2013,Ward 11
335,1,KING EDWARD PARK,6360,268,2068,1,101,2013,Ward 11
335,2,KING EDWARD PARK,6360,268,2068,1,101,2013,Ward 11
335,3,KING EDWARD PARK,6360,268,2068,1,101,2013,Ward 11
335,4,KING EDWARD PARK,6360,268,2068,2,101,2013,Ward 11
335,5,KING EDWARD PARK,6360,268,2068,2,101,2013,Ward 11
335,6,KING EDWARD PARK,6360,268,2068,2,101,2013,Ward 11
335,7,KING EDWARD PARK,6360,268,2068,3,101,2013,Ward 11
335,8,KING EDWARD PARK,6360,268,2068,3,101,2013,Ward 11
335,9,KING EDWARD PARK,6360,268,2068,3,101,2013,Ward 11
335,10,KING EDWARD PARK,6360,268,2068,4,101,2013,Ward 11
335,11,KING EDWARD PARK,6360,268,2068,4,101,2013,Ward 11
335,12,KING EDWARD PARK,6360,268,2068,4,101,2013,Ward 11
336,1,LEE RIDGE,6400,10,1030,1,38,2013,Ward 11
336,2,LEE RIDGE,6400,10,1030,1,38,2013,Ward 11
336,3,LEE RIDGE,6400,10,1030,1,38,2013,Ward 11
336,4,LEE RIDGE,6400,10,1030,2,38,2013,Ward 11
336,5,LEE RIDGE,6400,10,1030,2,38,2013,Ward 11
336,6,LEE RIDGE,6400,10,1030,2,38,2013,Ward 11
