,Month,Neighbourhood Name,Neighbourhood Number,No Longer In Use,Occupied,Quarter,Unoccupied,Year,﻿Ward
336,7,LEE RIDGE,6400,10,1030,3,38,2013,Ward 11
336,8,LEE RIDGE,6400,10,1030,3,38,2013,Ward 11
336,9,LEE RIDGE,6400,10,1030,3,38,2013,Ward 11
336,10,LEE RIDGE,6400,10,1030,4,38,2013,Ward 11
336,11,LEE RIDGE,6400,10,1030,4,38,2013,Ward 11
336,12,LEE RIDGE,6400,10,1030,4,38,2013,Ward 11
337,1,MAPLE RIDGE,6410,11,827,1,35,2013,Ward 11
337,2,MAPLE RIDGE,6410,11,827,1,35,2013,Ward 11
337,3,MAPLE RIDGE,6410,11,827,1,35,2013,Ward 11
337,4,MAPLE RIDGE,6410,11,827,2,35,2013,Ward 11
337,5,MAPLE RIDGE,6410,11,827,2,35,2013,Ward 11
337,6,MAPLE RIDGE,6410,11,827,2,35,2013,Ward 11
337,7,MAPLE RIDGE,6410,11,827,3,35,2013,Ward 11
337,8,MAPLE RIDGE,6410,11,827,3,35,2013,Ward 11
337,9,MAPLE RIDGE,6410,11,827,3,35,2013,Ward 11
337,10,MAPLE RIDGE,6410,11,827,4,35,2013,Ward 11
337,11,MAPLE RIDGE,6410,11,827,4,35,2013,Ward 11
337,12,MAPLE RIDGE,6410,11,827,4,35,2013,Ward 11
338,1,MAPLE RIDGE INDUSTRIAL,6420,2,18,1,2,2013,Ward 11
338,2,MAPLE RIDGE INDUSTRIAL,6420,2,18,1,2,2013,Ward 11
338,3,MAPLE RIDGE INDUSTRIAL,6420,2,18,1,2,2013,Ward 11
338,4,MAPLE RIDGE INDUSTRIAL,6420,2,18,2,2,2013,Ward 11
338,5,MAPLE RIDGE INDUSTRIAL,6420,2,18,2,2,2013,Ward 11
338,6,MAPLE RIDGE INDUSTRIAL,6420,2,18,2,2,2013,Ward 11
338,7,MAPLE RIDGE INDUSTRIAL,6420,2,18,3,2,2013,Ward 11
338,8,MAPLE RIDGE INDUSTRIAL,6420,2,18,3,2,2013,Ward 11
338,9,MAPLE RIDGE INDUSTRIAL,6420,2,18,3,2,2013,Ward 11
338,10,MAPLE RIDGE INDUSTRIAL,6420,2,18,4,2,2013,Ward 11
338,11,MAPLE RIDGE INDUSTRIAL,6420,2,18,4,2,2013,Ward 11
338,12,MAPLE RIDGE INDUSTRIAL,6420,2,18,4,2,2013,Ward 11
339,1,MCINTYRE INDUSTRIAL,6430,0,0,1,0,2013,Ward 11
339,2,MCINTYRE INDUSTRIAL,6430,0,0,1,0,2013,Ward 11
339,3,MCINTYRE INDUSTRIAL,6430,0,0,1,0,2013,Ward 11
339,4,MCINTYRE INDUSTRIAL,6430,0,0,2,0,2013,Ward 11
339,5,MCINTYRE INDUSTRIAL,6430,0,0,2,0,2013,Ward 11
339,6,MCINTYRE INDUSTRIAL,6430,0,0,2,0,2013,Ward 11
339,7,MCINTYRE INDUSTRIAL,6430,0,0,3,0,2013,Ward 11
339,8,MCINTYRE INDUSTRIAL,6430,0,0,3,0,2013,Ward 11
339,9,MCINTYRE INDUSTRIAL,6430,0,0,3,0,2013,Ward 11
339,10,MCINTYRE INDUSTRIAL,6430,0,0,4,0,2013,Ward 11
339,11,MCINTYRE INDUSTRIAL,6430,0,0,4,0,2013,Ward 11
339,12,MCINTYRE INDUSTRIAL,6430,0,0,4,0,2013,Ward 11
340,1,MENISA,6450,4,906,1,20,2013,Ward 11
340,2,MENISA,6450,4,906,1,20,2013,Ward 11
340,3,MENISA,6450,4,906,1,20,2013,Ward 11
340,4,MENISA,6450,4,906,2,20,2013,Ward 11
340,5,MENISA,6450,4,906,2,20,2013,Ward 11
340,6,MENISA,6450,4,906,2,20,2013,Ward 11
340,7,MENISA,6450,4,906,3,20,2013,Ward 11
340,8,MENISA,6450,4,906,3,20,2013,Ward 11
340,9,MENISA,6450,4,906,3,20,2013,Ward 11
340,10,MENISA,6450,4,906,4,20,2013,Ward 11
340,11,MENISA,6450,4,906,4,20,2013,Ward 11
340,12,MENISA,6450,4,906,4,20,2013,Ward 11
341,1,MEYOKUMIN,6460,4,1023,1,30,2013,Ward 11
341,2,MEYOKUMIN,6460,4,1023,1,30,2013,Ward 11
341,3,MEYOKUMIN,6460,4,1023,1,30,2013,Ward 11
341,4,MEYOKUMIN,6460,4,1023,2,30,2013,Ward 11
341,5,MEYOKUMIN,6460,4,1023,2,30,2013,Ward 11
341,6,MEYOKUMIN,6460,4,1023,2,30,2013,Ward 11
341,7,MEYOKUMIN,6460,4,1023,3,30,2013,Ward 11
341,8,MEYOKUMIN,6460,4,1023,3,30,2013,Ward 11
341,9,MEYOKUMIN,6460,4,1023,3,30,2013,Ward 11
341,10,MEYOKUMIN,6460,4,1023,4,30,2013,Ward 11
341,11,MEYOKUMIN,6460,4,1023,4,30,2013,Ward 11
341,12,MEYOKUMIN,6460,4,1023,4,30,2013,Ward 11
342,1,MEYONOHK,6470,8,1100,1,36,2013,Ward 11
342,2,MEYONOHK,6470,8,1100,1,36,2013,Ward 11
342,3,MEYONOHK,6470,8,1100,1,36,2013,Ward 11
342,4,MEYONOHK,6470,8,1100,2,36,2013,Ward 11
342,5,MEYONOHK,6470,8,1100,2,36,2013,Ward 11
342,6,MEYONOHK,6470,8,1100,2,36,2013,Ward 11
342,7,MEYONOHK,6470,8,1100,3,36,2013,Ward 11
342,8,MEYONOHK,6470,8,1100,3,36,2013,Ward 11
342,9,MEYONOHK,6470,8,1100,3,36,2013,Ward 11
342,10,MEYONOHK,6470,8,1100,4,36,2013,Ward 11
342,11,MEYONOHK,6470,8,1100,4,36,2013,Ward 11
342,12,MEYONOHK,6470,8,1100,4,36,2013,Ward 11
343,1,MICHAELS PARK,6480,18,813,1,28,2013,Ward 11
343,2,MICHAELS PARK,6480,18,813,1,28,2013,Ward 11
343,3,MICHAELS PARK,6480,18,813,1,28,2013,Ward 11
343,4,MICHAELS PARK,6480,18,813,2,28,2013,Ward 11
343,5,MICHAELS PARK,6480,18,813,2,28,2013,Ward 11
343,6,MICHAELS PARK,6480,18,813,2,28,2013,Ward 11
343,7,MICHAELS PARK,6480,18,813,3,28,2013,Ward 11
343,8,MICHAELS PARK,6480,18,813,3,28,2013,Ward 11
343,9,MICHAELS PARK,6480,18,813,3,28,2013,Ward 11
343,10,MICHAELS PARK,6480,18,813,4,28,2013,Ward 11
343,11,MICHAELS PARK,6480,18,813,4,28,2013,Ward 11
343,12,MICHAELS PARK,6480,18,813,4,28,2013,Ward 11
344,1,MILL CREEK RAVINE SOUTH,6492,0,0,1,0,2013,Ward 11
344,2,MILL CREEK RAVINE SOUTH,6492,0,0,1,0,2013,Ward 11
344,3,MILL CREEK RAVINE SOUTH,6492,0,0,1,0,2013,Ward 11
344,4,MILL CREEK RAVINE SOUTH,6492,0,0,2,0,2013,Ward 11
344,5,MILL CREEK RAVINE SOUTH,6492,0,0,2,0,2013,Ward 11
344,6,MILL CREEK RAVINE SOUTH,6492,0,0,2,0,2013,Ward 11
344,7,MILL CREEK RAVINE SOUTH,6492,0,0,3,0,2013,Ward 11
344,8,MILL CREEK RAVINE SOUTH,6492,0,0,3,0,2013,Ward 11
344,9,MILL CREEK RAVINE SOUTH,6492,0,0,3,0,2013,Ward 11
344,10,MILL CREEK RAVINE SOUTH,6492,0,0,4,0,2013,Ward 11
344,11,MILL CREEK RAVINE SOUTH,6492,0,0,4,0,2013,Ward 11
344,12,MILL CREEK RAVINE SOUTH,6492,0,0,4,0,2013,Ward 11
345,1,MILL WOODS GOLF COURSE,6500,0,0,1,0,2013,Ward 11
345,2,MILL WOODS GOLF COURSE,6500,0,0,1,0,2013,Ward 11
345,3,MILL WOODS GOLF COURSE,6500,0,0,1,0,2013,Ward 11
345,4,MILL WOODS GOLF COURSE,6500,0,0,2,0,2013,Ward 11
345,5,MILL WOODS GOLF COURSE,6500,0,0,2,0,2013,Ward 11
345,6,MILL WOODS GOLF COURSE,6500,0,0,2,0,2013,Ward 11
345,7,MILL WOODS GOLF COURSE,6500,0,0,3,0,2013,Ward 11
345,8,MILL WOODS GOLF COURSE,6500,0,0,3,0,2013,Ward 11
345,9,MILL WOODS GOLF COURSE,6500,0,0,3,0,2013,Ward 11
345,10,MILL WOODS GOLF COURSE,6500,0,0,4,0,2013,Ward 11
345,11,MILL WOODS GOLF COURSE,6500,0,0,4,0,2013,Ward 11
345,12,MILL WOODS GOLF COURSE,6500,0,0,4,0,2013,Ward 11
346,1,MILL WOODS PARK,6510,0,0,1,0,2013,Ward 11
346,2,MILL WOODS PARK,6510,0,0,1,0,2013,Ward 11
346,3,MILL WOODS PARK,6510,0,0,1,0,2013,Ward 11
346,4,MILL WOODS PARK,6510,0,0,2,0,2013,Ward 11
346,5,MILL WOODS PARK,6510,0,0,2,0,2013,Ward 11
346,6,MILL WOODS PARK,6510,0,0,2,0,2013,Ward 11
346,7,MILL WOODS PARK,6510,0,0,3,0,2013,Ward 11
346,8,MILL WOODS PARK,6510,0,0,3,0,2013,Ward 11
346,9,MILL WOODS PARK,6510,0,0,3,0,2013,Ward 11
346,10,MILL WOODS PARK,6510,0,0,4,0,2013,Ward 11
346,11,MILL WOODS PARK,6510,0,0,4,0,2013,Ward 11
346,12,MILL WOODS PARK,6510,0,0,4,0,2013,Ward 11
347,1,MILL WOODS TOWN CENTRE,6520,136,648,1,29,2013,Ward 11
347,2,MILL WOODS TOWN CENTRE,6520,136,648,1,29,2013,Ward 11
347,3,MILL WOODS TOWN CENTRE,6520,136,648,1,29,2013,Ward 11
347,4,MILL WOODS TOWN CENTRE,6520,136,648,2,29,2013,Ward 11
347,5,MILL WOODS TOWN CENTRE,6520,136,648,2,29,2013,Ward 11
347,6,MILL WOODS TOWN CENTRE,6520,136,648,2,29,2013,Ward 11
347,7,MILL WOODS TOWN CENTRE,6520,136,648,3,29,2013,Ward 11
347,8,MILL WOODS TOWN CENTRE,6520,136,648,3,29,2013,Ward 11
347,9,MILL WOODS TOWN CENTRE,6520,136,648,3,29,2013,Ward 11
347,10,MILL WOODS TOWN CENTRE,6520,136,648,4,29,2013,Ward 11
347,11,MILL WOODS TOWN CENTRE,6520,136,648,4,29,2013,Ward 11
347,12,MILL WOODS TOWN CENTRE,6520,136,648,4,29,2013,Ward 11
348,1,MORRIS INDUSTRIAL,6540,0,0,1,0,2013,Ward 11
348,2,MORRIS INDUSTRIAL,6540,0,0,1,0,2013,Ward 11
348,3,MORRIS INDUSTRIAL,6540,0,0,1,0,2013,Ward 11
348,4,MORRIS INDUSTRIAL,6540,0,0,2,0,2013,Ward 11
348,5,MORRIS INDUSTRIAL,6540,0,0,2,0,2013,Ward 11
348,6,MORRIS INDUSTRIAL,6540,0,0,2,0,2013,Ward 11
348,7,MORRIS INDUSTRIAL,6540,0,0,3,0,2013,Ward 11
348,8,MORRIS INDUSTRIAL,6540,0,0,3,0,2013,Ward 11
348,9,MORRIS INDUSTRIAL,6540,0,0,3,0,2013,Ward 11
348,10,MORRIS INDUSTRIAL,6540,0,0,4,0,2013,Ward 11
348,11,MORRIS INDUSTRIAL,6540,0,0,4,0,2013,Ward 11
348,12,MORRIS INDUSTRIAL,6540,0,0,4,0,2013,Ward 11
349,1,PAPASCHASE INDUSTRIAL,6560,0,0,1,0,2013,Ward 11
349,2,PAPASCHASE INDUSTRIAL,6560,0,0,1,0,2013,Ward 11
349,3,PAPASCHASE INDUSTRIAL,6560,0,0,1,0,2013,Ward 11
349,4,PAPASCHASE INDUSTRIAL,6560,0,0,2,0,2013,Ward 11
349,5,PAPASCHASE INDUSTRIAL,6560,0,0,2,0,2013,Ward 11
349,6,PAPASCHASE INDUSTRIAL,6560,0,0,2,0,2013,Ward 11
349,7,PAPASCHASE INDUSTRIAL,6560,0,0,3,0,2013,Ward 11
349,8,PAPASCHASE INDUSTRIAL,6560,0,0,3,0,2013,Ward 11
349,9,PAPASCHASE INDUSTRIAL,6560,0,0,3,0,2013,Ward 11
349,10,PAPASCHASE INDUSTRIAL,6560,0,0,4,0,2013,Ward 11
349,11,PAPASCHASE INDUSTRIAL,6560,0,0,4,0,2013,Ward 11
349,12,PAPASCHASE INDUSTRIAL,6560,0,0,4,0,2013,Ward 11
350,1,PARSONS INDUSTRIAL,6570,0,0,1,0,2013,Ward 11
350,2,PARSONS INDUSTRIAL,6570,0,0,1,0,2013,Ward 11
350,3,PARSONS INDUSTRIAL,6570,0,0,1,0,2013,Ward 11
350,4,PARSONS INDUSTRIAL,6570,0,0,2,0,2013,Ward 11
350,5,PARSONS INDUSTRIAL,6570,0,0,2,0,2013,Ward 11
350,6,PARSONS INDUSTRIAL,6570,0,0,2,0,2013,Ward 11
350,7,PARSONS INDUSTRIAL,6570,0,0,3,0,2013,Ward 11
350,8,PARSONS INDUSTRIAL,6570,0,0,3,0,2013,Ward 11
350,9,PARSONS INDUSTRIAL,6570,0,0,3,0,2013,Ward 11
350,10,PARSONS INDUSTRIAL,6570,0,0,4,0,2013,Ward 11
350,11,PARSONS INDUSTRIAL,6570,0,0,4,0,2013,Ward 11
350,12,PARSONS INDUSTRIAL,6570,0,0,4,0,2013,Ward 11
351,1,PYLYPOW INDUSTRIAL,6590,0,0,1,0,2013,Ward 11
351,2,PYLYPOW INDUSTRIAL,6590,0,0,1,0,2013,Ward 11
351,3,PYLYPOW INDUSTRIAL,6590,0,0,1,0,2013,Ward 11
351,4,PYLYPOW INDUSTRIAL,6590,0,0,2,0,2013,Ward 11
351,5,PYLYPOW INDUSTRIAL,6590,0,0,2,0,2013,Ward 11
351,6,PYLYPOW INDUSTRIAL,6590,0,0,2,0,2013,Ward 11
351,7,PYLYPOW INDUSTRIAL,6590,0,0,3,0,2013,Ward 11
351,8,PYLYPOW INDUSTRIAL,6590,0,0,3,0,2013,Ward 11
351,9,PYLYPOW INDUSTRIAL,6590,0,0,3,0,2013,Ward 11
351,10,PYLYPOW INDUSTRIAL,6590,0,0,4,0,2013,Ward 11
351,11,PYLYPOW INDUSTRIAL,6590,0,0,4,0,2013,Ward 11
351,12,PYLYPOW INDUSTRIAL,6590,0,0,4,0,2013,Ward 11
352,1,RICHFIELD,6600,13,1155,1,33,2013,Ward 11
352,2,RICHFIELD,6600,13,1155,1,33,2013,Ward 11
352,3,RICHFIELD,6600,13,1155,1,33,2013,Ward 11
352,4,RICHFIELD,6600,13,1155,2,33,2013,Ward 11
352,5,RICHFIELD,6600,13,1155,2,33,2013,Ward 11
352,6,RICHFIELD,6600,13,1155,2,33,2013,Ward 11
352,7,RICHFIELD,6600,13,1155,3,33,2013,Ward 11
352,8,RICHFIELD,6600,13,1155,3,33,2013,Ward 11
352,9,RICHFIELD,6600,13,1155,3,33,2013,Ward 11
352,10,RICHFIELD,6600,13,1155,4,33,2013,Ward 11
352,11,RICHFIELD,6600,13,1155,4,33,2013,Ward 11
352,12,RICHFIELD,6600,13,1155,4,33,2013,Ward 11
353,1,RITCHIE,6610,210,2170,1,180,2013,Ward 11
353,2,RITCHIE,6610,210,2170,1,180,2013,Ward 11
353,3,RITCHIE,6610,210,2170,1,180,2013,Ward 11
353,4,RITCHIE,6610,210,2170,2,180,2013,Ward 11
353,5,RITCHIE,6610,210,2170,2,180,2013,Ward 11
353,6,RITCHIE,6610,210,2170,2,180,2013,Ward 11
353,7,RITCHIE,6610,210,2170,3,180,2013,Ward 11
353,8,RITCHIE,6610,210,2170,3,180,2013,Ward 11
353,9,RITCHIE,6610,210,2170,3,180,2013,Ward 11
353,10,RITCHIE,6610,210,2170,4,180,2013,Ward 11
353,11,RITCHIE,6610,210,2170,4,180,2013,Ward 11
353,12,RITCHIE,6610,210,2170,4,180,2013,Ward 11
354,1,ROPER INDUSTRIAL,6640,0,0,1,0,2013,Ward 11
354,2,ROPER INDUSTRIAL,6640,0,0,1,0,2013,Ward 11
354,3,ROPER INDUSTRIAL,6640,0,0,1,0,2013,Ward 11
354,4,ROPER INDUSTRIAL,6640,0,0,2,0,2013,Ward 11
354,5,ROPER INDUSTRIAL,6640,0,0,2,0,2013,Ward 11
354,6,ROPER INDUSTRIAL,6640,0,0,2,0,2013,Ward 11
354,7,ROPER INDUSTRIAL,6640,0,0,3,0,2013,Ward 11
354,8,ROPER INDUSTRIAL,6640,0,0,3,0,2013,Ward 11
354,9,ROPER INDUSTRIAL,6640,0,0,3,0,2013,Ward 11
354,10,ROPER INDUSTRIAL,6640,0,0,4,0,2013,Ward 11
354,11,ROPER INDUSTRIAL,6640,0,0,4,0,2013,Ward 11
354,12,ROPER INDUSTRIAL,6640,0,0,4,0,2013,Ward 11
355,1,ROSEDALE INDUSTRIAL,6650,0,0,1,0,2013,Ward 11
355,2,ROSEDALE INDUSTRIAL,6650,0,0,1,0,2013,Ward 11
355,3,ROSEDALE INDUSTRIAL,6650,0,0,1,0,2013,Ward 11
355,4,ROSEDALE INDUSTRIAL,6650,0,0,2,0,2013,Ward 11
355,5,ROSEDALE INDUSTRIAL,6650,0,0,2,0,2013,Ward 11
355,6,ROSEDALE INDUSTRIAL,6650,0,0,2,0,2013,Ward 11
355,7,ROSEDALE INDUSTRIAL,6650,0,0,3,0,2013,Ward 11
355,8,ROSEDALE INDUSTRIAL,6650,0,0,3,0,2013,Ward 11
355,9,ROSEDALE INDUSTRIAL,6650,0,0,3,0,2013,Ward 11
355,10,ROSEDALE INDUSTRIAL,6650,0,0,4,0,2013,Ward 11
355,11,ROSEDALE INDUSTRIAL,6650,0,0,4,0,2013,Ward 11
355,12,ROSEDALE INDUSTRIAL,6650,0,0,4,0,2013,Ward 11
356,1,SAKAW,6670,6,1362,1,41,2013,Ward 11
356,2,SAKAW,6670,6,1362,1,41,2013,Ward 11
356,3,SAKAW,6670,6,1362,1,41,2013,Ward 11
356,4,SAKAW,6670,6,1362,2,41,2013,Ward 11
356,5,SAKAW,6670,6,1362,2,41,2013,Ward 11
356,6,SAKAW,6670,6,1362,2,41,2013,Ward 11
356,7,SAKAW,6670,6,1362,3,41,2013,Ward 11
356,8,SAKAW,6670,6,1362,3,41,2013,Ward 11
356,9,SAKAW,6670,6,1362,3,41,2013,Ward 11
356,10,SAKAW,6670,6,1362,4,41,2013,Ward 11
356,11,SAKAW,6670,6,1362,4,41,2013,Ward 11
356,12,SAKAW,6670,6,1362,4,41,2013,Ward 11
357,1,SATOO,6680,7,1231,1,34,2013,Ward 11
357,2,SATOO,6680,7,1231,1,34,2013,Ward 11
357,3,SATOO,6680,7,1231,1,34,2013,Ward 11
357,4,SATOO,6680,7,1231,2,34,2013,Ward 11
357,5,SATOO,6680,7,1231,2,34,2013,Ward 11
357,6,SATOO,6680,7,1231,2,34,2013,Ward 11
357,7,SATOO,6680,7,1231,3,34,2013,Ward 11
357,8,SATOO,6680,7,1231,3,34,2013,Ward 11
357,9,SATOO,6680,7,1231,3,34,2013,Ward 11
357,10,SATOO,6680,7,1231,4,34,2013,Ward 11
357,11,SATOO,6680,7,1231,4,34,2013,Ward 11
357,12,SATOO,6680,7,1231,4,34,2013,Ward 11
358,1,SOUTHEAST INDUSTRIAL,6690,0,0,1,0,2013,Ward 11
358,2,SOUTHEAST INDUSTRIAL,6690,0,0,1,0,2013,Ward 11
358,3,SOUTHEAST INDUSTRIAL,6690,0,0,1,0,2013,Ward 11
358,4,SOUTHEAST INDUSTRIAL,6690,0,0,2,0,2013,Ward 11
358,5,SOUTHEAST INDUSTRIAL,6690,0,0,2,0,2013,Ward 11
358,6,SOUTHEAST INDUSTRIAL,6690,0,0,2,0,2013,Ward 11
358,7,SOUTHEAST INDUSTRIAL,6690,0,0,3,0,2013,Ward 11
358,8,SOUTHEAST INDUSTRIAL,6690,0,0,3,0,2013,Ward 11
358,9,SOUTHEAST INDUSTRIAL,6690,0,0,3,0,2013,Ward 11
358,10,SOUTHEAST INDUSTRIAL,6690,0,0,4,0,2013,Ward 11
358,11,SOUTHEAST INDUSTRIAL,6690,0,0,4,0,2013,Ward 11
358,12,SOUTHEAST INDUSTRIAL,6690,0,0,4,0,2013,Ward 11
359,1,STRATHCONA INDUSTRIAL PARK,6700,0,0,1,0,2013,Ward 11
359,2,STRATHCONA INDUSTRIAL PARK,6700,0,0,1,0,2013,Ward 11
359,3,STRATHCONA INDUSTRIAL PARK,6700,0,0,1,0,2013,Ward 11
359,4,STRATHCONA INDUSTRIAL PARK,6700,0,0,2,0,2013,Ward 11
359,5,STRATHCONA INDUSTRIAL PARK,6700,0,0,2,0,2013,Ward 11
359,6,STRATHCONA INDUSTRIAL PARK,6700,0,0,2,0,2013,Ward 11
359,7,STRATHCONA INDUSTRIAL PARK,6700,0,0,3,0,2013,Ward 11
359,8,STRATHCONA INDUSTRIAL PARK,6700,0,0,3,0,2013,Ward 11
359,9,STRATHCONA INDUSTRIAL PARK,6700,0,0,3,0,2013,Ward 11
359,10,STRATHCONA INDUSTRIAL PARK,6700,0,0,4,0,2013,Ward 11
359,11,STRATHCONA INDUSTRIAL PARK,6700,0,0,4,0,2013,Ward 11
359,12,STRATHCONA INDUSTRIAL PARK,6700,0,0,4,0,2013,Ward 11
360,1,TAWA,6720,16,977,1,72,2013,Ward 11
360,2,TAWA,6720,16,977,1,72,2013,Ward 11
360,3,TAWA,6720,16,977,1,72,2013,Ward 11
360,4,TAWA,6720,16,977,2,72,2013,Ward 11
360,5,TAWA,6720,16,977,2,72,2013,Ward 11
360,6,TAWA,6720,16,977,2,72,2013,Ward 11
360,7,TAWA,6720,16,977,3,72,2013,Ward 11
360,8,TAWA,6720,16,977,3,72,2013,Ward 11
360,9,TAWA,6720,16,977,3,72,2013,Ward 11
360,10,TAWA,6720,16,977,4,72,2013,Ward 11
360,11,TAWA,6720,16,977,4,72,2013,Ward 11
360,12,TAWA,6720,16,977,4,72,2013,Ward 11
361,1,TIPASKAN,6750,16,1073,1,25,2013,Ward 11
361,2,TIPASKAN,6750,16,1073,1,25,2013,Ward 11
361,3,TIPASKAN,6750,16,1073,1,25,2013,Ward 11
361,4,TIPASKAN,6750,16,1073,2,25,2013,Ward 11
361,5,TIPASKAN,6750,16,1073,2,25,2013,Ward 11
361,6,TIPASKAN,6750,16,1073,2,25,2013,Ward 11
361,7,TIPASKAN,6750,16,1073,3,25,2013,Ward 11
361,8,TIPASKAN,6750,16,1073,3,25,2013,Ward 11
361,9,TIPASKAN,6750,16,1073,3,25,2013,Ward 11
361,10,TIPASKAN,6750,16,1073,4,25,2013,Ward 11
361,11,TIPASKAN,6750,16,1073,4,25,2013,Ward 11
361,12,TIPASKAN,6750,16,1073,4,25,2013,Ward 11
362,1,TWEDDLE PLACE,6760,1,1121,1,25,2013,Ward 11
362,2,TWEDDLE PLACE,6760,1,1121,1,25,2013,Ward 11
362,3,TWEDDLE PLACE,6760,1,1121,1,25,2013,Ward 11
362,4,TWEDDLE PLACE,6760,1,1121,2,25,2013,Ward 11
362,5,TWEDDLE PLACE,6760,1,1121,2,25,2013,Ward 11
362,6,TWEDDLE PLACE,6760,1,1121,2,25,2013,Ward 11
362,7,TWEDDLE PLACE,6760,1,1121,3,25,2013,Ward 11
362,8,TWEDDLE PLACE,6760,1,1121,3,25,2013,Ward 11
362,9,TWEDDLE PLACE,6760,1,1121,3,25,2013,Ward 11
362,10,TWEDDLE PLACE,6760,1,1121,4,25,2013,Ward 11
362,11,TWEDDLE PLACE,6760,1,1121,4,25,2013,Ward 11
362,12,TWEDDLE PLACE,6760,1,1121,4,25,2013,Ward 11
363,1,WEIR INDUSTRIAL,6780,0,43,1,26,2013,Ward 11
363,2,WEIR INDUSTRIAL,6780,0,43,1,26,2013,Ward 11
363,3,WEIR INDUSTRIAL,6780,0,43,1,26,2013,Ward 11
363,4,WEIR INDUSTRIAL,6780,0,43,2,26,2013,Ward 11
363,5,WEIR INDUSTRIAL,6780,0,43,2,26,2013,Ward 11
363,6,WEIR INDUSTRIAL,6780,0,43,2,26,2013,Ward 11
363,7,WEIR INDUSTRIAL,6780,0,43,3,26,2013,Ward 11
363,8,WEIR INDUSTRIAL,6780,0,43,3,26,2013,Ward 11
363,9,WEIR INDUSTRIAL,6780,0,43,3,26,2013,Ward 11
363,10,WEIR INDUSTRIAL,6780,0,43,4,26,2013,Ward 11
363,11,WEIR INDUSTRIAL,6780,0,43,4,26,2013,Ward 11
363,12,WEIR INDUSTRIAL,6780,0,43,4,26,2013,Ward 11
364,1,BISSET,6030,4,1396,1,15,2013,Ward 12
364,2,BISSET,6030,4,1396,1,15,2013,Ward 12
364,3,BISSET,6030,4,1396,1,15,2013,Ward 12
364,4,BISSET,6030,4,1396,2,15,2013,Ward 12
364,5,BISSET,6030,4,1396,2,15,2013,Ward 12
364,6,BISSET,6030,4,1396,2,15,2013,Ward 12
364,7,BISSET,6030,4,1396,3,15,2013,Ward 12
364,8,BISSET,6030,4,1396,3,15,2013,Ward 12
364,9,BISSET,6030,4,1396,3,15,2013,Ward 12
364,10,BISSET,6030,4,1396,4,15,2013,Ward 12
364,11,BISSET,6030,4,1396,4,15,2013,Ward 12
364,12,BISSET,6030,4,1396,4,15,2013,Ward 12
365,1,CRAWFORD PLAINS,6140,6,1478,1,5,2013,Ward 12
365,2,CRAWFORD PLAINS,6140,6,1478,1,5,2013,Ward 12
365,3,CRAWFORD PLAINS,6140,6,1478,1,5,2013,Ward 12
365,4,CRAWFORD PLAINS,6140,6,1478,2,5,2013,Ward 12
365,5,CRAWFORD PLAINS,6140,6,1478,2,5,2013,Ward 12
365,6,CRAWFORD PLAINS,6140,6,1478,2,5,2013,Ward 12
365,7,CRAWFORD PLAINS,6140,6,1478,3,5,2013,Ward 12
365,8,CRAWFORD PLAINS,6140,6,1478,3,5,2013,Ward 12
365,9,CRAWFORD PLAINS,6140,6,1478,3,5,2013,Ward 12
365,10,CRAWFORD PLAINS,6140,6,1478,4,5,2013,Ward 12
365,11,CRAWFORD PLAINS,6140,6,1478,4,5,2013,Ward 12
365,12,CRAWFORD PLAINS,6140,6,1478,4,5,2013,Ward 12
366,1,DALY GROVE,6150,5,1225,1,27,2013,Ward 12
366,2,DALY GROVE,6150,5,1225,1,27,2013,Ward 12
366,3,DALY GROVE,6150,5,1225,1,27,2013,Ward 12
366,4,DALY GROVE,6150,5,1225,2,27,2013,Ward 12
366,5,DALY GROVE,6150,5,1225,2,27,2013,Ward 12
366,6,DALY GROVE,6150,5,1225,2,27,2013,Ward 12
366,7,DALY GROVE,6150,5,1225,3,27,2013,Ward 12
366,8,DALY GROVE,6150,5,1225,3,27,2013,Ward 12
366,9,DALY GROVE,6150,5,1225,3,27,2013,Ward 12
366,10,DALY GROVE,6150,5,1225,4,27,2013,Ward 12
366,11,DALY GROVE,6150,5,1225,4,27,2013,Ward 12
366,12,DALY GROVE,6150,5,1225,4,27,2013,Ward 12
367,1,ELLERSLIE,6211,13,2064,1,9,2013,Ward 12
367,2,ELLERSLIE,6211,13,2064,1,9,2013,Ward 12
367,3,ELLERSLIE,6211,13,2064,1,9,2013,Ward 12
367,4,ELLERSLIE,6211,13,2064,2,9,2013,Ward 12
367,5,ELLERSLIE,6211,13,2064,2,9,2013,Ward 12
367,6,ELLERSLIE,6211,13,2064,2,9,2013,Ward 12
367,7,ELLERSLIE,6211,13,2064,3,9,2013,Ward 12
367,8,ELLERSLIE,6211,13,2064,3,9,2013,Ward 12
367,9,ELLERSLIE,6211,13,2064,3,9,2013,Ward 12
367,10,ELLERSLIE,6211,13,2064,4,9,2013,Ward 12
367,11,ELLERSLIE,6211,13,2064,4,9,2013,Ward 12
367,12,ELLERSLIE,6211,13,2064,4,9,2013,Ward 12
368,1,SUMMERSIDE,6213,22,3829,1,122,2013,Ward 12
368,2,SUMMERSIDE,6213,22,3829,1,122,2013,Ward 12
368,3,SUMMERSIDE,6213,22,3829,1,122,2013,Ward 12
368,4,SUMMERSIDE,6213,22,3829,2,122,2013,Ward 12
