,Common Law,Married,Month,Neighbourhood Name,Neighbourhood Number,Never Married,No Response(Marital),Quarter,Separated/Divorced,Ward,Widowed,Year
97,0,0,3,RAMPART INDUSTRIAL,3360,0,0,1,0,WARD 2,0,2016
97,0,0,4,RAMPART INDUSTRIAL,3360,0,0,2,0,WARD 2,0,2016
97,0,0,5,RAMPART INDUSTRIAL,3360,0,0,2,0,WARD 2,0,2016
97,0,0,6,RAMPART INDUSTRIAL,3360,0,0,2,0,WARD 2,0,2016
97,0,0,7,RAMPART INDUSTRIAL,3360,0,0,3,0,WARD 2,0,2016
97,0,0,8,RAMPART INDUSTRIAL,3360,0,0,3,0,WARD 2,0,2016
97,0,0,9,RAMPART INDUSTRIAL,3360,0,0,3,0,WARD 2,0,2016
97,0,0,10,RAMPART INDUSTRIAL,3360,0,0,4,0,WARD 2,0,2016
97,0,0,11,RAMPART INDUSTRIAL,3360,0,0,4,0,WARD 2,0,2016
97,0,0,12,RAMPART INDUSTRIAL,3360,0,0,4,0,WARD 2,0,2016
98,0,0,1,ANTHONY HENDAY RAMPART,4023,0,0,1,0,WARD 2,0,2016
98,0,0,2,ANTHONY HENDAY RAMPART,4023,0,0,1,0,WARD 2,0,2016
98,0,0,3,ANTHONY HENDAY RAMPART,4023,0,0,1,0,WARD 2,0,2016
98,0,0,4,ANTHONY HENDAY RAMPART,4023,0,0,2,0,WARD 2,0,2016
98,0,0,5,ANTHONY HENDAY RAMPART,4023,0,0,2,0,WARD 2,0,2016
98,0,0,6,ANTHONY HENDAY RAMPART,4023,0,0,2,0,WARD 2,0,2016
98,0,0,7,ANTHONY HENDAY RAMPART,4023,0,0,3,0,WARD 2,0,2016
98,0,0,8,ANTHONY HENDAY RAMPART,4023,0,0,3,0,WARD 2,0,2016
98,0,0,9,ANTHONY HENDAY RAMPART,4023,0,0,3,0,WARD 2,0,2016
98,0,0,10,ANTHONY HENDAY RAMPART,4023,0,0,4,0,WARD 2,0,2016
98,0,0,11,ANTHONY HENDAY RAMPART,4023,0,0,4,0,WARD 2,0,2016
98,0,0,12,ANTHONY HENDAY RAMPART,4023,0,0,4,0,WARD 2,0,2016
99,34,620,1,GARIEPY,4160,352,658,1,63,WARD 5,30,2016
99,34,620,2,GARIEPY,4160,352,658,1,63,WARD 5,30,2016
99,34,620,3,GARIEPY,4160,352,658,1,63,WARD 5,30,2016
99,34,620,4,GARIEPY,4160,352,658,2,63,WARD 5,30,2016
99,34,620,5,GARIEPY,4160,352,658,2,63,WARD 5,30,2016
99,34,620,6,GARIEPY,4160,352,658,2,63,WARD 5,30,2016
99,34,620,7,GARIEPY,4160,352,658,3,63,WARD 5,30,2016
99,34,620,8,GARIEPY,4160,352,658,3,63,WARD 5,30,2016
99,34,620,9,GARIEPY,4160,352,658,3,63,WARD 5,30,2016
99,34,620,10,GARIEPY,4160,352,658,4,63,WARD 5,30,2016
99,34,620,11,GARIEPY,4160,352,658,4,63,WARD 5,30,2016
99,34,620,12,GARIEPY,4160,352,658,4,63,WARD 5,30,2016
100,88,1344,1,MAYLIEWAN,2511,1057,1390,1,83,WARD 3,91,2016
100,88,1344,2,MAYLIEWAN,2511,1057,1390,1,83,WARD 3,91,2016
100,88,1344,3,MAYLIEWAN,2511,1057,1390,1,83,WARD 3,91,2016
100,88,1344,4,MAYLIEWAN,2511,1057,1390,2,83,WARD 3,91,2016
100,88,1344,5,MAYLIEWAN,2511,1057,1390,2,83,WARD 3,91,2016
100,88,1344,6,MAYLIEWAN,2511,1057,1390,2,83,WARD 3,91,2016
100,88,1344,7,MAYLIEWAN,2511,1057,1390,3,83,WARD 3,91,2016
100,88,1344,8,MAYLIEWAN,2511,1057,1390,3,83,WARD 3,91,2016
100,88,1344,9,MAYLIEWAN,2511,1057,1390,3,83,WARD 3,91,2016
100,88,1344,10,MAYLIEWAN,2511,1057,1390,4,83,WARD 3,91,2016
100,88,1344,11,MAYLIEWAN,2511,1057,1390,4,83,WARD 3,91,2016
100,88,1344,12,MAYLIEWAN,2511,1057,1390,4,83,WARD 3,91,2016
101,194,2057,1,LARKSPUR,6390,1783,780,1,186,WARD 12,114,2016
101,194,2057,2,LARKSPUR,6390,1783,780,1,186,WARD 12,114,2016
101,194,2057,3,LARKSPUR,6390,1783,780,1,186,WARD 12,114,2016
101,194,2057,4,LARKSPUR,6390,1783,780,2,186,WARD 12,114,2016
101,194,2057,5,LARKSPUR,6390,1783,780,2,186,WARD 12,114,2016
101,194,2057,6,LARKSPUR,6390,1783,780,2,186,WARD 12,114,2016
101,194,2057,7,LARKSPUR,6390,1783,780,3,186,WARD 12,114,2016
101,194,2057,8,LARKSPUR,6390,1783,780,3,186,WARD 12,114,2016
101,194,2057,9,LARKSPUR,6390,1783,780,3,186,WARD 12,114,2016
101,194,2057,10,LARKSPUR,6390,1783,780,4,186,WARD 12,114,2016
101,194,2057,11,LARKSPUR,6390,1783,780,4,186,WARD 12,114,2016
101,194,2057,12,LARKSPUR,6390,1783,780,4,186,WARD 12,114,2016
102,0,0,1,ANTHONY HENDAY BIG LAKE,4018,0,0,1,0,WARD 1,0,2016
102,0,0,2,ANTHONY HENDAY BIG LAKE,4018,0,0,1,0,WARD 1,0,2016
102,0,0,3,ANTHONY HENDAY BIG LAKE,4018,0,0,1,0,WARD 1,0,2016
102,0,0,4,ANTHONY HENDAY BIG LAKE,4018,0,0,2,0,WARD 1,0,2016
102,0,0,5,ANTHONY HENDAY BIG LAKE,4018,0,0,2,0,WARD 1,0,2016
102,0,0,6,ANTHONY HENDAY BIG LAKE,4018,0,0,2,0,WARD 1,0,2016
102,0,0,7,ANTHONY HENDAY BIG LAKE,4018,0,0,3,0,WARD 1,0,2016
102,0,0,8,ANTHONY HENDAY BIG LAKE,4018,0,0,3,0,WARD 1,0,2016
102,0,0,9,ANTHONY HENDAY BIG LAKE,4018,0,0,3,0,WARD 1,0,2016
102,0,0,10,ANTHONY HENDAY BIG LAKE,4018,0,0,4,0,WARD 1,0,2016
102,0,0,11,ANTHONY HENDAY BIG LAKE,4018,0,0,4,0,WARD 1,0,2016
102,0,0,12,ANTHONY HENDAY BIG LAKE,4018,0,0,4,0,WARD 1,0,2016
103,103,441,1,DELTON,1080,656,575,1,138,WARD 7,75,2016
103,103,441,2,DELTON,1080,656,575,1,138,WARD 7,75,2016
103,103,441,3,DELTON,1080,656,575,1,138,WARD 7,75,2016
103,103,441,4,DELTON,1080,656,575,2,138,WARD 7,75,2016
103,103,441,5,DELTON,1080,656,575,2,138,WARD 7,75,2016
103,103,441,6,DELTON,1080,656,575,2,138,WARD 7,75,2016
103,103,441,7,DELTON,1080,656,575,3,138,WARD 7,75,2016
103,103,441,8,DELTON,1080,656,575,3,138,WARD 7,75,2016
103,103,441,9,DELTON,1080,656,575,3,138,WARD 7,75,2016
103,103,441,10,DELTON,1080,656,575,4,138,WARD 7,75,2016
103,103,441,11,DELTON,1080,656,575,4,138,WARD 7,75,2016
103,103,441,12,DELTON,1080,656,575,4,138,WARD 7,75,2016
104,38,266,1,ROSENTHAL,4750,205,930,1,15,WARD 1,7,2016
104,38,266,2,ROSENTHAL,4750,205,930,1,15,WARD 1,7,2016
104,38,266,3,ROSENTHAL,4750,205,930,1,15,WARD 1,7,2016
104,38,266,4,ROSENTHAL,4750,205,930,2,15,WARD 1,7,2016
104,38,266,5,ROSENTHAL,4750,205,930,2,15,WARD 1,7,2016
104,38,266,6,ROSENTHAL,4750,205,930,2,15,WARD 1,7,2016
104,38,266,7,ROSENTHAL,4750,205,930,3,15,WARD 1,7,2016
104,38,266,8,ROSENTHAL,4750,205,930,3,15,WARD 1,7,2016
104,38,266,9,ROSENTHAL,4750,205,930,3,15,WARD 1,7,2016
104,38,266,10,ROSENTHAL,4750,205,930,4,15,WARD 1,7,2016
104,38,266,11,ROSENTHAL,4750,205,930,4,15,WARD 1,7,2016
104,38,266,12,ROSENTHAL,4750,205,930,4,15,WARD 1,7,2016
105,0,0,1,RIVER VALLEY VICTORIA,1200,0,0,1,0,WARD 6,0,2016
105,0,0,2,RIVER VALLEY VICTORIA,1200,0,0,1,0,WARD 6,0,2016
105,0,0,3,RIVER VALLEY VICTORIA,1200,0,0,1,0,WARD 6,0,2016
105,0,0,4,RIVER VALLEY VICTORIA,1200,0,0,2,0,WARD 6,0,2016
105,0,0,5,RIVER VALLEY VICTORIA,1200,0,0,2,0,WARD 6,0,2016
105,0,0,6,RIVER VALLEY VICTORIA,1200,0,0,2,0,WARD 6,0,2016
105,0,0,7,RIVER VALLEY VICTORIA,1200,0,0,3,0,WARD 6,0,2016
105,0,0,8,RIVER VALLEY VICTORIA,1200,0,0,3,0,WARD 6,0,2016
105,0,0,9,RIVER VALLEY VICTORIA,1200,0,0,3,0,WARD 6,0,2016
105,0,0,10,RIVER VALLEY VICTORIA,1200,0,0,4,0,WARD 6,0,2016
105,0,0,11,RIVER VALLEY VICTORIA,1200,0,0,4,0,WARD 6,0,2016
105,0,0,12,RIVER VALLEY VICTORIA,1200,0,0,4,0,WARD 6,0,2016
106,21,863,1,BULYEA HEIGHTS,5100,471,1998,1,37,WARD 9,49,2016
106,21,863,2,BULYEA HEIGHTS,5100,471,1998,1,37,WARD 9,49,2016
106,21,863,3,BULYEA HEIGHTS,5100,471,1998,1,37,WARD 9,49,2016
106,21,863,4,BULYEA HEIGHTS,5100,471,1998,2,37,WARD 9,49,2016
106,21,863,5,BULYEA HEIGHTS,5100,471,1998,2,37,WARD 9,49,2016
106,21,863,6,BULYEA HEIGHTS,5100,471,1998,2,37,WARD 9,49,2016
106,21,863,7,BULYEA HEIGHTS,5100,471,1998,3,37,WARD 9,49,2016
106,21,863,8,BULYEA HEIGHTS,5100,471,1998,3,37,WARD 9,49,2016
106,21,863,9,BULYEA HEIGHTS,5100,471,1998,3,37,WARD 9,49,2016
106,21,863,10,BULYEA HEIGHTS,5100,471,1998,4,37,WARD 9,49,2016
106,21,863,11,BULYEA HEIGHTS,5100,471,1998,4,37,WARD 9,49,2016
106,21,863,12,BULYEA HEIGHTS,5100,471,1998,4,37,WARD 9,49,2016
107,232,1961,1,KINISKI GARDENS,6370,1778,1802,1,216,WARD 12,91,2016
107,232,1961,2,KINISKI GARDENS,6370,1778,1802,1,216,WARD 12,91,2016
107,232,1961,3,KINISKI GARDENS,6370,1778,1802,1,216,WARD 12,91,2016
107,232,1961,4,KINISKI GARDENS,6370,1778,1802,2,216,WARD 12,91,2016
107,232,1961,5,KINISKI GARDENS,6370,1778,1802,2,216,WARD 12,91,2016
107,232,1961,6,KINISKI GARDENS,6370,1778,1802,2,216,WARD 12,91,2016
107,232,1961,7,KINISKI GARDENS,6370,1778,1802,3,216,WARD 12,91,2016
107,232,1961,8,KINISKI GARDENS,6370,1778,1802,3,216,WARD 12,91,2016
107,232,1961,9,KINISKI GARDENS,6370,1778,1802,3,216,WARD 12,91,2016
107,232,1961,10,KINISKI GARDENS,6370,1778,1802,4,216,WARD 12,91,2016
107,232,1961,11,KINISKI GARDENS,6370,1778,1802,4,216,WARD 12,91,2016
107,232,1961,12,KINISKI GARDENS,6370,1778,1802,4,216,WARD 12,91,2016
108,8,62,1,KINOKAMAU PLAINS AREA,4475,38,0,1,1,WARD 1,3,2016
108,8,62,2,KINOKAMAU PLAINS AREA,4475,38,0,1,1,WARD 1,3,2016
108,8,62,3,KINOKAMAU PLAINS AREA,4475,38,0,1,1,WARD 1,3,2016
108,8,62,4,KINOKAMAU PLAINS AREA,4475,38,0,2,1,WARD 1,3,2016
108,8,62,5,KINOKAMAU PLAINS AREA,4475,38,0,2,1,WARD 1,3,2016
108,8,62,6,KINOKAMAU PLAINS AREA,4475,38,0,2,1,WARD 1,3,2016
108,8,62,7,KINOKAMAU PLAINS AREA,4475,38,0,3,1,WARD 1,3,2016
108,8,62,8,KINOKAMAU PLAINS AREA,4475,38,0,3,1,WARD 1,3,2016
108,8,62,9,KINOKAMAU PLAINS AREA,4475,38,0,3,1,WARD 1,3,2016
108,8,62,10,KINOKAMAU PLAINS AREA,4475,38,0,4,1,WARD 1,3,2016
108,8,62,11,KINOKAMAU PLAINS AREA,4475,38,0,4,1,WARD 1,3,2016
108,8,62,12,KINOKAMAU PLAINS AREA,4475,38,0,4,1,WARD 1,3,2016
109,86,1322,1,BELLE RIVE,2050,1101,1048,1,91,WARD 3,86,2016
109,86,1322,2,BELLE RIVE,2050,1101,1048,1,91,WARD 3,86,2016
109,86,1322,3,BELLE RIVE,2050,1101,1048,1,91,WARD 3,86,2016
109,86,1322,4,BELLE RIVE,2050,1101,1048,2,91,WARD 3,86,2016
109,86,1322,5,BELLE RIVE,2050,1101,1048,2,91,WARD 3,86,2016
109,86,1322,6,BELLE RIVE,2050,1101,1048,2,91,WARD 3,86,2016
109,86,1322,7,BELLE RIVE,2050,1101,1048,3,91,WARD 3,86,2016
109,86,1322,8,BELLE RIVE,2050,1101,1048,3,91,WARD 3,86,2016
109,86,1322,9,BELLE RIVE,2050,1101,1048,3,91,WARD 3,86,2016
109,86,1322,10,BELLE RIVE,2050,1101,1048,4,91,WARD 3,86,2016
109,86,1322,11,BELLE RIVE,2050,1101,1048,4,91,WARD 3,86,2016
109,86,1322,12,BELLE RIVE,2050,1101,1048,4,91,WARD 3,86,2016
110,8,40,1,STEWART GREENS,4486,30,163,1,3,WARD 1,0,2016
110,8,40,2,STEWART GREENS,4486,30,163,1,3,WARD 1,0,2016
110,8,40,3,STEWART GREENS,4486,30,163,1,3,WARD 1,0,2016
110,8,40,4,STEWART GREENS,4486,30,163,2,3,WARD 1,0,2016
110,8,40,5,STEWART GREENS,4486,30,163,2,3,WARD 1,0,2016
110,8,40,6,STEWART GREENS,4486,30,163,2,3,WARD 1,0,2016
110,8,40,7,STEWART GREENS,4486,30,163,3,3,WARD 1,0,2016
110,8,40,8,STEWART GREENS,4486,30,163,3,3,WARD 1,0,2016
110,8,40,9,STEWART GREENS,4486,30,163,3,3,WARD 1,0,2016
110,8,40,10,STEWART GREENS,4486,30,163,4,3,WARD 1,0,2016
110,8,40,11,STEWART GREENS,4486,30,163,4,3,WARD 1,0,2016
110,8,40,12,STEWART GREENS,4486,30,163,4,3,WARD 1,0,2016
111,78,538,1,LAUDERDALE,3260,815,1307,1,107,WARD 2,64,2016
111,78,538,2,LAUDERDALE,3260,815,1307,1,107,WARD 2,64,2016
111,78,538,3,LAUDERDALE,3260,815,1307,1,107,WARD 2,64,2016
111,78,538,4,LAUDERDALE,3260,815,1307,2,107,WARD 2,64,2016
111,78,538,5,LAUDERDALE,3260,815,1307,2,107,WARD 2,64,2016
111,78,538,6,LAUDERDALE,3260,815,1307,2,107,WARD 2,64,2016
111,78,538,7,LAUDERDALE,3260,815,1307,3,107,WARD 2,64,2016
111,78,538,8,LAUDERDALE,3260,815,1307,3,107,WARD 2,64,2016
111,78,538,9,LAUDERDALE,3260,815,1307,3,107,WARD 2,64,2016
111,78,538,10,LAUDERDALE,3260,815,1307,4,107,WARD 2,64,2016
111,78,538,11,LAUDERDALE,3260,815,1307,4,107,WARD 2,64,2016
111,78,538,12,LAUDERDALE,3260,815,1307,4,107,WARD 2,64,2016
112,170,846,1,HIGHLANDS,2330,718,521,1,178,WARD 7,112,2016
112,170,846,2,HIGHLANDS,2330,718,521,1,178,WARD 7,112,2016
112,170,846,3,HIGHLANDS,2330,718,521,1,178,WARD 7,112,2016
112,170,846,4,HIGHLANDS,2330,718,521,2,178,WARD 7,112,2016
112,170,846,5,HIGHLANDS,2330,718,521,2,178,WARD 7,112,2016
112,170,846,6,HIGHLANDS,2330,718,521,2,178,WARD 7,112,2016
112,170,846,7,HIGHLANDS,2330,718,521,3,178,WARD 7,112,2016
112,170,846,8,HIGHLANDS,2330,718,521,3,178,WARD 7,112,2016
112,170,846,9,HIGHLANDS,2330,718,521,3,178,WARD 7,112,2016
112,170,846,10,HIGHLANDS,2330,718,521,4,178,WARD 7,112,2016
112,170,846,11,HIGHLANDS,2330,718,521,4,178,WARD 7,112,2016
112,170,846,12,HIGHLANDS,2330,718,521,4,178,WARD 7,112,2016
113,0,0,1,MILL CREEK RAVINE SOUTH,6492,0,0,1,0,WARD 11,0,2016
113,0,0,2,MILL CREEK RAVINE SOUTH,6492,0,0,1,0,WARD 11,0,2016
113,0,0,3,MILL CREEK RAVINE SOUTH,6492,0,0,1,0,WARD 11,0,2016
113,0,0,4,MILL CREEK RAVINE SOUTH,6492,0,0,2,0,WARD 11,0,2016
113,0,0,5,MILL CREEK RAVINE SOUTH,6492,0,0,2,0,WARD 11,0,2016
113,0,0,6,MILL CREEK RAVINE SOUTH,6492,0,0,2,0,WARD 11,0,2016
113,0,0,7,MILL CREEK RAVINE SOUTH,6492,0,0,3,0,WARD 11,0,2016
113,0,0,8,MILL CREEK RAVINE SOUTH,6492,0,0,3,0,WARD 11,0,2016
113,0,0,9,MILL CREEK RAVINE SOUTH,6492,0,0,3,0,WARD 11,0,2016
113,0,0,10,MILL CREEK RAVINE SOUTH,6492,0,0,4,0,WARD 11,0,2016
113,0,0,11,MILL CREEK RAVINE SOUTH,6492,0,0,4,0,WARD 11,0,2016
113,0,0,12,MILL CREEK RAVINE SOUTH,6492,0,0,4,0,WARD 11,0,2016
114,143,1258,1,TAMARACK,6443,1300,1745,1,94,WARD 12,37,2016
114,143,1258,2,TAMARACK,6443,1300,1745,1,94,WARD 12,37,2016
114,143,1258,3,TAMARACK,6443,1300,1745,1,94,WARD 12,37,2016
114,143,1258,4,TAMARACK,6443,1300,1745,2,94,WARD 12,37,2016
114,143,1258,5,TAMARACK,6443,1300,1745,2,94,WARD 12,37,2016
114,143,1258,6,TAMARACK,6443,1300,1745,2,94,WARD 12,37,2016
114,143,1258,7,TAMARACK,6443,1300,1745,3,94,WARD 12,37,2016
114,143,1258,8,TAMARACK,6443,1300,1745,3,94,WARD 12,37,2016
114,143,1258,9,TAMARACK,6443,1300,1745,3,94,WARD 12,37,2016
114,143,1258,10,TAMARACK,6443,1300,1745,4,94,WARD 12,37,2016
114,143,1258,11,TAMARACK,6443,1300,1745,4,94,WARD 12,37,2016
114,143,1258,12,TAMARACK,6443,1300,1745,4,94,WARD 12,37,2016
115,0,0,1,HIGH PARK INDUSTRIAL,4210,0,0,1,0,WARD 2,0,2016
115,0,0,2,HIGH PARK INDUSTRIAL,4210,0,0,1,0,WARD 2,0,2016
115,0,0,3,HIGH PARK INDUSTRIAL,4210,0,0,1,0,WARD 2,0,2016
115,0,0,4,HIGH PARK INDUSTRIAL,4210,0,0,2,0,WARD 2,0,2016
115,0,0,5,HIGH PARK INDUSTRIAL,4210,0,0,2,0,WARD 2,0,2016
115,0,0,6,HIGH PARK INDUSTRIAL,4210,0,0,2,0,WARD 2,0,2016
115,0,0,7,HIGH PARK INDUSTRIAL,4210,0,0,3,0,WARD 2,0,2016
115,0,0,8,HIGH PARK INDUSTRIAL,4210,0,0,3,0,WARD 2,0,2016
115,0,0,9,HIGH PARK INDUSTRIAL,4210,0,0,3,0,WARD 2,0,2016
115,0,0,10,HIGH PARK INDUSTRIAL,4210,0,0,4,0,WARD 2,0,2016
115,0,0,11,HIGH PARK INDUSTRIAL,4210,0,0,4,0,WARD 2,0,2016
115,0,0,12,HIGH PARK INDUSTRIAL,4210,0,0,4,0,WARD 2,0,2016
116,118,383,1,ALLENDALE,5010,625,1423,1,122,WARD 10,68,2016
116,118,383,2,ALLENDALE,5010,625,1423,1,122,WARD 10,68,2016
116,118,383,3,ALLENDALE,5010,625,1423,1,122,WARD 10,68,2016
116,118,383,4,ALLENDALE,5010,625,1423,2,122,WARD 10,68,2016
116,118,383,5,ALLENDALE,5010,625,1423,2,122,WARD 10,68,2016
116,118,383,6,ALLENDALE,5010,625,1423,2,122,WARD 10,68,2016
116,118,383,7,ALLENDALE,5010,625,1423,3,122,WARD 10,68,2016
116,118,383,8,ALLENDALE,5010,625,1423,3,122,WARD 10,68,2016
116,118,383,9,ALLENDALE,5010,625,1423,3,122,WARD 10,68,2016
116,118,383,10,ALLENDALE,5010,625,1423,4,122,WARD 10,68,2016
116,118,383,11,ALLENDALE,5010,625,1423,4,122,WARD 10,68,2016
116,118,383,12,ALLENDALE,5010,625,1423,4,122,WARD 10,68,2016
117,0,0,1,MISTATIM INDUSTRIAL,4320,0,0,1,0,WARD 2,0,2016
117,0,0,2,MISTATIM INDUSTRIAL,4320,0,0,1,0,WARD 2,0,2016
117,0,0,3,MISTATIM INDUSTRIAL,4320,0,0,1,0,WARD 2,0,2016
117,0,0,4,MISTATIM INDUSTRIAL,4320,0,0,2,0,WARD 2,0,2016
117,0,0,5,MISTATIM INDUSTRIAL,4320,0,0,2,0,WARD 2,0,2016
117,0,0,6,MISTATIM INDUSTRIAL,4320,0,0,2,0,WARD 2,0,2016
117,0,0,7,MISTATIM INDUSTRIAL,4320,0,0,3,0,WARD 2,0,2016
117,0,0,8,MISTATIM INDUSTRIAL,4320,0,0,3,0,WARD 2,0,2016
117,0,0,9,MISTATIM INDUSTRIAL,4320,0,0,3,0,WARD 2,0,2016
117,0,0,10,MISTATIM INDUSTRIAL,4320,0,0,4,0,WARD 2,0,2016
117,0,0,11,MISTATIM INDUSTRIAL,4320,0,0,4,0,WARD 2,0,2016
117,0,0,12,MISTATIM INDUSTRIAL,4320,0,0,4,0,WARD 2,0,2016
118,124,643,1,CHAPPELLE AREA,5462,586,2908,1,40,WARD 9,12,2016
118,124,643,2,CHAPPELLE AREA,5462,586,2908,1,40,WARD 9,12,2016
118,124,643,3,CHAPPELLE AREA,5462,586,2908,1,40,WARD 9,12,2016
118,124,643,4,CHAPPELLE AREA,5462,586,2908,2,40,WARD 9,12,2016
118,124,643,5,CHAPPELLE AREA,5462,586,2908,2,40,WARD 9,12,2016
118,124,643,6,CHAPPELLE AREA,5462,586,2908,2,40,WARD 9,12,2016
118,124,643,7,CHAPPELLE AREA,5462,586,2908,3,40,WARD 9,12,2016
118,124,643,8,CHAPPELLE AREA,5462,586,2908,3,40,WARD 9,12,2016
118,124,643,9,CHAPPELLE AREA,5462,586,2908,3,40,WARD 9,12,2016
118,124,643,10,CHAPPELLE AREA,5462,586,2908,4,40,WARD 9,12,2016
118,124,643,11,CHAPPELLE AREA,5462,586,2908,4,40,WARD 9,12,2016
118,124,643,12,CHAPPELLE AREA,5462,586,2908,4,40,WARD 9,12,2016
119,151,518,1,STRATHEARN,6710,507,1095,1,235,WARD 8,136,2016
119,151,518,2,STRATHEARN,6710,507,1095,1,235,WARD 8,136,2016
119,151,518,3,STRATHEARN,6710,507,1095,1,235,WARD 8,136,2016
119,151,518,4,STRATHEARN,6710,507,1095,2,235,WARD 8,136,2016
119,151,518,5,STRATHEARN,6710,507,1095,2,235,WARD 8,136,2016
119,151,518,6,STRATHEARN,6710,507,1095,2,235,WARD 8,136,2016
119,151,518,7,STRATHEARN,6710,507,1095,3,235,WARD 8,136,2016
119,151,518,8,STRATHEARN,6710,507,1095,3,235,WARD 8,136,2016
119,151,518,9,STRATHEARN,6710,507,1095,3,235,WARD 8,136,2016
119,151,518,10,STRATHEARN,6710,507,1095,4,235,WARD 8,136,2016
119,151,518,11,STRATHEARN,6710,507,1095,4,235,WARD 8,136,2016
119,151,518,12,STRATHEARN,6710,507,1095,4,235,WARD 8,136,2016
120,36,995,1,OLESKIW,4360,486,1205,1,32,WARD 5,48,2016
120,36,995,2,OLESKIW,4360,486,1205,1,32,WARD 5,48,2016
120,36,995,3,OLESKIW,4360,486,1205,1,32,WARD 5,48,2016
120,36,995,4,OLESKIW,4360,486,1205,2,32,WARD 5,48,2016
120,36,995,5,OLESKIW,4360,486,1205,2,32,WARD 5,48,2016
120,36,995,6,OLESKIW,4360,486,1205,2,32,WARD 5,48,2016
120,36,995,7,OLESKIW,4360,486,1205,3,32,WARD 5,48,2016
120,36,995,8,OLESKIW,4360,486,1205,3,32,WARD 5,48,2016
120,36,995,9,OLESKIW,4360,486,1205,3,32,WARD 5,48,2016
120,36,995,10,OLESKIW,4360,486,1205,4,32,WARD 5,48,2016
120,36,995,11,OLESKIW,4360,486,1205,4,32,WARD 5,48,2016
120,36,995,12,OLESKIW,4360,486,1205,4,32,WARD 5,48,2016
121,28,514,1,WEDGEWOOD HEIGHTS,4570,278,559,1,28,WARD 5,24,2016
121,28,514,2,WEDGEWOOD HEIGHTS,4570,278,559,1,28,WARD 5,24,2016
121,28,514,3,WEDGEWOOD HEIGHTS,4570,278,559,1,28,WARD 5,24,2016
121,28,514,4,WEDGEWOOD HEIGHTS,4570,278,559,2,28,WARD 5,24,2016
121,28,514,5,WEDGEWOOD HEIGHTS,4570,278,559,2,28,WARD 5,24,2016
121,28,514,6,WEDGEWOOD HEIGHTS,4570,278,559,2,28,WARD 5,24,2016
121,28,514,7,WEDGEWOOD HEIGHTS,4570,278,559,3,28,WARD 5,24,2016
121,28,514,8,WEDGEWOOD HEIGHTS,4570,278,559,3,28,WARD 5,24,2016
121,28,514,9,WEDGEWOOD HEIGHTS,4570,278,559,3,28,WARD 5,24,2016
121,28,514,10,WEDGEWOOD HEIGHTS,4570,278,559,4,28,WARD 5,24,2016
121,28,514,11,WEDGEWOOD HEIGHTS,4570,278,559,4,28,WARD 5,24,2016
121,28,514,12,WEDGEWOOD HEIGHTS,4570,278,559,4,28,WARD 5,24,2016
122,0,0,1,INDUSTRIAL HEIGHTS,2360,0,0,1,0,WARD 7,0,2016
122,0,0,2,INDUSTRIAL HEIGHTS,2360,0,0,1,0,WARD 7,0,2016
122,0,0,3,INDUSTRIAL HEIGHTS,2360,0,0,1,0,WARD 7,0,2016
122,0,0,4,INDUSTRIAL HEIGHTS,2360,0,0,2,0,WARD 7,0,2016
122,0,0,5,INDUSTRIAL HEIGHTS,2360,0,0,2,0,WARD 7,0,2016
122,0,0,6,INDUSTRIAL HEIGHTS,2360,0,0,2,0,WARD 7,0,2016
122,0,0,7,INDUSTRIAL HEIGHTS,2360,0,0,3,0,WARD 7,0,2016
122,0,0,8,INDUSTRIAL HEIGHTS,2360,0,0,3,0,WARD 7,0,2016
122,0,0,9,INDUSTRIAL HEIGHTS,2360,0,0,3,0,WARD 7,0,2016
122,0,0,10,INDUSTRIAL HEIGHTS,2360,0,0,4,0,WARD 7,0,2016
122,0,0,11,INDUSTRIAL HEIGHTS,2360,0,0,4,0,WARD 7,0,2016
122,0,0,12,INDUSTRIAL HEIGHTS,2360,0,0,4,0,WARD 7,0,2016
123,0,0,1,RIVER VALLEY WINDERMERE,5405,0,0,1,0,WARD 9,0,2016
123,0,0,2,RIVER VALLEY WINDERMERE,5405,0,0,1,0,WARD 9,0,2016
123,0,0,3,RIVER VALLEY WINDERMERE,5405,0,0,1,0,WARD 9,0,2016
123,0,0,4,RIVER VALLEY WINDERMERE,5405,0,0,2,0,WARD 9,0,2016
123,0,0,5,RIVER VALLEY WINDERMERE,5405,0,0,2,0,WARD 9,0,2016
123,0,0,6,RIVER VALLEY WINDERMERE,5405,0,0,2,0,WARD 9,0,2016
123,0,0,7,RIVER VALLEY WINDERMERE,5405,0,0,3,0,WARD 9,0,2016
123,0,0,8,RIVER VALLEY WINDERMERE,5405,0,0,3,0,WARD 9,0,2016
123,0,0,9,RIVER VALLEY WINDERMERE,5405,0,0,3,0,WARD 9,0,2016
123,0,0,10,RIVER VALLEY WINDERMERE,5405,0,0,4,0,WARD 9,0,2016
123,0,0,11,RIVER VALLEY WINDERMERE,5405,0,0,4,0,WARD 9,0,2016
123,0,0,12,RIVER VALLEY WINDERMERE,5405,0,0,4,0,WARD 9,0,2016
124,0,0,1,WEIR INDUSTRIAL,6780,0,0,1,0,WARD 11,0,2016
124,0,0,2,WEIR INDUSTRIAL,6780,0,0,1,0,WARD 11,0,2016
124,0,0,3,WEIR INDUSTRIAL,6780,0,0,1,0,WARD 11,0,2016
