,Common Law,Married,Month,Neighbourhood Name,Neighbourhood Number,Never Married,No Response(Marital),Quarter,Separated/Divorced,Ward,Widowed,Year
252,35,919,10,FALCONER HEIGHTS,5190,692,198,4,67,Ward 9,159,2012
252,35,919,11,FALCONER HEIGHTS,5190,692,198,4,67,Ward 9,159,2012
252,35,919,12,FALCONER HEIGHTS,5190,692,198,4,67,Ward 9,159,2012
253,149,2040,1,HADDOW,5610,1636,237,1,150,Ward 9,130,2012
253,149,2040,2,HADDOW,5610,1636,237,1,150,Ward 9,130,2012
253,149,2040,3,HADDOW,5610,1636,237,1,150,Ward 9,130,2012
253,149,2040,4,HADDOW,5610,1636,237,2,150,Ward 9,130,2012
253,149,2040,5,HADDOW,5610,1636,237,2,150,Ward 9,130,2012
253,149,2040,6,HADDOW,5610,1636,237,2,150,Ward 9,130,2012
253,149,2040,7,HADDOW,5610,1636,237,3,150,Ward 9,130,2012
253,149,2040,8,HADDOW,5610,1636,237,3,150,Ward 9,130,2012
253,149,2040,9,HADDOW,5610,1636,237,3,150,Ward 9,130,2012
253,149,2040,10,HADDOW,5610,1636,237,4,150,Ward 9,130,2012
253,149,2040,11,HADDOW,5610,1636,237,4,150,Ward 9,130,2012
253,149,2040,12,HADDOW,5610,1636,237,4,150,Ward 9,130,2012
254,20,1006,1,HENDERSON ESTATES,5230,661,127,1,44,Ward 9,35,2012
254,20,1006,2,HENDERSON ESTATES,5230,661,127,1,44,Ward 9,35,2012
254,20,1006,3,HENDERSON ESTATES,5230,661,127,1,44,Ward 9,35,2012
254,20,1006,4,HENDERSON ESTATES,5230,661,127,2,44,Ward 9,35,2012
254,20,1006,5,HENDERSON ESTATES,5230,661,127,2,44,Ward 9,35,2012
254,20,1006,6,HENDERSON ESTATES,5230,661,127,2,44,Ward 9,35,2012
254,20,1006,7,HENDERSON ESTATES,5230,661,127,3,44,Ward 9,35,2012
254,20,1006,8,HENDERSON ESTATES,5230,661,127,3,44,Ward 9,35,2012
254,20,1006,9,HENDERSON ESTATES,5230,661,127,3,44,Ward 9,35,2012
254,20,1006,10,HENDERSON ESTATES,5230,661,127,4,44,Ward 9,35,2012
254,20,1006,11,HENDERSON ESTATES,5230,661,127,4,44,Ward 9,35,2012
254,20,1006,12,HENDERSON ESTATES,5230,661,127,4,44,Ward 9,35,2012
255,0,0,1,HERITAGE VALLEY AREA,5456,0,0,1,0,Ward 9,0,2012
255,0,0,2,HERITAGE VALLEY AREA,5456,0,0,1,0,Ward 9,0,2012
255,0,0,3,HERITAGE VALLEY AREA,5456,0,0,1,0,Ward 9,0,2012
255,0,0,4,HERITAGE VALLEY AREA,5456,0,0,2,0,Ward 9,0,2012
255,0,0,5,HERITAGE VALLEY AREA,5456,0,0,2,0,Ward 9,0,2012
255,0,0,6,HERITAGE VALLEY AREA,5456,0,0,2,0,Ward 9,0,2012
255,0,0,7,HERITAGE VALLEY AREA,5456,0,0,3,0,Ward 9,0,2012
255,0,0,8,HERITAGE VALLEY AREA,5456,0,0,3,0,Ward 9,0,2012
255,0,0,9,HERITAGE VALLEY AREA,5456,0,0,3,0,Ward 9,0,2012
255,0,0,10,HERITAGE VALLEY AREA,5456,0,0,4,0,Ward 9,0,2012
255,0,0,11,HERITAGE VALLEY AREA,5456,0,0,4,0,Ward 9,0,2012
255,0,0,12,HERITAGE VALLEY AREA,5456,0,0,4,0,Ward 9,0,2012
256,0,0,1,HERITAGE VALLEY AREA EAST,5461,0,0,1,0,Ward 9,0,2012
256,0,0,2,HERITAGE VALLEY AREA EAST,5461,0,0,1,0,Ward 9,0,2012
256,0,0,3,HERITAGE VALLEY AREA EAST,5461,0,0,1,0,Ward 9,0,2012
256,0,0,4,HERITAGE VALLEY AREA EAST,5461,0,0,2,0,Ward 9,0,2012
256,0,0,5,HERITAGE VALLEY AREA EAST,5461,0,0,2,0,Ward 9,0,2012
256,0,0,6,HERITAGE VALLEY AREA EAST,5461,0,0,2,0,Ward 9,0,2012
256,0,0,7,HERITAGE VALLEY AREA EAST,5461,0,0,3,0,Ward 9,0,2012
256,0,0,8,HERITAGE VALLEY AREA EAST,5461,0,0,3,0,Ward 9,0,2012
256,0,0,9,HERITAGE VALLEY AREA EAST,5461,0,0,3,0,Ward 9,0,2012
256,0,0,10,HERITAGE VALLEY AREA EAST,5461,0,0,4,0,Ward 9,0,2012
256,0,0,11,HERITAGE VALLEY AREA EAST,5461,0,0,4,0,Ward 9,0,2012
256,0,0,12,HERITAGE VALLEY AREA EAST,5461,0,0,4,0,Ward 9,0,2012
257,0,0,1,HERITAGE VALLEY TOWN CENTRE AREA,5464,0,0,1,0,Ward 9,0,2012
257,0,0,2,HERITAGE VALLEY TOWN CENTRE AREA,5464,0,0,1,0,Ward 9,0,2012
257,0,0,3,HERITAGE VALLEY TOWN CENTRE AREA,5464,0,0,1,0,Ward 9,0,2012
257,0,0,4,HERITAGE VALLEY TOWN CENTRE AREA,5464,0,0,2,0,Ward 9,0,2012
257,0,0,5,HERITAGE VALLEY TOWN CENTRE AREA,5464,0,0,2,0,Ward 9,0,2012
257,0,0,6,HERITAGE VALLEY TOWN CENTRE AREA,5464,0,0,2,0,Ward 9,0,2012
257,0,0,7,HERITAGE VALLEY TOWN CENTRE AREA,5464,0,0,3,0,Ward 9,0,2012
257,0,0,8,HERITAGE VALLEY TOWN CENTRE AREA,5464,0,0,3,0,Ward 9,0,2012
257,0,0,9,HERITAGE VALLEY TOWN CENTRE AREA,5464,0,0,3,0,Ward 9,0,2012
257,0,0,10,HERITAGE VALLEY TOWN CENTRE AREA,5464,0,0,4,0,Ward 9,0,2012
257,0,0,11,HERITAGE VALLEY TOWN CENTRE AREA,5464,0,0,4,0,Ward 9,0,2012
257,0,0,12,HERITAGE VALLEY TOWN CENTRE AREA,5464,0,0,4,0,Ward 9,0,2012
258,80,1270,1,HODGSON,5620,1024,152,1,68,Ward 9,60,2012
258,80,1270,2,HODGSON,5620,1024,152,1,68,Ward 9,60,2012
258,80,1270,3,HODGSON,5620,1024,152,1,68,Ward 9,60,2012
258,80,1270,4,HODGSON,5620,1024,152,2,68,Ward 9,60,2012
258,80,1270,5,HODGSON,5620,1024,152,2,68,Ward 9,60,2012
258,80,1270,6,HODGSON,5620,1024,152,2,68,Ward 9,60,2012
258,80,1270,7,HODGSON,5620,1024,152,3,68,Ward 9,60,2012
258,80,1270,8,HODGSON,5620,1024,152,3,68,Ward 9,60,2012
258,80,1270,9,HODGSON,5620,1024,152,3,68,Ward 9,60,2012
258,80,1270,10,HODGSON,5620,1024,152,4,68,Ward 9,60,2012
258,80,1270,11,HODGSON,5620,1024,152,4,68,Ward 9,60,2012
258,80,1270,12,HODGSON,5620,1024,152,4,68,Ward 9,60,2012
259,42,1159,1,LEGER,5630,1047,185,1,76,Ward 9,55,2012
259,42,1159,2,LEGER,5630,1047,185,1,76,Ward 9,55,2012
259,42,1159,3,LEGER,5630,1047,185,1,76,Ward 9,55,2012
259,42,1159,4,LEGER,5630,1047,185,2,76,Ward 9,55,2012
259,42,1159,5,LEGER,5630,1047,185,2,76,Ward 9,55,2012
259,42,1159,6,LEGER,5630,1047,185,2,76,Ward 9,55,2012
259,42,1159,7,LEGER,5630,1047,185,3,76,Ward 9,55,2012
259,42,1159,8,LEGER,5630,1047,185,3,76,Ward 9,55,2012
259,42,1159,9,LEGER,5630,1047,185,3,76,Ward 9,55,2012
259,42,1159,10,LEGER,5630,1047,185,4,76,Ward 9,55,2012
259,42,1159,11,LEGER,5630,1047,185,4,76,Ward 9,55,2012
259,42,1159,12,LEGER,5630,1047,185,4,76,Ward 9,55,2012
260,282,2289,1,MACEWAN,5452,2312,367,1,289,Ward 9,90,2012
260,282,2289,2,MACEWAN,5452,2312,367,1,289,Ward 9,90,2012
260,282,2289,3,MACEWAN,5452,2312,367,1,289,Ward 9,90,2012
260,282,2289,4,MACEWAN,5452,2312,367,2,289,Ward 9,90,2012
260,282,2289,5,MACEWAN,5452,2312,367,2,289,Ward 9,90,2012
260,282,2289,6,MACEWAN,5452,2312,367,2,289,Ward 9,90,2012
260,282,2289,7,MACEWAN,5452,2312,367,3,289,Ward 9,90,2012
260,282,2289,8,MACEWAN,5452,2312,367,3,289,Ward 9,90,2012
260,282,2289,9,MACEWAN,5452,2312,367,3,289,Ward 9,90,2012
260,282,2289,10,MACEWAN,5452,2312,367,4,289,Ward 9,90,2012
260,282,2289,11,MACEWAN,5452,2312,367,4,289,Ward 9,90,2012
260,282,2289,12,MACEWAN,5452,2312,367,4,289,Ward 9,90,2012
261,34,814,1,MACTAGGART,5477,591,184,1,39,Ward 9,25,2012
261,34,814,2,MACTAGGART,5477,591,184,1,39,Ward 9,25,2012
261,34,814,3,MACTAGGART,5477,591,184,1,39,Ward 9,25,2012
261,34,814,4,MACTAGGART,5477,591,184,2,39,Ward 9,25,2012
261,34,814,5,MACTAGGART,5477,591,184,2,39,Ward 9,25,2012
261,34,814,6,MACTAGGART,5477,591,184,2,39,Ward 9,25,2012
261,34,814,7,MACTAGGART,5477,591,184,3,39,Ward 9,25,2012
261,34,814,8,MACTAGGART,5477,591,184,3,39,Ward 9,25,2012
261,34,814,9,MACTAGGART,5477,591,184,3,39,Ward 9,25,2012
261,34,814,10,MACTAGGART,5477,591,184,4,39,Ward 9,25,2012
261,34,814,11,MACTAGGART,5477,591,184,4,39,Ward 9,25,2012
261,34,814,12,MACTAGGART,5477,591,184,4,39,Ward 9,25,2012
262,39,1341,1,MAGRATH HEIGHTS,5476,1069,264,1,54,Ward 9,43,2012
262,39,1341,2,MAGRATH HEIGHTS,5476,1069,264,1,54,Ward 9,43,2012
262,39,1341,3,MAGRATH HEIGHTS,5476,1069,264,1,54,Ward 9,43,2012
262,39,1341,4,MAGRATH HEIGHTS,5476,1069,264,2,54,Ward 9,43,2012
262,39,1341,5,MAGRATH HEIGHTS,5476,1069,264,2,54,Ward 9,43,2012
262,39,1341,6,MAGRATH HEIGHTS,5476,1069,264,2,54,Ward 9,43,2012
262,39,1341,7,MAGRATH HEIGHTS,5476,1069,264,3,54,Ward 9,43,2012
262,39,1341,8,MAGRATH HEIGHTS,5476,1069,264,3,54,Ward 9,43,2012
262,39,1341,9,MAGRATH HEIGHTS,5476,1069,264,3,54,Ward 9,43,2012
262,39,1341,10,MAGRATH HEIGHTS,5476,1069,264,4,54,Ward 9,43,2012
262,39,1341,11,MAGRATH HEIGHTS,5476,1069,264,4,54,Ward 9,43,2012
262,39,1341,12,MAGRATH HEIGHTS,5476,1069,264,4,54,Ward 9,43,2012
263,21,529,1,OGILVIE RIDGE,5300,299,108,1,23,Ward 9,21,2012
263,21,529,2,OGILVIE RIDGE,5300,299,108,1,23,Ward 9,21,2012
263,21,529,3,OGILVIE RIDGE,5300,299,108,1,23,Ward 9,21,2012
263,21,529,4,OGILVIE RIDGE,5300,299,108,2,23,Ward 9,21,2012
263,21,529,5,OGILVIE RIDGE,5300,299,108,2,23,Ward 9,21,2012
263,21,529,6,OGILVIE RIDGE,5300,299,108,2,23,Ward 9,21,2012
263,21,529,7,OGILVIE RIDGE,5300,299,108,3,23,Ward 9,21,2012
263,21,529,8,OGILVIE RIDGE,5300,299,108,3,23,Ward 9,21,2012
263,21,529,9,OGILVIE RIDGE,5300,299,108,3,23,Ward 9,21,2012
263,21,529,10,OGILVIE RIDGE,5300,299,108,4,23,Ward 9,21,2012
263,21,529,11,OGILVIE RIDGE,5300,299,108,4,23,Ward 9,21,2012
263,21,529,12,OGILVIE RIDGE,5300,299,108,4,23,Ward 9,21,2012
264,151,1494,1,RAMSAY HEIGHTS,5340,1215,197,1,191,Ward 9,101,2012
264,151,1494,2,RAMSAY HEIGHTS,5340,1215,197,1,191,Ward 9,101,2012
264,151,1494,3,RAMSAY HEIGHTS,5340,1215,197,1,191,Ward 9,101,2012
264,151,1494,4,RAMSAY HEIGHTS,5340,1215,197,2,191,Ward 9,101,2012
264,151,1494,5,RAMSAY HEIGHTS,5340,1215,197,2,191,Ward 9,101,2012
264,151,1494,6,RAMSAY HEIGHTS,5340,1215,197,2,191,Ward 9,101,2012
264,151,1494,7,RAMSAY HEIGHTS,5340,1215,197,3,191,Ward 9,101,2012
264,151,1494,8,RAMSAY HEIGHTS,5340,1215,197,3,191,Ward 9,101,2012
264,151,1494,9,RAMSAY HEIGHTS,5340,1215,197,3,191,Ward 9,101,2012
264,151,1494,10,RAMSAY HEIGHTS,5340,1215,197,4,191,Ward 9,101,2012
264,151,1494,11,RAMSAY HEIGHTS,5340,1215,197,4,191,Ward 9,101,2012
264,151,1494,12,RAMSAY HEIGHTS,5340,1215,197,4,191,Ward 9,101,2012
265,69,1743,1,RHATIGAN RIDGE,5350,1133,125,1,101,Ward 9,81,2012
265,69,1743,2,RHATIGAN RIDGE,5350,1133,125,1,101,Ward 9,81,2012
265,69,1743,3,RHATIGAN RIDGE,5350,1133,125,1,101,Ward 9,81,2012
265,69,1743,4,RHATIGAN RIDGE,5350,1133,125,2,101,Ward 9,81,2012
265,69,1743,5,RHATIGAN RIDGE,5350,1133,125,2,101,Ward 9,81,2012
265,69,1743,6,RHATIGAN RIDGE,5350,1133,125,2,101,Ward 9,81,2012
265,69,1743,7,RHATIGAN RIDGE,5350,1133,125,3,101,Ward 9,81,2012
265,69,1743,8,RHATIGAN RIDGE,5350,1133,125,3,101,Ward 9,81,2012
265,69,1743,9,RHATIGAN RIDGE,5350,1133,125,3,101,Ward 9,81,2012
265,69,1743,10,RHATIGAN RIDGE,5350,1133,125,4,101,Ward 9,81,2012
265,69,1743,11,RHATIGAN RIDGE,5350,1133,125,4,101,Ward 9,81,2012
265,69,1743,12,RHATIGAN RIDGE,5350,1133,125,4,101,Ward 9,81,2012
266,12,269,1,RICHFORD,5451,164,55,1,12,Ward 9,18,2012
266,12,269,2,RICHFORD,5451,164,55,1,12,Ward 9,18,2012
266,12,269,3,RICHFORD,5451,164,55,1,12,Ward 9,18,2012
266,12,269,4,RICHFORD,5451,164,55,2,12,Ward 9,18,2012
266,12,269,5,RICHFORD,5451,164,55,2,12,Ward 9,18,2012
266,12,269,6,RICHFORD,5451,164,55,2,12,Ward 9,18,2012
266,12,269,7,RICHFORD,5451,164,55,3,12,Ward 9,18,2012
266,12,269,8,RICHFORD,5451,164,55,3,12,Ward 9,18,2012
266,12,269,9,RICHFORD,5451,164,55,3,12,Ward 9,18,2012
266,12,269,10,RICHFORD,5451,164,55,4,12,Ward 9,18,2012
266,12,269,11,RICHFORD,5451,164,55,4,12,Ward 9,18,2012
266,12,269,12,RICHFORD,5451,164,55,4,12,Ward 9,18,2012
267,0,0,1,RIVER VALLEY FORT EDMONTON,5401,0,0,1,0,Ward 9,0,2012
267,0,0,2,RIVER VALLEY FORT EDMONTON,5401,0,0,1,0,Ward 9,0,2012
267,0,0,3,RIVER VALLEY FORT EDMONTON,5401,0,0,1,0,Ward 9,0,2012
267,0,0,4,RIVER VALLEY FORT EDMONTON,5401,0,0,2,0,Ward 9,0,2012
267,0,0,5,RIVER VALLEY FORT EDMONTON,5401,0,0,2,0,Ward 9,0,2012
267,0,0,6,RIVER VALLEY FORT EDMONTON,5401,0,0,2,0,Ward 9,0,2012
267,0,0,7,RIVER VALLEY FORT EDMONTON,5401,0,0,3,0,Ward 9,0,2012
267,0,0,8,RIVER VALLEY FORT EDMONTON,5401,0,0,3,0,Ward 9,0,2012
267,0,0,9,RIVER VALLEY FORT EDMONTON,5401,0,0,3,0,Ward 9,0,2012
267,0,0,10,RIVER VALLEY FORT EDMONTON,5401,0,0,4,0,Ward 9,0,2012
267,0,0,11,RIVER VALLEY FORT EDMONTON,5401,0,0,4,0,Ward 9,0,2012
267,0,0,12,RIVER VALLEY FORT EDMONTON,5401,0,0,4,0,Ward 9,0,2012
268,0,0,1,RIVER VALLEY TERWILLEGAR,5380,0,0,1,0,Ward 9,0,2012
268,0,0,2,RIVER VALLEY TERWILLEGAR,5380,0,0,1,0,Ward 9,0,2012
268,0,0,3,RIVER VALLEY TERWILLEGAR,5380,0,0,1,0,Ward 9,0,2012
268,0,0,4,RIVER VALLEY TERWILLEGAR,5380,0,0,2,0,Ward 9,0,2012
268,0,0,5,RIVER VALLEY TERWILLEGAR,5380,0,0,2,0,Ward 9,0,2012
268,0,0,6,RIVER VALLEY TERWILLEGAR,5380,0,0,2,0,Ward 9,0,2012
268,0,0,7,RIVER VALLEY TERWILLEGAR,5380,0,0,3,0,Ward 9,0,2012
268,0,0,8,RIVER VALLEY TERWILLEGAR,5380,0,0,3,0,Ward 9,0,2012
268,0,0,9,RIVER VALLEY TERWILLEGAR,5380,0,0,3,0,Ward 9,0,2012
268,0,0,10,RIVER VALLEY TERWILLEGAR,5380,0,0,4,0,Ward 9,0,2012
268,0,0,11,RIVER VALLEY TERWILLEGAR,5380,0,0,4,0,Ward 9,0,2012
268,0,0,12,RIVER VALLEY TERWILLEGAR,5380,0,0,4,0,Ward 9,0,2012
269,0,0,1,RIVER VALLEY WINDERMERE,5405,0,0,1,0,Ward 9,0,2012
269,0,0,2,RIVER VALLEY WINDERMERE,5405,0,0,1,0,Ward 9,0,2012
269,0,0,3,RIVER VALLEY WINDERMERE,5405,0,0,1,0,Ward 9,0,2012
269,0,0,4,RIVER VALLEY WINDERMERE,5405,0,0,2,0,Ward 9,0,2012
269,0,0,5,RIVER VALLEY WINDERMERE,5405,0,0,2,0,Ward 9,0,2012
269,0,0,6,RIVER VALLEY WINDERMERE,5405,0,0,2,0,Ward 9,0,2012
269,0,0,7,RIVER VALLEY WINDERMERE,5405,0,0,3,0,Ward 9,0,2012
269,0,0,8,RIVER VALLEY WINDERMERE,5405,0,0,3,0,Ward 9,0,2012
269,0,0,9,RIVER VALLEY WINDERMERE,5405,0,0,3,0,Ward 9,0,2012
269,0,0,10,RIVER VALLEY WINDERMERE,5405,0,0,4,0,Ward 9,0,2012
269,0,0,11,RIVER VALLEY WINDERMERE,5405,0,0,4,0,Ward 9,0,2012
269,0,0,12,RIVER VALLEY WINDERMERE,5405,0,0,4,0,Ward 9,0,2012
270,389,3439,1,RUTHERFORD,5454,3119,1133,1,244,Ward 9,83,2012
270,389,3439,2,RUTHERFORD,5454,3119,1133,1,244,Ward 9,83,2012
270,389,3439,3,RUTHERFORD,5454,3119,1133,1,244,Ward 9,83,2012
270,389,3439,4,RUTHERFORD,5454,3119,1133,2,244,Ward 9,83,2012
270,389,3439,5,RUTHERFORD,5454,3119,1133,2,244,Ward 9,83,2012
270,389,3439,6,RUTHERFORD,5454,3119,1133,2,244,Ward 9,83,2012
270,389,3439,7,RUTHERFORD,5454,3119,1133,3,244,Ward 9,83,2012
270,389,3439,8,RUTHERFORD,5454,3119,1133,3,244,Ward 9,83,2012
270,389,3439,9,RUTHERFORD,5454,3119,1133,3,244,Ward 9,83,2012
270,389,3439,10,RUTHERFORD,5454,3119,1133,4,244,Ward 9,83,2012
270,389,3439,11,RUTHERFORD,5454,3119,1133,4,244,Ward 9,83,2012
270,389,3439,12,RUTHERFORD,5454,3119,1133,4,244,Ward 9,83,2012
271,458,3019,1,SOUTH TERWILLEGAR,5641,2969,747,1,290,Ward 9,49,2012
271,458,3019,2,SOUTH TERWILLEGAR,5641,2969,747,1,290,Ward 9,49,2012
271,458,3019,3,SOUTH TERWILLEGAR,5641,2969,747,1,290,Ward 9,49,2012
271,458,3019,4,SOUTH TERWILLEGAR,5641,2969,747,2,290,Ward 9,49,2012
271,458,3019,5,SOUTH TERWILLEGAR,5641,2969,747,2,290,Ward 9,49,2012
271,458,3019,6,SOUTH TERWILLEGAR,5641,2969,747,2,290,Ward 9,49,2012
271,458,3019,7,SOUTH TERWILLEGAR,5641,2969,747,3,290,Ward 9,49,2012
271,458,3019,8,SOUTH TERWILLEGAR,5641,2969,747,3,290,Ward 9,49,2012
271,458,3019,9,SOUTH TERWILLEGAR,5641,2969,747,3,290,Ward 9,49,2012
271,458,3019,10,SOUTH TERWILLEGAR,5641,2969,747,4,290,Ward 9,49,2012
271,458,3019,11,SOUTH TERWILLEGAR,5641,2969,747,4,290,Ward 9,49,2012
271,458,3019,12,SOUTH TERWILLEGAR,5641,2969,747,4,290,Ward 9,49,2012
272,229,2580,1,TERWILLEGAR TOWNE,5640,2390,990,1,237,Ward 9,201,2012
272,229,2580,2,TERWILLEGAR TOWNE,5640,2390,990,1,237,Ward 9,201,2012
272,229,2580,3,TERWILLEGAR TOWNE,5640,2390,990,1,237,Ward 9,201,2012
272,229,2580,4,TERWILLEGAR TOWNE,5640,2390,990,2,237,Ward 9,201,2012
272,229,2580,5,TERWILLEGAR TOWNE,5640,2390,990,2,237,Ward 9,201,2012
272,229,2580,6,TERWILLEGAR TOWNE,5640,2390,990,2,237,Ward 9,201,2012
272,229,2580,7,TERWILLEGAR TOWNE,5640,2390,990,3,237,Ward 9,201,2012
272,229,2580,8,TERWILLEGAR TOWNE,5640,2390,990,3,237,Ward 9,201,2012
272,229,2580,9,TERWILLEGAR TOWNE,5640,2390,990,3,237,Ward 9,201,2012
272,229,2580,10,TERWILLEGAR TOWNE,5640,2390,990,4,237,Ward 9,201,2012
272,229,2580,11,TERWILLEGAR TOWNE,5640,2390,990,4,237,Ward 9,201,2012
272,229,2580,12,TERWILLEGAR TOWNE,5640,2390,990,4,237,Ward 9,201,2012
273,142,3130,1,TWIN BROOKS,5511,2269,540,1,191,Ward 9,163,2012
273,142,3130,2,TWIN BROOKS,5511,2269,540,1,191,Ward 9,163,2012
273,142,3130,3,TWIN BROOKS,5511,2269,540,1,191,Ward 9,163,2012
273,142,3130,4,TWIN BROOKS,5511,2269,540,2,191,Ward 9,163,2012
273,142,3130,5,TWIN BROOKS,5511,2269,540,2,191,Ward 9,163,2012
273,142,3130,6,TWIN BROOKS,5511,2269,540,2,191,Ward 9,163,2012
273,142,3130,7,TWIN BROOKS,5511,2269,540,3,191,Ward 9,163,2012
273,142,3130,8,TWIN BROOKS,5511,2269,540,3,191,Ward 9,163,2012
273,142,3130,9,TWIN BROOKS,5511,2269,540,3,191,Ward 9,163,2012
273,142,3130,10,TWIN BROOKS,5511,2269,540,4,191,Ward 9,163,2012
273,142,3130,11,TWIN BROOKS,5511,2269,540,4,191,Ward 9,163,2012
273,142,3130,12,TWIN BROOKS,5511,2269,540,4,191,Ward 9,163,2012
274,0,0,1,WHITEMUD CREEK RAVINE TWIN BROOKS,5565,0,0,1,0,Ward 9,0,2012
274,0,0,2,WHITEMUD CREEK RAVINE TWIN BROOKS,5565,0,0,1,0,Ward 9,0,2012
274,0,0,3,WHITEMUD CREEK RAVINE TWIN BROOKS,5565,0,0,1,0,Ward 9,0,2012
274,0,0,4,WHITEMUD CREEK RAVINE TWIN BROOKS,5565,0,0,2,0,Ward 9,0,2012
274,0,0,5,WHITEMUD CREEK RAVINE TWIN BROOKS,5565,0,0,2,0,Ward 9,0,2012
274,0,0,6,WHITEMUD CREEK RAVINE TWIN BROOKS,5565,0,0,2,0,Ward 9,0,2012
274,0,0,7,WHITEMUD CREEK RAVINE TWIN BROOKS,5565,0,0,3,0,Ward 9,0,2012
274,0,0,8,WHITEMUD CREEK RAVINE TWIN BROOKS,5565,0,0,3,0,Ward 9,0,2012
274,0,0,9,WHITEMUD CREEK RAVINE TWIN BROOKS,5565,0,0,3,0,Ward 9,0,2012
274,0,0,10,WHITEMUD CREEK RAVINE TWIN BROOKS,5565,0,0,4,0,Ward 9,0,2012
274,0,0,11,WHITEMUD CREEK RAVINE TWIN BROOKS,5565,0,0,4,0,Ward 9,0,2012
274,0,0,12,WHITEMUD CREEK RAVINE TWIN BROOKS,5565,0,0,4,0,Ward 9,0,2012
275,104,962,1,WINDERMERE,5570,759,246,1,60,Ward 9,5,2012
275,104,962,2,WINDERMERE,5570,759,246,1,60,Ward 9,5,2012
275,104,962,3,WINDERMERE,5570,759,246,1,60,Ward 9,5,2012
275,104,962,4,WINDERMERE,5570,759,246,2,60,Ward 9,5,2012
275,104,962,5,WINDERMERE,5570,759,246,2,60,Ward 9,5,2012
275,104,962,6,WINDERMERE,5570,759,246,2,60,Ward 9,5,2012
275,104,962,7,WINDERMERE,5570,759,246,3,60,Ward 9,5,2012
275,104,962,8,WINDERMERE,5570,759,246,3,60,Ward 9,5,2012
275,104,962,9,WINDERMERE,5570,759,246,3,60,Ward 9,5,2012
275,104,962,10,WINDERMERE,5570,759,246,4,60,Ward 9,5,2012
275,104,962,11,WINDERMERE,5570,759,246,4,60,Ward 9,5,2012
275,104,962,12,WINDERMERE,5570,759,246,4,60,Ward 9,5,2012
276,0,0,1,WINDERMERE AREA,5575,0,0,1,0,Ward 9,0,2012
276,0,0,2,WINDERMERE AREA,5575,0,0,1,0,Ward 9,0,2012
276,0,0,3,WINDERMERE AREA,5575,0,0,1,0,Ward 9,0,2012
276,0,0,4,WINDERMERE AREA,5575,0,0,2,0,Ward 9,0,2012
276,0,0,5,WINDERMERE AREA,5575,0,0,2,0,Ward 9,0,2012
276,0,0,6,WINDERMERE AREA,5575,0,0,2,0,Ward 9,0,2012
276,0,0,7,WINDERMERE AREA,5575,0,0,3,0,Ward 9,0,2012
276,0,0,8,WINDERMERE AREA,5575,0,0,3,0,Ward 9,0,2012
276,0,0,9,WINDERMERE AREA,5575,0,0,3,0,Ward 9,0,2012
276,0,0,10,WINDERMERE AREA,5575,0,0,4,0,Ward 9,0,2012
276,0,0,11,WINDERMERE AREA,5575,0,0,4,0,Ward 9,0,2012
276,0,0,12,WINDERMERE AREA,5575,0,0,4,0,Ward 9,0,2012
277,200,680,1,ALLENDALE,5010,1244,319,1,192,Ward 10,87,2012
277,200,680,2,ALLENDALE,5010,1244,319,1,192,Ward 10,87,2012
277,200,680,3,ALLENDALE,5010,1244,319,1,192,Ward 10,87,2012
277,200,680,4,ALLENDALE,5010,1244,319,2,192,Ward 10,87,2012
277,200,680,5,ALLENDALE,5010,1244,319,2,192,Ward 10,87,2012
277,200,680,6,ALLENDALE,5010,1244,319,2,192,Ward 10,87,2012
277,200,680,7,ALLENDALE,5010,1244,319,3,192,Ward 10,87,2012
277,200,680,8,ALLENDALE,5010,1244,319,3,192,Ward 10,87,2012
277,200,680,9,ALLENDALE,5010,1244,319,3,192,Ward 10,87,2012
277,200,680,10,ALLENDALE,5010,1244,319,4,192,Ward 10,87,2012
277,200,680,11,ALLENDALE,5010,1244,319,4,192,Ward 10,87,2012
277,200,680,12,ALLENDALE,5010,1244,319,4,192,Ward 10,87,2012
278,68,764,1,ASPEN GARDENS,5020,606,90,1,67,Ward 10,43,2012
278,68,764,2,ASPEN GARDENS,5020,606,90,1,67,Ward 10,43,2012
278,68,764,3,ASPEN GARDENS,5020,606,90,1,67,Ward 10,43,2012
278,68,764,4,ASPEN GARDENS,5020,606,90,2,67,Ward 10,43,2012
278,68,764,5,ASPEN GARDENS,5020,606,90,2,67,Ward 10,43,2012
278,68,764,6,ASPEN GARDENS,5020,606,90,2,67,Ward 10,43,2012
278,68,764,7,ASPEN GARDENS,5020,606,90,3,67,Ward 10,43,2012
278,68,764,8,ASPEN GARDENS,5020,606,90,3,67,Ward 10,43,2012
278,68,764,9,ASPEN GARDENS,5020,606,90,3,67,Ward 10,43,2012
278,68,764,10,ASPEN GARDENS,5020,606,90,4,67,Ward 10,43,2012
278,68,764,11,ASPEN GARDENS,5020,606,90,4,67,Ward 10,43,2012
278,68,764,12,ASPEN GARDENS,5020,606,90,4,67,Ward 10,43,2012
279,29,1117,1,BEARSPAW,5030,447,363,1,78,Ward 10,92,2012
279,29,1117,2,BEARSPAW,5030,447,363,1,78,Ward 10,92,2012
279,29,1117,3,BEARSPAW,5030,447,363,1,78,Ward 10,92,2012
279,29,1117,4,BEARSPAW,5030,447,363,2,78,Ward 10,92,2012
