NEIGHBOURHOOD,AGE,FEMALE,MALE
CAMERON HEIGHTS,68,1,1
CAMERON HEIGHTS,69,0,0
CAMERON HEIGHTS,70,0,1
CAMERON HEIGHTS,71,0,0
CAMERON HEIGHTS,72,0,0
CAMERON HEIGHTS,73,0,1
CAMERON HEIGHTS,74,0,0
CAMERON HEIGHTS,75,0,1
CAMERON HEIGHTS,76,0,0
CAMERON HEIGHTS,77,0,0
CAMERON HEIGHTS,78,0,0
CAMERON HEIGHTS,79,0,0
CAMERON HEIGHTS,80,0,0
CAMERON HEIGHTS,81,0,0
CAMERON HEIGHTS,82,0,0
CAMERON HEIGHTS,83,0,0
CAMERON HEIGHTS,84,0,0
CAMERON HEIGHTS,85+,0,0
CAMERON HEIGHTS,No Response,10,7
CANON RIDGE,0,14,9
CANON RIDGE,1,12,13
CANON RIDGE,2,7,14
CANON RIDGE,3,12,11
CANON RIDGE,4,8,10
CANON RIDGE,5,12,11
CANON RIDGE,6,8,5
CANON RIDGE,7,8,8
CANON RIDGE,8,8,8
CANON RIDGE,9,8,11
CANON RIDGE,10,3,6
CANON RIDGE,11,12,11
CANON RIDGE,12,7,8
CANON RIDGE,13,7,15
CANON RIDGE,14,5,8
CANON RIDGE,15,5,6
CANON RIDGE,16,9,7
CANON RIDGE,17,6,5
CANON RIDGE,18,6,6
CANON RIDGE,19,7,13
CANON RIDGE,20,8,9
CANON RIDGE,21,11,11
CANON RIDGE,22,18,15
CANON RIDGE,23,25,24
CANON RIDGE,24,17,15
CANON RIDGE,25,15,21
CANON RIDGE,26,18,19
CANON RIDGE,27,20,24
CANON RIDGE,28,23,27
CANON RIDGE,29,17,17
CANON RIDGE,30,15,19
CANON RIDGE,31,16,20
CANON RIDGE,32,14,15
CANON RIDGE,33,13,17
CANON RIDGE,34,21,19
CANON RIDGE,35,11,14
CANON RIDGE,36,11,10
CANON RIDGE,37,8,8
CANON RIDGE,38,5,7
CANON RIDGE,39,9,10
CANON RIDGE,40,8,13
CANON RIDGE,41,13,11
CANON RIDGE,42,3,9
CANON RIDGE,43,1,5
CANON RIDGE,44,4,7
CANON RIDGE,45,15,7
CANON RIDGE,46,13,8
CANON RIDGE,47,8,6
CANON RIDGE,48,8,10
CANON RIDGE,49,4,10
CANON RIDGE,50,8,10
CANON RIDGE,51,12,8
CANON RIDGE,52,12,6
CANON RIDGE,53,6,8
CANON RIDGE,54,6,17
CANON RIDGE,55,8,7
CANON RIDGE,56,5,4
CANON RIDGE,57,5,6
CANON RIDGE,58,9,6
CANON RIDGE,59,8,7
CANON RIDGE,60,4,3
CANON RIDGE,61,13,8
CANON RIDGE,62,5,7
CANON RIDGE,63,7,7
CANON RIDGE,64,9,5
CANON RIDGE,65,5,2
CANON RIDGE,66,7,4
CANON RIDGE,67,3,3
CANON RIDGE,68,3,3
CANON RIDGE,69,4,3
CANON RIDGE,70,5,0
CANON RIDGE,71,4,3
CANON RIDGE,72,2,1
CANON RIDGE,73,2,3
CANON RIDGE,74,4,4
CANON RIDGE,75,2,4
CANON RIDGE,76,4,3
CANON RIDGE,77,4,0
CANON RIDGE,78,3,3
CANON RIDGE,79,5,2
CANON RIDGE,80,2,1
CANON RIDGE,81,3,3
CANON RIDGE,82,1,3
CANON RIDGE,83,3,1
CANON RIDGE,84,1,0
CANON RIDGE,85+,3,0
CANON RIDGE,No Response,108,141
CANORA,0,9,8
CANORA,1,5,10
CANORA,2,14,13
CANORA,3,8,5
CANORA,4,13,10
CANORA,5,9,13
CANORA,6,5,12
CANORA,7,4,7
CANORA,8,7,10
CANORA,9,7,14
CANORA,10,8,11
CANORA,11,13,18
CANORA,12,11,16
CANORA,13,17,17
CANORA,14,11,12
CANORA,15,8,8
CANORA,16,15,16
CANORA,17,11,13
CANORA,18,16,23
CANORA,19,27,18
CANORA,20,26,20
CANORA,21,21,23
CANORA,22,20,31
CANORA,23,24,25
CANORA,24,15,20
CANORA,25,19,24
CANORA,26,23,24
CANORA,27,16,23
CANORA,28,26,28
CANORA,29,28,27
CANORA,30,23,24
CANORA,31,22,26
CANORA,32,17,23
CANORA,33,17,19
CANORA,34,14,19
CANORA,35,27,26
CANORA,36,18,20
CANORA,37,10,18
CANORA,38,19,31
CANORA,39,17,22
CANORA,40,25,25
CANORA,41,13,21
CANORA,42,18,20
CANORA,43,15,16
CANORA,44,29,25
CANORA,45,12,25
CANORA,46,26,25
CANORA,47,16,22
CANORA,48,26,27
CANORA,49,30,17
CANORA,50,13,22
CANORA,51,18,19
CANORA,52,21,14
CANORA,53,14,24
CANORA,54,26,14
CANORA,55,16,13
CANORA,56,12,10
CANORA,57,12,8
CANORA,58,14,22
CANORA,59,15,13
CANORA,60,14,15
CANORA,61,10,12
CANORA,62,11,13
CANORA,63,12,9
CANORA,64,16,15
CANORA,65,10,13
CANORA,66,15,12
CANORA,67,10,7
CANORA,68,6,14
CANORA,69,10,6
CANORA,70,11,7
CANORA,71,7,8
CANORA,72,11,5
CANORA,73,10,9
CANORA,74,8,6
CANORA,75,3,5
CANORA,76,6,3
CANORA,77,10,9
CANORA,78,13,4
CANORA,79,11,5
CANORA,80,5,3
CANORA,81,6,3
CANORA,82,5,4
CANORA,83,2,2
CANORA,84,1,1
CANORA,85+,60,37
CANORA,No Response,298,374
CANOSSA,0,29,25
CANOSSA,1,28,37
CANOSSA,2,34,30
CANOSSA,3,24,26
CANOSSA,4,23,23
CANOSSA,5,26,15
CANOSSA,6,26,20
CANOSSA,7,18,20
CANOSSA,8,19,21
CANOSSA,9,14,20
CANOSSA,10,18,15
CANOSSA,11,19,23
CANOSSA,12,23,16
CANOSSA,13,20,23
CANOSSA,14,23,19
CANOSSA,15,18,23
CANOSSA,16,23,15
CANOSSA,17,20,23
CANOSSA,18,23,19
CANOSSA,19,18,9
CANOSSA,20,11,19
CANOSSA,21,17,20
CANOSSA,22,21,25
CANOSSA,23,19,19
CANOSSA,24,20,27
CANOSSA,25,27,23
CANOSSA,26,30,18
CANOSSA,27,30,29
CANOSSA,28,22,32
CANOSSA,29,34,25
CANOSSA,30,37,31
CANOSSA,31,30,30
CANOSSA,32,25,21
CANOSSA,33,38,22
CANOSSA,34,35,40
CANOSSA,35,24,35
CANOSSA,36,23,33
CANOSSA,37,26,27
CANOSSA,38,26,25
CANOSSA,39,29,31
CANOSSA,40,27,23
CANOSSA,41,23,23
CANOSSA,42,26,18
CANOSSA,43,21,25
CANOSSA,44,22,23
CANOSSA,45,22,20
CANOSSA,46,22,22
CANOSSA,47,25,28
CANOSSA,48,25,22
CANOSSA,49,20,20
CANOSSA,50,22,18
CANOSSA,51,21,16
CANOSSA,52,19,21
CANOSSA,53,18,15
CANOSSA,54,12,18
CANOSSA,55,10,11
CANOSSA,56,11,11
CANOSSA,57,8,13
CANOSSA,58,11,14
CANOSSA,59,6,8
CANOSSA,60,5,10
CANOSSA,61,12,7
CANOSSA,62,7,4
CANOSSA,63,6,2
CANOSSA,64,4,2
CANOSSA,65,3,2
CANOSSA,66,1,1
CANOSSA,67,3,5
CANOSSA,68,2,2
CANOSSA,69,3,2
CANOSSA,70,4,3
CANOSSA,71,0,1
CANOSSA,72,2,0
CANOSSA,73,1,0
CANOSSA,74,2,2
CANOSSA,75,2,5
CANOSSA,76,0,0
CANOSSA,77,3,2
CANOSSA,78,0,1
CANOSSA,79,4,0
CANOSSA,80,4,1
CANOSSA,81,2,0
CANOSSA,82,1,0
CANOSSA,83,0,1
CANOSSA,84,0,0
CANOSSA,85+,9,6
CANOSSA,No Response,107,120
CAPILANO,0,9,13
CAPILANO,1,13,12
CAPILANO,2,11,11
CAPILANO,3,11,5
CAPILANO,4,17,10
CAPILANO,5,11,17
CAPILANO,6,9,16
CAPILANO,7,18,14
CAPILANO,8,15,16
CAPILANO,9,13,11
CAPILANO,10,15,18
CAPILANO,11,15,13
CAPILANO,12,25,28
CAPILANO,13,14,19
CAPILANO,14,20,18
CAPILANO,15,11,20
CAPILANO,16,17,19
CAPILANO,17,13,23
CAPILANO,18,15,26
CAPILANO,19,12,23
CAPILANO,20,18,25
CAPILANO,21,12,20
CAPILANO,22,11,13
CAPILANO,23,15,14
CAPILANO,24,8,14
CAPILANO,25,9,9
CAPILANO,26,2,9
CAPILANO,27,9,5
CAPILANO,28,8,8
CAPILANO,29,12,16
CAPILANO,30,3,10
CAPILANO,31,10,7
CAPILANO,32,7,7
CAPILANO,33,16,12
CAPILANO,34,10,7
CAPILANO,35,9,15
CAPILANO,36,13,10
CAPILANO,37,9,11
CAPILANO,38,20,17
CAPILANO,39,21,14
CAPILANO,40,18,15
CAPILANO,41,21,13
CAPILANO,42,16,22
CAPILANO,43,15,19
CAPILANO,44,21,26
CAPILANO,45,25,21
CAPILANO,46,38,24
CAPILANO,47,25,29
CAPILANO,48,30,34
CAPILANO,49,37,34
CAPILANO,50,27,26
CAPILANO,51,24,22
CAPILANO,52,27,29
CAPILANO,53,23,33
CAPILANO,54,18,26
CAPILANO,55,19,28
CAPILANO,56,23,17
CAPILANO,57,16,17
CAPILANO,58,18,16
CAPILANO,59,13,17
CAPILANO,60,9,23
CAPILANO,61,12,16
CAPILANO,62,13,13
CAPILANO,63,6,13
CAPILANO,64,15,8
CAPILANO,65,16,6
CAPILANO,66,13,14
CAPILANO,67,9,10
CAPILANO,68,15,7
CAPILANO,69,9,9
CAPILANO,70,11,8
CAPILANO,71,12,7
CAPILANO,72,12,12
CAPILANO,73,18,12
CAPILANO,74,15,11
CAPILANO,75,9,10
CAPILANO,76,14,8
CAPILANO,77,17,19
CAPILANO,78,11,10
CAPILANO,79,10,13
CAPILANO,80,13,8
CAPILANO,81,11,14
CAPILANO,82,11,12
CAPILANO,83,6,17
CAPILANO,84,10,9
CAPILANO,85+,28,17
CAPILANO,No Response,61,67
CARLISLE,0,29,21
CARLISLE,1,23,26
CARLISLE,2,23,25
CARLISLE,3,23,28
CARLISLE,4,22,30
CARLISLE,5,15,26
CARLISLE,6,28,26
CARLISLE,7,23,27
CARLISLE,8,25,22
CARLISLE,9,31,31
CARLISLE,10,29,21
CARLISLE,11,22,23
CARLISLE,12,16,30
CARLISLE,13,28,19
CARLISLE,14,33,16
CARLISLE,15,34,22
CARLISLE,16,25,26
CARLISLE,17,21,28
CARLISLE,18,29,28
CARLISLE,19,28,15
CARLISLE,20,24,23
CARLISLE,21,34,31
CARLISLE,22,28,26
CARLISLE,23,33,28
CARLISLE,24,33,34
CARLISLE,25,34,23
CARLISLE,26,20,28
CARLISLE,27,28,24
CARLISLE,28,24,37
CARLISLE,29,26,31
CARLISLE,30,22,27
CARLISLE,31,22,18
CARLISLE,32,26,26
CARLISLE,33,22,16
CARLISLE,34,28,27
CARLISLE,35,21,17
CARLISLE,36,23,23
CARLISLE,37,25,18
CARLISLE,38,24,21
CARLISLE,39,24,21
CARLISLE,40,25,21
CARLISLE,41,26,27
CARLISLE,42,26,20
CARLISLE,43,28,18
CARLISLE,44,33,25
CARLISLE,45,18,34
CARLISLE,46,27,23
CARLISLE,47,19,18
CARLISLE,48,37,29
CARLISLE,49,30,26
CARLISLE,50,26,24
CARLISLE,51,33,24
CARLISLE,52,27,16
CARLISLE,53,35,30
CARLISLE,54,25,31
CARLISLE,55,20,17
CARLISLE,56,16,18
CARLISLE,57,17,23
CARLISLE,58,20,19
CARLISLE,59,18,19
CARLISLE,60,27,15
CARLISLE,61,10,16
CARLISLE,62,25,18
CARLISLE,63,11,15
CARLISLE,64,17,8
CARLISLE,65,12,12
CARLISLE,66,9,13
CARLISLE,67,9,9
CARLISLE,68,8,11
CARLISLE,69,9,11
CARLISLE,70,10,10
CARLISLE,71,7,8
CARLISLE,72,7,5
CARLISLE,73,5,5
CARLISLE,74,11,7
CARLISLE,75,4,10
CARLISLE,76,8,3
CARLISLE,77,6,4
CARLISLE,78,9,3
CARLISLE,79,2,3
CARLISLE,80,4,3
CARLISLE,81,5,3
CARLISLE,82,2,3
CARLISLE,83,0,3
CARLISLE,84,0,0
CARLISLE,85+,13,7
CARLISLE,No Response,269,237
CARLTON,0,17,22
CARLTON,1,23,18
CARLTON,2,16,31
CARLTON,3,12,25
CARLTON,4,21,24
CARLTON,5,24,22
CARLTON,6,20,20
CARLTON,7,16,19
CARLTON,8,20,21
CARLTON,9,14,12
CARLTON,10,18,10
CARLTON,11,11,12
CARLTON,12,14,13
CARLTON,13,6,10
CARLTON,14,9,11
CARLTON,15,5,16
CARLTON,16,11,14
CARLTON,17,12,7
CARLTON,18,10,14
CARLTON,19,11,7
CARLTON,20,19,12
CARLTON,21,6,11
CARLTON,22,13,14
CARLTON,23,10,19
CARLTON,24,19,15
CARLTON,25,11,15
CARLTON,26,14,19
CARLTON,27,27,18
CARLTON,28,24,17
CARLTON,29,23,18
CARLTON,30,13,23
CARLTON,31,19,20
CARLTON,32,21,22
CARLTON,33,23,12
CARLTON,34,22,28
CARLTON,35,12,18
CARLTON,36,24,20
CARLTON,37,15,15
CARLTON,38,22,20
CARLTON,39,24,24
CARLTON,40,18,18
CARLTON,41,14,17
CARLTON,42,13,14
CARLTON,43,10,20
CARLTON,44,7,10
CARLTON,45,16,10
CARLTON,46,10,13
CARLTON,47,13,19
CARLTON,48,14,10
CARLTON,49,5,15
CARLTON,50,14,9
CARLTON,51,18,13
CARLTON,52,14,9
CARLTON,53,9,11
CARLTON,54,7,10
CARLTON,55,14,10
CARLTON,56,8,15
CARLTON,57,9,10
CARLTON,58,5,9
CARLTON,59,5,7
CARLTON,60,6,7
CARLTON,61,9,9
CARLTON,62,3,5
CARLTON,63,6,5
CARLTON,64,5,3
CARLTON,65,3,4
CARLTON,66,1,2
CARLTON,67,4,5
CARLTON,68,2,1
CARLTON,69,3,3
CARLTON,70,1,3
CARLTON,71,2,6
CARLTON,72,3,4
CARLTON,73,1,1
CARLTON,74,1,1
CARLTON,75,2,2
CARLTON,76,1,1
CARLTON,77,0,1
CARLTON,78,1,1
CARLTON,79,1,1
CARLTON,80,2,1
CARLTON,81,0,0
CARLTON,82,0,1
CARLTON,83,0,1
CARLTON,84,1,0
CARLTON,85+,3,0
CARLTON,No Response,79,98
CARTER CREST,0,6,3
CARTER CREST,1,7,8
CARTER CREST,2,3,4
CARTER CREST,3,7,5
CARTER CREST,4,6,7
CARTER CREST,5,9,4
CARTER CREST,6,8,7
CARTER CREST,7,11,11
CARTER CREST,8,13,10
CARTER CREST,9,12,7
CARTER CREST,10,10,7
CARTER CREST,11,12,8
CARTER CREST,12,7,14
CARTER CREST,13,13,9
CARTER CREST,14,10,13
CARTER CREST,15,11,12
CARTER CREST,16,14,12
CARTER CREST,17,17,6
CARTER CREST,18,9,13
CARTER CREST,19,17,15
CARTER CREST,20,23,11
CARTER CREST,21,7,13
CARTER CREST,22,8,9
CARTER CREST,23,11,8
CARTER CREST,24,4,10
CARTER CREST,25,4,9
CARTER CREST,26,3,7
CARTER CREST,27,2,5
CARTER CREST,28,6,8
CARTER CREST,29,5,5
CARTER CREST,30,0,2
CARTER CREST,31,3,6
CARTER CREST,32,10,6
CARTER CREST,33,3,6
CARTER CREST,34,7,5
CARTER CREST,35,3,4
CARTER CREST,36,10,5
CARTER CREST,37,8,4
CARTER CREST,38,15,8
CARTER CREST,39,10,7
CARTER CREST,40,13,13
CARTER CREST,41,15,11
CARTER CREST,42,15,13
CARTER CREST,43,7,11
CARTER CREST,44,13,12
CARTER CREST,45,20,24
CARTER CREST,46,15,19
CARTER CREST,47,21,16
CARTER CREST,48,14,18
CARTER CREST,49,22,10
CARTER CREST,50,17,16
CARTER CREST,51,21,18
CARTER CREST,52,22,11
CARTER CREST,53,15,19
CARTER CREST,54,9,11
CARTER CREST,55,20,11
CARTER CREST,56,15,9
CARTER CREST,57,7,14
CARTER CREST,58,13,11
CARTER CREST,59,15,13
CARTER CREST,60,14,8
CARTER CREST,61,14,15
CARTER CREST,62,6,14
CARTER CREST,63,9,10
CARTER CREST,64,12,10
CARTER CREST,65,9,11
CARTER CREST,66,4,9
CARTER CREST,67,6,2
CARTER CREST,68,0,7
CARTER CREST,69,5,3
CARTER CREST,70,5,3
CARTER CREST,71,6,3
CARTER CREST,72,7,9
CARTER CREST,73,5,3
CARTER CREST,74,3,5
CARTER CREST,75,5,3
CARTER CREST,76,8,5
CARTER CREST,77,4,5
CARTER CREST,78,7,3
CARTER CREST,79,5,3
CARTER CREST,80,1,2
CARTER CREST,81,2,3
CARTER CREST,82,5,2
CARTER CREST,83,2,4
CARTER CREST,84,2,3
CARTER CREST,85+,6,4
CARTER CREST,No Response,82,177
CASSELMAN,0,21,14
CASSELMAN,1,24,25
CASSELMAN,2,25,20
CASSELMAN,3,12,21
CASSELMAN,4,16,18
CASSELMAN,5,20,21
CASSELMAN,6,23,18
CASSELMAN,7,24,22
CASSELMAN,8,19,23
CASSELMAN,9,19,15
CASSELMAN,10,21,20
CASSELMAN,11,24,25
CASSELMAN,12,16,30
CASSELMAN,13,23,31
CASSELMAN,14,27,23
CASSELMAN,15,34,30
CASSELMAN,16,19,24
CASSELMAN,17,32,28
CASSELMAN,18,22,24
CASSELMAN,19,31,32
CASSELMAN,20,29,27
CASSELMAN,21,36,33
CASSELMAN,22,22,38
CASSELMAN,23,42,27
CASSELMAN,24,31,39
CASSELMAN,25,42,26
CASSELMAN,26,27,32
CASSELMAN,27,31,35
CASSELMAN,28,26,21
CASSELMAN,29,17,36
CASSELMAN,30,31,33
CASSELMAN,31,20,17
CASSELMAN,32,31,25
CASSELMAN,33,24,17
CASSELMAN,34,28,13
CASSELMAN,35,24,18
CASSELMAN,36,19,23
CASSELMAN,37,20,20
CASSELMAN,38,29,14
CASSELMAN,39,29,23
CASSELMAN,40,24,22
CASSELMAN,41,25,24
CASSELMAN,42,26,21
CASSELMAN,43,25,20
CASSELMAN,44,33,20
CASSELMAN,45,40,28
CASSELMAN,46,24,29
CASSELMAN,47,23,14
CASSELMAN,48,28,22
CASSELMAN,49,31,32
CASSELMAN,50,27,24
CASSELMAN,51,22,22
CASSELMAN,52,29,15
CASSELMAN,53,18,23
CASSELMAN,54,26,20
CASSELMAN,55,22,21
CASSELMAN,56,25,18
CASSELMAN,57,17,22
CASSELMAN,58,17,17
CASSELMAN,59,26,14
CASSELMAN,60,18,21
CASSELMAN,61,21,8
CASSELMAN,62,21,21
CASSELMAN,63,16,7
CASSELMAN,64,16,16
CASSELMAN,65,15,16
CASSELMAN,66,13,10
CASSELMAN,67,10,11
CASSELMAN,68,13,7
CASSELMAN,69,15,8
CASSELMAN,70,10,4
CASSELMAN,71,11,11
CASSELMAN,72,6,3
CASSELMAN,73,5,8
CASSELMAN,74,6,5
CASSELMAN,75,6,5
CASSELMAN,76,7,6
CASSELMAN,77,4,2
CASSELMAN,78,3,7
CASSELMAN,79,6,5
CASSELMAN,80,2,2
CASSELMAN,81,3,4
CASSELMAN,82,2,0
CASSELMAN,83,6,5
CASSELMAN,84,1,2
CASSELMAN,85+,6,3
CASSELMAN,No Response,106,114
CENTRAL MCDOUGALL,0,15,12
CENTRAL MCDOUGALL,1,22,28
CENTRAL MCDOUGALL,2,19,11
CENTRAL MCDOUGALL,3,14,20
CENTRAL MCDOUGALL,4,14,12
CENTRAL MCDOUGALL,5,16,18
CENTRAL MCDOUGALL,6,19,11
CENTRAL MCDOUGALL,7,14,12
CENTRAL MCDOUGALL,8,11,10
CENTRAL MCDOUGALL,9,7,13
CENTRAL MCDOUGALL,10,17,7
CENTRAL MCDOUGALL,11,7,8
CENTRAL MCDOUGALL,12,5,5
CENTRAL MCDOUGALL,13,4,5
CENTRAL MCDOUGALL,14,10,5
CENTRAL MCDOUGALL,15,6,5
CENTRAL MCDOUGALL,16,9,7
CENTRAL MCDOUGALL,17,13,14
CENTRAL MCDOUGALL,18,17,21
CENTRAL MCDOUGALL,19,17,21
CENTRAL MCDOUGALL,20,34,28
CENTRAL MCDOUGALL,21,29,27
CENTRAL MCDOUGALL,22,33,51
CENTRAL MCDOUGALL,23,37,31
CENTRAL MCDOUGALL,24,38,50
CENTRAL MCDOUGALL,25,48,49
CENTRAL MCDOUGALL,26,43,44
CENTRAL MCDOUGALL,27,31,34
CENTRAL MCDOUGALL,28,37,45
CENTRAL MCDOUGALL,29,35,40
CENTRAL MCDOUGALL,30,35,46
CENTRAL MCDOUGALL,31,26,30
CENTRAL MCDOUGALL,32,30,40
CENTRAL MCDOUGALL,33,27,39
CENTRAL MCDOUGALL,34,38,43
CENTRAL MCDOUGALL,35,29,27
CENTRAL MCDOUGALL,36,20,26
CENTRAL MCDOUGALL,37,25,24
CENTRAL MCDOUGALL,38,27,39
CENTRAL MCDOUGALL,39,27,29
CENTRAL MCDOUGALL,40,23,41
CENTRAL MCDOUGALL,41,27,35
CENTRAL MCDOUGALL,42,17,25
CENTRAL MCDOUGALL,43,20,26
CENTRAL MCDOUGALL,44,27,48
CENTRAL MCDOUGALL,45,17,26
CENTRAL MCDOUGALL,46,25,21
CENTRAL MCDOUGALL,47,21,29
CENTRAL MCDOUGALL,48,12,19
CENTRAL MCDOUGALL,49,25,26
CENTRAL MCDOUGALL,50,23,21
CENTRAL MCDOUGALL,51,23,21
CENTRAL MCDOUGALL,52,22,31
CENTRAL MCDOUGALL,53,15,27
CENTRAL MCDOUGALL,54,16,24
CENTRAL MCDOUGALL,55,18,24
CENTRAL MCDOUGALL,56,20,19
CENTRAL MCDOUGALL,57,14,22
CENTRAL MCDOUGALL,58,11,16
CENTRAL MCDOUGALL,59,20,16
CENTRAL MCDOUGALL,60,13,17
CENTRAL MCDOUGALL,61,20,15
CENTRAL MCDOUGALL,62,17,17
CENTRAL MCDOUGALL,63,13,15
CENTRAL MCDOUGALL,64,10,4
CENTRAL MCDOUGALL,65,4,4
CENTRAL MCDOUGALL,66,9,8
CENTRAL MCDOUGALL,67,1,8
CENTRAL MCDOUGALL,68,4,6
CENTRAL MCDOUGALL,69,3,5
CENTRAL MCDOUGALL,70,3,4
CENTRAL MCDOUGALL,71,4,2
CENTRAL MCDOUGALL,72,7,1
CENTRAL MCDOUGALL,73,4,4
CENTRAL MCDOUGALL,74,2,4
CENTRAL MCDOUGALL,75,2,4
CENTRAL MCDOUGALL,76,6,4
CENTRAL MCDOUGALL,77,4,1
CENTRAL MCDOUGALL,78,7,4
CENTRAL MCDOUGALL,79,0,2
CENTRAL MCDOUGALL,80,7,1
CENTRAL MCDOUGALL,81,7,0
CENTRAL MCDOUGALL,82,0,1
CENTRAL MCDOUGALL,83,2,0
CENTRAL MCDOUGALL,84,4,0
CENTRAL MCDOUGALL,85+,21,6
CENTRAL MCDOUGALL,No Response,795,965
CHAMBERY,0,13,11
CHAMBERY,1,17,15
CHAMBERY,2,21,21
CHAMBERY,3,12,12
CHAMBERY,4,17,9
CHAMBERY,5,11,18
CHAMBERY,6,13,15
CHAMBERY,7,14,8
CHAMBERY,8,11,12
CHAMBERY,9,16,16
CHAMBERY,10,9,14
CHAMBERY,11,7,9
CHAMBERY,12,8,10
CHAMBERY,13,9,10
CHAMBERY,14,10,13
CHAMBERY,15,7,12
CHAMBERY,16,7,9
CHAMBERY,17,9,7
CHAMBERY,18,8,9
CHAMBERY,19,8,15
CHAMBERY,20,6,9
CHAMBERY,21,6,11
CHAMBERY,22,3,9
CHAMBERY,23,4,11
CHAMBERY,24,14,8
CHAMBERY,25,5,10
CHAMBERY,26,8,9
CHAMBERY,27,12,4
CHAMBERY,28,18,18
CHAMBERY,29,18,8
CHAMBERY,30,16,15
CHAMBERY,31,10,19
CHAMBERY,32,20,8
CHAMBERY,33,12,23
CHAMBERY,34,18,13
CHAMBERY,35,13,21
CHAMBERY,36,23,15
CHAMBERY,37,14,14
CHAMBERY,38,18,13
CHAMBERY,39,13,11
CHAMBERY,40,11,25
CHAMBERY,41,10,22
CHAMBERY,42,15,8
CHAMBERY,43,10,21
CHAMBERY,44,17,9
CHAMBERY,45,15,14
CHAMBERY,46,12,9
CHAMBERY,47,11,12
CHAMBERY,48,23,13
CHAMBERY,49,15,15
CHAMBERY,50,10,16
CHAMBERY,51,8,7
CHAMBERY,52,5,9
CHAMBERY,53,12,11
CHAMBERY,54,9,5
CHAMBERY,55,10,16
CHAMBERY,56,6,6
CHAMBERY,57,5,6
CHAMBERY,58,6,7
CHAMBERY,59,3,6
CHAMBERY,60,4,7
CHAMBERY,61,3,2
CHAMBERY,62,4,7
CHAMBERY,63,6,7
CHAMBERY,64,2,0
CHAMBERY,65,5,5
CHAMBERY,66,1,1
CHAMBERY,67,2,2
CHAMBERY,68,2,2
CHAMBERY,69,1,1
CHAMBERY,70,2,2
CHAMBERY,71,2,1
CHAMBERY,72,3,1
CHAMBERY,73,1,1
CHAMBERY,74,1,1
CHAMBERY,75,0,2
CHAMBERY,76,0,0
CHAMBERY,77,0,0
CHAMBERY,78,0,0
CHAMBERY,79,0,1
CHAMBERY,80,0,0
CHAMBERY,81,0,0
CHAMBERY,82,0,0
CHAMBERY,83,1,0
CHAMBERY,84,1,0
CHAMBERY,85+,1,1
CHAMBERY,No Response,93,94
CHARLESWORTH,0,15,18
CHARLESWORTH,1,21,20
CHARLESWORTH,2,18,11
CHARLESWORTH,3,9,13
CHARLESWORTH,4,9,11
CHARLESWORTH,5,8,6
CHARLESWORTH,6,2,12
CHARLESWORTH,7,4,9
CHARLESWORTH,8,6,6
CHARLESWORTH,9,10,9
CHARLESWORTH,10,6,4
CHARLESWORTH,11,2,10
CHARLESWORTH,12,7,9
CHARLESWORTH,13,7,4
CHARLESWORTH,14,6,8
CHARLESWORTH,15,5,4
CHARLESWORTH,16,4,10
CHARLESWORTH,17,7,1
CHARLESWORTH,18,5,7
CHARLESWORTH,19,10,7
CHARLESWORTH,20,10,5
CHARLESWORTH,21,9,6
CHARLESWORTH,22,9,16
CHARLESWORTH,23,16,16
CHARLESWORTH,24,16,13
CHARLESWORTH,25,18,23
CHARLESWORTH,26,24,24
CHARLESWORTH,27,34,17
CHARLESWORTH,28,22,19
CHARLESWORTH,29,18,19
CHARLESWORTH,30,14,25
CHARLESWORTH,31,17,21
CHARLESWORTH,32,9,21
CHARLESWORTH,33,13,17
CHARLESWORTH,34,20,22
CHARLESWORTH,35,11,16
CHARLESWORTH,36,14,15
CHARLESWORTH,37,13,8
CHARLESWORTH,38,7,7
CHARLESWORTH,39,8,16
CHARLESWORTH,40,10,12
CHARLESWORTH,41,4,9
CHARLESWORTH,42,5,2
CHARLESWORTH,43,9,7
CHARLESWORTH,44,7,7
CHARLESWORTH,45,9,10
CHARLESWORTH,46,10,10
CHARLESWORTH,47,8,6
CHARLESWORTH,48,12,13
CHARLESWORTH,49,2,6
CHARLESWORTH,50,7,4
CHARLESWORTH,51,0,2
CHARLESWORTH,52,1,2
CHARLESWORTH,53,4,5
CHARLESWORTH,54,5,2
CHARLESWORTH,55,4,2
CHARLESWORTH,56,6,8
CHARLESWORTH,57,3,6
CHARLESWORTH,58,3,4
CHARLESWORTH,59,5,1
CHARLESWORTH,60,2,7
CHARLESWORTH,61,6,1
CHARLESWORTH,62,1,2
CHARLESWORTH,63,3,2
CHARLESWORTH,64,1,2
CHARLESWORTH,65,1,0
CHARLESWORTH,66,0,2
CHARLESWORTH,67,1,1
CHARLESWORTH,68,1,1
CHARLESWORTH,69,0,1
CHARLESWORTH,70,0,2
CHARLESWORTH,71,2,2
CHARLESWORTH,72,0,0
CHARLESWORTH,73,0,2
CHARLESWORTH,74,1,1
CHARLESWORTH,75,0,3
CHARLESWORTH,76,0,0
CHARLESWORTH,77,0,0
CHARLESWORTH,78,0,0
CHARLESWORTH,79,0,1
CHARLESWORTH,80,0,0
CHARLESWORTH,81,0,0
CHARLESWORTH,82,0,0
CHARLESWORTH,83,0,0
CHARLESWORTH,84,0,0
CHARLESWORTH,85+,2,3
CHARLESWORTH,No Response,69,71
