NEIGHBOURHOOD,AGE,FEMALE,MALE
WEIR INDUSTRIAL,40,0,1
WEIR INDUSTRIAL,41,1,3
WEIR INDUSTRIAL,42,0,0
WEIR INDUSTRIAL,43,0,0
WEIR INDUSTRIAL,44,0,2
WEIR INDUSTRIAL,45,1,0
WEIR INDUSTRIAL,46,1,2
WEIR INDUSTRIAL,47,0,0
WEIR INDUSTRIAL,48,2,2
WEIR INDUSTRIAL,49,1,1
WEIR INDUSTRIAL,50,0,1
WEIR INDUSTRIAL,51,1,0
WEIR INDUSTRIAL,52,0,0
WEIR INDUSTRIAL,53,0,3
WEIR INDUSTRIAL,54,0,1
WEIR INDUSTRIAL,55,0,5
WEIR INDUSTRIAL,56,3,1
WEIR INDUSTRIAL,57,1,1
WEIR INDUSTRIAL,58,2,4
WEIR INDUSTRIAL,59,2,2
WEIR INDUSTRIAL,60,1,2
WEIR INDUSTRIAL,61,2,1
WEIR INDUSTRIAL,62,1,1
WEIR INDUSTRIAL,63,1,1
WEIR INDUSTRIAL,64,0,1
WEIR INDUSTRIAL,65,0,0
WEIR INDUSTRIAL,66,0,0
WEIR INDUSTRIAL,67,0,0
WEIR INDUSTRIAL,68,0,0
WEIR INDUSTRIAL,69,0,0
WEIR INDUSTRIAL,70,0,1
WEIR INDUSTRIAL,71,1,0
WEIR INDUSTRIAL,72,0,0
WEIR INDUSTRIAL,73,0,0
WEIR INDUSTRIAL,74,0,0
WEIR INDUSTRIAL,75,0,1
WEIR INDUSTRIAL,76,0,0
WEIR INDUSTRIAL,77,0,0
WEIR INDUSTRIAL,78,0,0
WEIR INDUSTRIAL,79,0,0
WEIR INDUSTRIAL,80,1,0
WEIR INDUSTRIAL,81,0,0
WEIR INDUSTRIAL,82,0,0
WEIR INDUSTRIAL,83,0,0
WEIR INDUSTRIAL,84,0,0
WEIR INDUSTRIAL,85+,0,0
WEIR INDUSTRIAL,No Response,6,12
WELLINGTON,0,26,10
WELLINGTON,1,26,13
WELLINGTON,2,20,12
WELLINGTON,3,15,18
WELLINGTON,4,15,13
WELLINGTON,5,22,15
WELLINGTON,6,15,13
WELLINGTON,7,17,5
WELLINGTON,8,19,7
WELLINGTON,9,25,19
WELLINGTON,10,12,19
WELLINGTON,11,17,16
WELLINGTON,12,16,18
WELLINGTON,13,14,19
WELLINGTON,14,11,21
WELLINGTON,15,15,18
WELLINGTON,16,19,10
WELLINGTON,17,16,14
WELLINGTON,18,20,12
WELLINGTON,19,17,23
WELLINGTON,20,24,16
WELLINGTON,21,26,16
WELLINGTON,22,19,24
WELLINGTON,23,22,28
WELLINGTON,24,15,25
WELLINGTON,25,14,27
WELLINGTON,26,21,19
WELLINGTON,27,21,30
WELLINGTON,28,16,25
WELLINGTON,29,16,21
WELLINGTON,30,27,31
WELLINGTON,31,13,16
WELLINGTON,32,24,15
WELLINGTON,33,16,23
WELLINGTON,34,8,25
WELLINGTON,35,21,14
WELLINGTON,36,11,22
WELLINGTON,37,11,19
WELLINGTON,38,14,16
WELLINGTON,39,14,29
WELLINGTON,40,18,22
WELLINGTON,41,23,15
WELLINGTON,42,15,19
WELLINGTON,43,16,17
WELLINGTON,44,23,15
WELLINGTON,45,17,30
WELLINGTON,46,25,31
WELLINGTON,47,10,30
WELLINGTON,48,20,23
WELLINGTON,49,26,17
WELLINGTON,50,20,28
WELLINGTON,51,17,18
WELLINGTON,52,21,23
WELLINGTON,53,27,17
WELLINGTON,54,19,22
WELLINGTON,55,16,20
WELLINGTON,56,18,10
WELLINGTON,57,12,14
WELLINGTON,58,14,12
WELLINGTON,59,17,14
WELLINGTON,60,12,5
WELLINGTON,61,13,18
WELLINGTON,62,11,17
WELLINGTON,63,9,8
WELLINGTON,64,8,11
WELLINGTON,65,20,11
WELLINGTON,66,6,10
WELLINGTON,67,14,8
WELLINGTON,68,17,8
WELLINGTON,69,18,13
WELLINGTON,70,12,11
WELLINGTON,71,9,11
WELLINGTON,72,13,12
WELLINGTON,73,17,17
WELLINGTON,74,19,15
WELLINGTON,75,12,14
WELLINGTON,76,15,8
WELLINGTON,77,9,9
WELLINGTON,78,16,19
WELLINGTON,79,3,9
WELLINGTON,80,6,4
WELLINGTON,81,12,11
WELLINGTON,82,7,8
WELLINGTON,83,5,6
WELLINGTON,84,6,9
WELLINGTON,85+,30,14
WELLINGTON,No Response,137,129
WEST JASPER PLACE,0,9,6
WEST JASPER PLACE,1,2,13
WEST JASPER PLACE,2,14,7
WEST JASPER PLACE,3,9,10
WEST JASPER PLACE,4,7,9
WEST JASPER PLACE,5,11,10
WEST JASPER PLACE,6,6,14
WEST JASPER PLACE,7,7,12
WEST JASPER PLACE,8,15,9
WEST JASPER PLACE,9,9,7
WEST JASPER PLACE,10,7,13
WEST JASPER PLACE,11,11,8
WEST JASPER PLACE,12,5,5
WEST JASPER PLACE,13,12,10
WEST JASPER PLACE,14,13,9
WEST JASPER PLACE,15,9,11
WEST JASPER PLACE,16,13,8
WEST JASPER PLACE,17,16,12
WEST JASPER PLACE,18,17,11
WEST JASPER PLACE,19,17,22
WEST JASPER PLACE,20,23,23
WEST JASPER PLACE,21,21,25
WEST JASPER PLACE,22,28,26
WEST JASPER PLACE,23,28,26
WEST JASPER PLACE,24,15,34
WEST JASPER PLACE,25,14,23
WEST JASPER PLACE,26,28,28
WEST JASPER PLACE,27,21,19
WEST JASPER PLACE,28,22,22
WEST JASPER PLACE,29,22,25
WEST JASPER PLACE,30,19,27
WEST JASPER PLACE,31,28,19
WEST JASPER PLACE,32,18,23
WEST JASPER PLACE,33,25,22
WEST JASPER PLACE,34,14,23
WEST JASPER PLACE,35,22,27
WEST JASPER PLACE,36,19,27
WEST JASPER PLACE,37,15,13
WEST JASPER PLACE,38,20,21
WEST JASPER PLACE,39,17,22
WEST JASPER PLACE,40,19,19
WEST JASPER PLACE,41,14,27
WEST JASPER PLACE,42,15,23
WEST JASPER PLACE,43,19,16
WEST JASPER PLACE,44,22,23
WEST JASPER PLACE,45,18,25
WEST JASPER PLACE,46,21,30
WEST JASPER PLACE,47,28,21
WEST JASPER PLACE,48,23,27
WEST JASPER PLACE,49,24,36
WEST JASPER PLACE,50,16,27
WEST JASPER PLACE,51,22,22
WEST JASPER PLACE,52,19,23
WEST JASPER PLACE,53,16,26
WEST JASPER PLACE,54,21,27
WEST JASPER PLACE,55,18,20
WEST JASPER PLACE,56,12,16
WEST JASPER PLACE,57,14,16
WEST JASPER PLACE,58,14,6
WEST JASPER PLACE,59,14,17
WEST JASPER PLACE,60,9,12
WEST JASPER PLACE,61,20,8
WEST JASPER PLACE,62,11,14
WEST JASPER PLACE,63,10,12
WEST JASPER PLACE,64,6,12
WEST JASPER PLACE,65,6,10
WEST JASPER PLACE,66,5,6
WEST JASPER PLACE,67,1,5
WEST JASPER PLACE,68,12,9
WEST JASPER PLACE,69,8,7
WEST JASPER PLACE,70,6,7
WEST JASPER PLACE,71,4,7
WEST JASPER PLACE,72,3,4
WEST JASPER PLACE,73,7,4
WEST JASPER PLACE,74,3,6
WEST JASPER PLACE,75,2,5
WEST JASPER PLACE,76,10,3
WEST JASPER PLACE,77,4,1
WEST JASPER PLACE,78,8,3
WEST JASPER PLACE,79,11,8
WEST JASPER PLACE,80,8,6
WEST JASPER PLACE,81,10,6
WEST JASPER PLACE,82,6,4
WEST JASPER PLACE,83,9,3
WEST JASPER PLACE,84,3,3
WEST JASPER PLACE,85+,46,24
WEST JASPER PLACE,No Response,213,266
WEST MEADOWLARK PARK,0,13,13
WEST MEADOWLARK PARK,1,16,14
WEST MEADOWLARK PARK,2,15,14
WEST MEADOWLARK PARK,3,6,6
WEST MEADOWLARK PARK,4,5,13
WEST MEADOWLARK PARK,5,12,14
WEST MEADOWLARK PARK,6,17,13
WEST MEADOWLARK PARK,7,13,16
WEST MEADOWLARK PARK,8,10,13
WEST MEADOWLARK PARK,9,14,15
WEST MEADOWLARK PARK,10,18,12
WEST MEADOWLARK PARK,11,15,8
WEST MEADOWLARK PARK,12,17,14
WEST MEADOWLARK PARK,13,16,11
WEST MEADOWLARK PARK,14,11,25
WEST MEADOWLARK PARK,15,15,12
WEST MEADOWLARK PARK,16,15,15
WEST MEADOWLARK PARK,17,16,14
WEST MEADOWLARK PARK,18,17,21
WEST MEADOWLARK PARK,19,27,22
WEST MEADOWLARK PARK,20,26,20
WEST MEADOWLARK PARK,21,33,30
WEST MEADOWLARK PARK,22,27,33
WEST MEADOWLARK PARK,23,24,27
WEST MEADOWLARK PARK,24,22,29
WEST MEADOWLARK PARK,25,24,26
WEST MEADOWLARK PARK,26,25,28
WEST MEADOWLARK PARK,27,23,40
WEST MEADOWLARK PARK,28,14,20
WEST MEADOWLARK PARK,29,26,30
WEST MEADOWLARK PARK,30,24,22
WEST MEADOWLARK PARK,31,15,16
WEST MEADOWLARK PARK,32,18,23
WEST MEADOWLARK PARK,33,21,24
WEST MEADOWLARK PARK,34,16,22
WEST MEADOWLARK PARK,35,27,22
WEST MEADOWLARK PARK,36,13,12
WEST MEADOWLARK PARK,37,23,19
WEST MEADOWLARK PARK,38,17,18
WEST MEADOWLARK PARK,39,22,13
WEST MEADOWLARK PARK,40,24,18
WEST MEADOWLARK PARK,41,22,17
WEST MEADOWLARK PARK,42,16,22
WEST MEADOWLARK PARK,43,23,15
WEST MEADOWLARK PARK,44,21,26
WEST MEADOWLARK PARK,45,17,23
WEST MEADOWLARK PARK,46,25,17
WEST MEADOWLARK PARK,47,26,21
WEST MEADOWLARK PARK,48,18,32
WEST MEADOWLARK PARK,49,23,27
WEST MEADOWLARK PARK,50,17,17
WEST MEADOWLARK PARK,51,17,15
WEST MEADOWLARK PARK,52,16,17
WEST MEADOWLARK PARK,53,29,19
WEST MEADOWLARK PARK,54,20,19
WEST MEADOWLARK PARK,55,16,13
WEST MEADOWLARK PARK,56,16,12
WEST MEADOWLARK PARK,57,9,12
WEST MEADOWLARK PARK,58,7,10
WEST MEADOWLARK PARK,59,14,8
WEST MEADOWLARK PARK,60,6,8
WEST MEADOWLARK PARK,61,16,9
WEST MEADOWLARK PARK,62,13,10
WEST MEADOWLARK PARK,63,11,7
WEST MEADOWLARK PARK,64,10,12
WEST MEADOWLARK PARK,65,14,12
WEST MEADOWLARK PARK,66,9,9
WEST MEADOWLARK PARK,67,16,13
WEST MEADOWLARK PARK,68,16,16
WEST MEADOWLARK PARK,69,6,10
WEST MEADOWLARK PARK,70,11,10
WEST MEADOWLARK PARK,71,13,9
WEST MEADOWLARK PARK,72,10,16
WEST MEADOWLARK PARK,73,9,12
WEST MEADOWLARK PARK,74,16,10
WEST MEADOWLARK PARK,75,5,10
WEST MEADOWLARK PARK,76,8,7
WEST MEADOWLARK PARK,77,7,9
WEST MEADOWLARK PARK,78,7,5
WEST MEADOWLARK PARK,79,14,11
WEST MEADOWLARK PARK,80,7,4
WEST MEADOWLARK PARK,81,6,3
WEST MEADOWLARK PARK,82,5,2
WEST MEADOWLARK PARK,83,3,2
WEST MEADOWLARK PARK,84,1,6
WEST MEADOWLARK PARK,85+,17,15
WEST MEADOWLARK PARK,No Response,196,136
WEST SHEFFIELD INDUSTRIAL,0,0,0
WEST SHEFFIELD INDUSTRIAL,1,0,0
WEST SHEFFIELD INDUSTRIAL,2,0,0
WEST SHEFFIELD INDUSTRIAL,3,0,0
WEST SHEFFIELD INDUSTRIAL,4,0,0
WEST SHEFFIELD INDUSTRIAL,5,0,0
WEST SHEFFIELD INDUSTRIAL,6,0,0
WEST SHEFFIELD INDUSTRIAL,7,0,0
WEST SHEFFIELD INDUSTRIAL,8,0,0
WEST SHEFFIELD INDUSTRIAL,9,0,0
WEST SHEFFIELD INDUSTRIAL,10,0,0
WEST SHEFFIELD INDUSTRIAL,11,0,0
WEST SHEFFIELD INDUSTRIAL,12,0,0
WEST SHEFFIELD INDUSTRIAL,13,0,0
WEST SHEFFIELD INDUSTRIAL,14,0,0
WEST SHEFFIELD INDUSTRIAL,15,0,0
WEST SHEFFIELD INDUSTRIAL,16,0,0
WEST SHEFFIELD INDUSTRIAL,17,0,0
WEST SHEFFIELD INDUSTRIAL,18,0,0
WEST SHEFFIELD INDUSTRIAL,19,0,0
WEST SHEFFIELD INDUSTRIAL,20,0,0
WEST SHEFFIELD INDUSTRIAL,21,0,0
WEST SHEFFIELD INDUSTRIAL,22,0,0
WEST SHEFFIELD INDUSTRIAL,23,0,0
WEST SHEFFIELD INDUSTRIAL,24,0,0
WEST SHEFFIELD INDUSTRIAL,25,0,0
WEST SHEFFIELD INDUSTRIAL,26,0,0
WEST SHEFFIELD INDUSTRIAL,27,0,0
WEST SHEFFIELD INDUSTRIAL,28,0,0
WEST SHEFFIELD INDUSTRIAL,29,0,0
WEST SHEFFIELD INDUSTRIAL,30,0,0
WEST SHEFFIELD INDUSTRIAL,31,0,0
WEST SHEFFIELD INDUSTRIAL,32,0,0
WEST SHEFFIELD INDUSTRIAL,33,0,0
WEST SHEFFIELD INDUSTRIAL,34,0,0
WEST SHEFFIELD INDUSTRIAL,35,0,0
WEST SHEFFIELD INDUSTRIAL,36,0,0
WEST SHEFFIELD INDUSTRIAL,37,0,0
WEST SHEFFIELD INDUSTRIAL,38,0,0
WEST SHEFFIELD INDUSTRIAL,39,0,0
WEST SHEFFIELD INDUSTRIAL,40,0,0
WEST SHEFFIELD INDUSTRIAL,41,0,0
WEST SHEFFIELD INDUSTRIAL,42,0,0
WEST SHEFFIELD INDUSTRIAL,43,0,0
WEST SHEFFIELD INDUSTRIAL,44,0,0
WEST SHEFFIELD INDUSTRIAL,45,0,0
WEST SHEFFIELD INDUSTRIAL,46,0,0
WEST SHEFFIELD INDUSTRIAL,47,0,0
WEST SHEFFIELD INDUSTRIAL,48,0,0
WEST SHEFFIELD INDUSTRIAL,49,0,0
WEST SHEFFIELD INDUSTRIAL,50,0,0
WEST SHEFFIELD INDUSTRIAL,51,0,0
WEST SHEFFIELD INDUSTRIAL,52,0,0
WEST SHEFFIELD INDUSTRIAL,53,0,0
WEST SHEFFIELD INDUSTRIAL,54,0,0
WEST SHEFFIELD INDUSTRIAL,55,0,0
WEST SHEFFIELD INDUSTRIAL,56,0,0
WEST SHEFFIELD INDUSTRIAL,57,0,0
WEST SHEFFIELD INDUSTRIAL,58,0,0
WEST SHEFFIELD INDUSTRIAL,59,0,0
WEST SHEFFIELD INDUSTRIAL,60,0,0
WEST SHEFFIELD INDUSTRIAL,61,0,0
WEST SHEFFIELD INDUSTRIAL,62,0,0
WEST SHEFFIELD INDUSTRIAL,63,0,0
WEST SHEFFIELD INDUSTRIAL,64,0,0
WEST SHEFFIELD INDUSTRIAL,65,0,0
WEST SHEFFIELD INDUSTRIAL,66,0,0
WEST SHEFFIELD INDUSTRIAL,67,0,0
WEST SHEFFIELD INDUSTRIAL,68,0,0
WEST SHEFFIELD INDUSTRIAL,69,0,0
WEST SHEFFIELD INDUSTRIAL,70,0,0
WEST SHEFFIELD INDUSTRIAL,71,0,0
WEST SHEFFIELD INDUSTRIAL,72,0,0
WEST SHEFFIELD INDUSTRIAL,73,0,0
WEST SHEFFIELD INDUSTRIAL,74,0,0
WEST SHEFFIELD INDUSTRIAL,75,0,0
WEST SHEFFIELD INDUSTRIAL,76,0,0
WEST SHEFFIELD INDUSTRIAL,77,0,0
WEST SHEFFIELD INDUSTRIAL,78,0,0
WEST SHEFFIELD INDUSTRIAL,79,0,0
WEST SHEFFIELD INDUSTRIAL,80,0,0
WEST SHEFFIELD INDUSTRIAL,81,0,0
WEST SHEFFIELD INDUSTRIAL,82,0,0
WEST SHEFFIELD INDUSTRIAL,83,0,0
WEST SHEFFIELD INDUSTRIAL,84,0,0
WEST SHEFFIELD INDUSTRIAL,85+,0,0
WEST SHEFFIELD INDUSTRIAL,No Response,0,0
WESTBROOK ESTATES,0,0,0
WESTBROOK ESTATES,1,5,6
WESTBROOK ESTATES,2,4,6
WESTBROOK ESTATES,3,4,6
WESTBROOK ESTATES,4,6,8
WESTBROOK ESTATES,5,4,6
WESTBROOK ESTATES,6,9,10
WESTBROOK ESTATES,7,7,12
WESTBROOK ESTATES,8,9,6
WESTBROOK ESTATES,9,8,8
WESTBROOK ESTATES,10,9,12
WESTBROOK ESTATES,11,3,15
WESTBROOK ESTATES,12,10,11
WESTBROOK ESTATES,13,4,16
WESTBROOK ESTATES,14,7,8
WESTBROOK ESTATES,15,7,8
WESTBROOK ESTATES,16,7,12
WESTBROOK ESTATES,17,6,3
WESTBROOK ESTATES,18,6,9
WESTBROOK ESTATES,19,6,9
WESTBROOK ESTATES,20,5,7
WESTBROOK ESTATES,21,4,8
WESTBROOK ESTATES,22,4,7
WESTBROOK ESTATES,23,9,8
WESTBROOK ESTATES,24,6,5
WESTBROOK ESTATES,25,5,5
WESTBROOK ESTATES,26,4,2
WESTBROOK ESTATES,27,5,4
WESTBROOK ESTATES,28,6,7
WESTBROOK ESTATES,29,5,3
WESTBROOK ESTATES,30,5,1
WESTBROOK ESTATES,31,3,3
WESTBROOK ESTATES,32,5,0
WESTBROOK ESTATES,33,6,6
WESTBROOK ESTATES,34,4,4
WESTBROOK ESTATES,35,4,2
WESTBROOK ESTATES,36,2,8
WESTBROOK ESTATES,37,8,8
WESTBROOK ESTATES,38,9,3
WESTBROOK ESTATES,39,16,12
WESTBROOK ESTATES,40,13,10
WESTBROOK ESTATES,41,15,11
WESTBROOK ESTATES,42,9,7
WESTBROOK ESTATES,43,5,14
WESTBROOK ESTATES,44,9,14
WESTBROOK ESTATES,45,12,12
WESTBROOK ESTATES,46,7,8
WESTBROOK ESTATES,47,5,4
WESTBROOK ESTATES,48,10,7
WESTBROOK ESTATES,49,4,10
WESTBROOK ESTATES,50,8,6
WESTBROOK ESTATES,51,8,3
WESTBROOK ESTATES,52,11,7
WESTBROOK ESTATES,53,5,7
WESTBROOK ESTATES,54,9,8
WESTBROOK ESTATES,55,8,9
WESTBROOK ESTATES,56,9,4
WESTBROOK ESTATES,57,7,9
WESTBROOK ESTATES,58,5,9
WESTBROOK ESTATES,59,6,4
WESTBROOK ESTATES,60,5,4
WESTBROOK ESTATES,61,8,8
WESTBROOK ESTATES,62,1,9
WESTBROOK ESTATES,63,4,3
WESTBROOK ESTATES,64,8,4
WESTBROOK ESTATES,65,7,6
WESTBROOK ESTATES,66,5,4
WESTBROOK ESTATES,67,6,8
WESTBROOK ESTATES,68,5,4
WESTBROOK ESTATES,69,6,4
WESTBROOK ESTATES,70,7,3
WESTBROOK ESTATES,71,4,7
WESTBROOK ESTATES,72,5,5
WESTBROOK ESTATES,73,6,4
WESTBROOK ESTATES,74,6,3
WESTBROOK ESTATES,75,5,7
WESTBROOK ESTATES,76,5,4
WESTBROOK ESTATES,77,3,2
WESTBROOK ESTATES,78,8,4
WESTBROOK ESTATES,79,6,5
WESTBROOK ESTATES,80,2,4
WESTBROOK ESTATES,81,2,5
WESTBROOK ESTATES,82,0,1
WESTBROOK ESTATES,83,5,3
WESTBROOK ESTATES,84,2,2
WESTBROOK ESTATES,85+,6,12
WESTBROOK ESTATES,No Response,104,94
WESTMOUNT,0,16,33
WESTMOUNT,1,19,32
WESTMOUNT,2,30,24
WESTMOUNT,3,23,28
WESTMOUNT,4,19,22
WESTMOUNT,5,28,28
WESTMOUNT,6,21,13
WESTMOUNT,7,17,19
WESTMOUNT,8,23,21
WESTMOUNT,9,13,19
WESTMOUNT,10,15,19
WESTMOUNT,11,25,21
WESTMOUNT,12,21,16
WESTMOUNT,13,21,16
WESTMOUNT,14,15,19
WESTMOUNT,15,18,29
WESTMOUNT,16,21,29
WESTMOUNT,17,21,23
WESTMOUNT,18,46,31
WESTMOUNT,19,33,23
WESTMOUNT,20,52,33
WESTMOUNT,21,50,31
WESTMOUNT,22,45,49
WESTMOUNT,23,50,51
WESTMOUNT,24,64,43
WESTMOUNT,25,65,46
WESTMOUNT,26,61,54
WESTMOUNT,27,51,35
WESTMOUNT,28,42,56
WESTMOUNT,29,55,57
WESTMOUNT,30,51,53
WESTMOUNT,31,43,45
WESTMOUNT,32,45,46
WESTMOUNT,33,36,46
WESTMOUNT,34,36,40
WESTMOUNT,35,39,36
WESTMOUNT,36,41,48
WESTMOUNT,37,33,37
WESTMOUNT,38,44,34
WESTMOUNT,39,44,37
WESTMOUNT,40,42,42
WESTMOUNT,41,41,43
WESTMOUNT,42,51,36
WESTMOUNT,43,30,53
WESTMOUNT,44,39,43
WESTMOUNT,45,43,41
WESTMOUNT,46,39,48
WESTMOUNT,47,38,45
WESTMOUNT,48,43,51
WESTMOUNT,49,38,37
WESTMOUNT,50,45,47
WESTMOUNT,51,37,38
WESTMOUNT,52,41,34
WESTMOUNT,53,38,43
WESTMOUNT,54,44,35
WESTMOUNT,55,38,40
WESTMOUNT,56,34,35
WESTMOUNT,57,37,29
WESTMOUNT,58,23,31
WESTMOUNT,59,33,30
WESTMOUNT,60,18,11
WESTMOUNT,61,32,26
WESTMOUNT,62,26,15
WESTMOUNT,63,13,20
WESTMOUNT,64,21,24
WESTMOUNT,65,17,9
WESTMOUNT,66,14,19
WESTMOUNT,67,14,12
WESTMOUNT,68,12,17
WESTMOUNT,69,30,11
WESTMOUNT,70,14,20
WESTMOUNT,71,14,8
WESTMOUNT,72,6,11
WESTMOUNT,73,7,12
WESTMOUNT,74,14,6
WESTMOUNT,75,15,5
WESTMOUNT,76,13,8
WESTMOUNT,77,4,4
WESTMOUNT,78,14,7
WESTMOUNT,79,12,6
WESTMOUNT,80,8,12
WESTMOUNT,81,6,6
WESTMOUNT,82,9,8
WESTMOUNT,83,9,4
WESTMOUNT,84,4,4
WESTMOUNT,85+,32,26
WESTMOUNT,No Response,429,509
WESTRIDGE,0,5,3
WESTRIDGE,1,6,5
WESTRIDGE,2,6,9
WESTRIDGE,3,5,7
WESTRIDGE,4,7,5
WESTRIDGE,5,7,3
WESTRIDGE,6,9,11
WESTRIDGE,7,4,6
WESTRIDGE,8,12,5
WESTRIDGE,9,10,8
WESTRIDGE,10,9,2
WESTRIDGE,11,7,7
WESTRIDGE,12,10,11
WESTRIDGE,13,14,6
WESTRIDGE,14,13,14
WESTRIDGE,15,11,14
WESTRIDGE,16,12,13
WESTRIDGE,17,9,14
WESTRIDGE,18,7,12
WESTRIDGE,19,9,16
WESTRIDGE,20,10,12
WESTRIDGE,21,8,8
WESTRIDGE,22,13,7
WESTRIDGE,23,10,9
WESTRIDGE,24,10,14
WESTRIDGE,25,5,8
WESTRIDGE,26,3,7
WESTRIDGE,27,3,1
WESTRIDGE,28,5,4
WESTRIDGE,29,4,2
WESTRIDGE,30,6,5
WESTRIDGE,31,2,3
WESTRIDGE,32,1,3
WESTRIDGE,33,4,4
WESTRIDGE,34,8,6
WESTRIDGE,35,5,7
WESTRIDGE,36,7,3
WESTRIDGE,37,8,8
WESTRIDGE,38,5,6
WESTRIDGE,39,8,7
WESTRIDGE,40,9,3
WESTRIDGE,41,4,6
WESTRIDGE,42,5,6
WESTRIDGE,43,18,5
WESTRIDGE,44,4,11
WESTRIDGE,45,15,12
WESTRIDGE,46,11,9
WESTRIDGE,47,11,10
WESTRIDGE,48,10,17
WESTRIDGE,49,11,12
WESTRIDGE,50,12,15
WESTRIDGE,51,9,13
WESTRIDGE,52,14,10
WESTRIDGE,53,16,8
WESTRIDGE,54,13,12
WESTRIDGE,55,10,13
WESTRIDGE,56,14,15
WESTRIDGE,57,12,8
WESTRIDGE,58,13,16
WESTRIDGE,59,8,12
WESTRIDGE,60,13,10
WESTRIDGE,61,11,16
WESTRIDGE,62,7,9
WESTRIDGE,63,11,8
WESTRIDGE,64,11,9
WESTRIDGE,65,13,12
WESTRIDGE,66,10,9
WESTRIDGE,67,8,7
WESTRIDGE,68,6,5
WESTRIDGE,69,10,12
WESTRIDGE,70,3,9
WESTRIDGE,71,3,6
WESTRIDGE,72,7,8
WESTRIDGE,73,6,6
WESTRIDGE,74,3,9
WESTRIDGE,75,7,4
WESTRIDGE,76,6,4
WESTRIDGE,77,1,3
WESTRIDGE,78,8,4
WESTRIDGE,79,3,3
WESTRIDGE,80,4,2
WESTRIDGE,81,2,7
WESTRIDGE,82,0,1
WESTRIDGE,83,2,2
WESTRIDGE,84,2,0
WESTRIDGE,85+,5,7
WESTRIDGE,No Response,29,28
WESTVIEW VILLAGE,0,11,6
WESTVIEW VILLAGE,1,12,9
WESTVIEW VILLAGE,2,8,9
WESTVIEW VILLAGE,3,6,9
WESTVIEW VILLAGE,4,9,3
WESTVIEW VILLAGE,5,2,7
WESTVIEW VILLAGE,6,8,8
WESTVIEW VILLAGE,7,10,9
WESTVIEW VILLAGE,8,9,5
WESTVIEW VILLAGE,9,5,10
WESTVIEW VILLAGE,10,13,10
WESTVIEW VILLAGE,11,6,11
