,Year (group)  /  UCR Violation Type Group (Incident) (group),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2009,,,,,,,,2010,,,,,,,,2011,,,,,,,,"2,012",,,,,,,,2013,,,,,,,,2014,,,,,,,,2015,,,,,,,,2016,,,,,,,
Neighbourhood Name,Assault,Break and Enter,Homicide,Robbery,Sexual Assaults,Theft From Vehicle,Theft Of Vehicle,Theft Over $5000,Assault,Break and Enter,Homicide,Robbery,Sexual Assaults,Theft From Vehicle,Theft Of Vehicle,Theft Over $5000,Assault,Break and Enter,Homicide,Robbery,Sexual Assaults,Theft From Vehicle,Theft Of Vehicle,Theft Over $5000,Assault,Break and Enter,Homicide,Robbery,Sexual Assaults,Theft From Vehicle,Theft Of Vehicle,Theft Over $5000,Assault,Break and Enter,Homicide,Robbery,Sexual Assaults,Theft From Vehicle,Theft Of Vehicle,Theft Over $5000,Assault,Break and Enter,Homicide,Robbery,Sexual Assaults,Theft From Vehicle,Theft Of Vehicle,Theft Over $5000,Assault,Break and Enter,Homicide,Robbery,Sexual Assaults,Theft From Vehicle,Theft Of Vehicle,Theft Over $5000,Assault,Break and Enter,Homicide,Robbery,Sexual Assaults,Theft From Vehicle,Theft Of Vehicle,Theft Over $5000
TWIN BROOKS,10045,18081,,,,22099,10045,,,12060,,,2010,20100,6030,2010,8044,8044,,,,20110,2011,,8048,8048,,4024,,12072,6036,4024,10065,6039,,,6039,16104,14091,,8056,14098,,,,8056,10070,,4030,14105,,,2015,14105,2015,,2016,2016,,,,10080,2016,
UNIVERSITY OF ALBERTA,24108,20090,,10045,4018,24108,20090,,22110,18090,,4020,12060,24120,14070,,20110,14077,,,4022,22121,8044,8044,20120,14084,2012,12072,6036,20120,16096,4024,24156,12078,,2013,6039,16104,14091,2013,24168,18126,,2014,4028,18126,18126,2014,24180,18135,,6045,10075,20150,6045,8060,12096,12096,,6048,6048,12096,4032,2016
UNIVERSITY OF ALBERTA FARM,2009,8036,,,,10045,2009,2009,,2010,,2010,,2010,2010,,4022,,,,2011,6033,,,4024,2012,,2012,,4024,6036,,4026,,,2013,2013,2013,10065,,2014,2014,,,,8056,4028,2014,2015,6045,,2015,4030,6045,,,6048,2016,,2016,2016,4032,2016,
VIRGINIA PARK,8036,10045,,6027,2009,16072,14063,4018,8040,14070,,2010,2010,8040,6030,,6033,6033,,,,6033,8044,2011,6036,12072,,4024,,8048,4024,,4026,10065,,2013,2013,12078,6039,,6042,10070,,2014,2014,16112,6042,2014,,18135,,,2015,14105,8060,2015,2016,6048,,,,8064,6048,
WALKER,,10045,,,,,2009,,2010,6030,,,,10050,,2010,2011,4022,,,,8044,6033,,6036,12072,,,,12072,4024,,,10065,,,,16104,10065,,6042,18126,,2014,2014,18126,12084,4028,20150,16120,,2015,6045,14105,14105,4030,6048,8064,,,,10080,4032,2016
WEBBER GREENS,,2009,,,,2009,,,,4020,,,,2010,,,2011,4022,,,,8044,,2011,6036,6036,,,,2012,,,6039,4026,,,,2013,2013,2013,6042,2014,,,,6042,6042,,2015,6045,,,2015,10075,4030,4030,,6048,,4032,,4032,2016,
WEDGEWOOD HEIGHTS,,6027,,,,2009,2009,,,,,,,10050,,2010,,2011,,,,4022,2011,,,6036,,,,8048,,,2013,8052,,2013,,8052,,,,,,,,2014,2014,,2015,6045,,,,6045,2015,,,2016,,,,4032,2016,
WEINLOS,20090,12054,,8036,,18081,20090,2009,16080,10050,,8040,2010,14070,16080,,12066,8044,,4022,2011,18099,12066,,16096,6036,,,14084,12072,10060,,8052,8052,2013,,6039,18117,18117,,18126,8056,,2014,8056,8056,4028,,12090,12090,,2015,2015,12090,10075,,6048,6048,,6048,2016,10080,6048,
WEIR INDUSTRIAL,4018,24108,,,,18081,16072,4018,4020,22110,,,2010,20100,12060,4020,,16088,,,,18099,10055,2011,6036,16096,,,,18108,8048,2012,12078,22143,,2013,,14091,10065,6039,6042,14098,,,,12084,12084,2014,10075,18135,,2015,,22165,14105,4030,2016,12096,,,,10080,6048,4032
WELLINGTON,18081,16072,,,,22099,16072,2009,14070,14070,,4020,4020,24120,20100,,14077,8044,,2011,4022,24132,18099,,20120,14084,,8048,4024,20120,14084,,20130,10065,,,2013,20130,18117,2013,18126,14098,,4028,2014,20140,22154,2014,8060,12090,,2015,8060,22165,18135,2015,10080,8064,,2016,,12096,8064,4032
WEST JASPER PLACE,20090,22099,,18081,4018,18081,20090,4018,22110,20100,,8040,4020,22110,20100,4020,22121,18099,,10055,12066,22121,18099,,24144,22132,,10060,,20120,16096,2012,22143,24156,,16104,6039,22143,20130,4026,24168,18126,,14098,8056,20140,14098,2014,24180,20150,,16120,4030,24180,18135,4030,12096,10080,,6048,2016,8064,12096,4032
WEST MEADOWLARK PARK,22099,20090,,8036,2009,24108,18081,2009,18090,16080,,12060,,22110,18090,2010,24132,12066,,10055,4022,20110,16088,,24144,10060,,2012,6036,20120,20120,,22143,18117,,6039,6039,16104,22143,2013,22154,8056,,4028,2014,18126,14098,,22165,10075,,6045,6045,20150,14105,6045,12096,4032,,4032,4032,10080,12096,
WEST SHEFFIELD INDUSTRIAL,4018,12054,,2009,,16072,10045,10045,14070,18090,,,,12060,18090,4020,4022,10055,,2011,2011,8044,10055,4022,2012,4024,,,,12072,4024,2012,4026,10065,,,,16104,14091,4026,4028,16112,,2014,2014,20140,14098,4028,4030,18135,,2015,,16120,18135,6045,,8064,,,,10080,8064,
WESTBROOK ESTATES,2009,4018,,,,12054,2009,,6030,6030,,,6030,6030,2010,,6033,2011,,2011,,8044,8044,,4024,10060,,2012,,6036,,,2013,4026,,,,6039,2013,2013,,6042,,,,6042,2014,,2015,8060,,,,4030,4030,,2016,,,,,8064,,
WESTMOUNT,24108,24108,,8036,6027,24108,22099,2009,22110,24120,,8040,12060,24120,22110,,24132,20110,,12066,8044,24132,24132,,24144,24144,,12072,8048,24144,18108,2012,24156,24156,,12078,6039,24156,20130,4026,24168,24168,,14098,12084,24168,24168,10070,14105,24180,,10075,6045,24180,24180,2015,12096,12096,,10080,2016,12096,12096,
WESTRIDGE,4018,14063,,,,12054,4018,,6030,6030,,,2010,4020,6030,,,4022,,,,8044,2011,,2012,6036,,,,8048,,,2013,4026,,2013,,12078,4026,,,8056,,,,12084,2014,,,6045,,,,12090,6045,,,,,,,4032,,
WESTVIEW VILLAGE,8036,12054,,2009,,16072,10045,2009,14070,10050,,,2010,6030,6030,2010,10055,4022,,,4022,6033,4022,2011,14084,6036,,,,10060,12072,,10065,20130,,,,14091,8052,,6042,10070,,,,10070,18126,2014,12090,10075,,8060,2015,6045,8060,,2016,4032,,,2016,4032,4032,
WESTWOOD,24108,24108,,12054,2009,24108,24108,2009,24120,22110,,18090,4020,22110,22110,,22121,22121,,6033,6033,22121,22121,2011,24144,24144,,14084,6036,24144,24144,2012,24156,24156,,8052,8052,24156,20130,,22154,20140,,12084,8056,24168,24168,,22165,24180,,12090,8060,24180,24180,2015,12096,10080,,6048,4032,12096,12096,2016
WHITE INDUSTRIAL,2009,16072,,,,14063,8036,,,6030,,,,14070,10050,6030,,6033,,,,8044,2011,,6036,4024,,,,2012,2012,4024,10065,6039,,,,10065,10065,,2014,,,,2014,16112,,2014,4030,4030,,,2015,10075,2015,4030,,4032,,,,10080,4032,
WHITEMUD CREEK RAVINE NORTH,2009,,,,2009,,,,2010,,,,,6030,,,2011,,,,,2011,,,,,,,,4024,2012,,2013,,,,,2013,2013,,2014,,,,,,,,,,,,,,,,,,,,,6048,,
WHITEMUD CREEK RAVINE SOUTH,2009,,,,,,,,,,,,,2010,,,,,,,,4022,,,,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,
WILD ROSE,14063,10045,,2009,4018,18081,14063,2009,14070,16080,2010,,2010,14070,12060,,20110,16088,,,,18099,16088,,18108,16096,,,,20120,10060,2012,12078,12078,,2013,4026,18117,10065,2013,18126,10070,,2014,2014,22154,8056,,20150,18135,,2015,8060,22165,20150,2015,10080,8064,,2016,2016,10080,8064,2016
WILSON INDUSTRIAL,4018,20090,,,,20090,14063,6027,,10050,,,,18090,4020,6030,2011,16088,,,,10055,10055,8044,2012,6036,,,,14084,6036,4024,4026,10065,,,,6039,4026,,,2014,,,,12084,8056,4028,,12090,,,2015,20150,8060,2015,,8064,,,,12096,8064,2016
WINDERMERE,2009,12054,,,,,,,,6030,,,,4020,2010,,2011,16088,2011,,2011,10055,4022,6033,2012,8048,,2012,,14084,8048,2012,10065,20130,,2013,2013,18117,6039,12078,16112,16112,,,2014,14098,6042,8056,16120,20150,,,,22165,12090,8060,6048,12096,,2016,2016,12096,2016,4032
WINDERMERE AREA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,,,,,2013,,,,,,,2014,,,,,,,,,,,,2016,,,,,,,
WINDSOR PARK,2009,10045,,4018,,10045,12054,,,12060,,6030,2010,14070,8040,,,10055,,,,10055,4022,,4024,16096,,,,10060,6036,,4026,8052,,,,6039,4026,2013,,12084,,4028,,12084,4028,2014,2015,14105,,,,4030,4030,,,6048,,,,8064,2016,
WINTERBURN INDUSTRIAL AREA EAST,4018,16072,,,,12054,16072,6027,4020,18090,,,,10050,10050,4020,8044,16088,,,2011,14077,12066,,6036,20120,,2012,2012,6036,10060,,4026,16104,,,,6039,14091,6039,,18126,,,,12084,16112,6042,4030,18135,,,,18135,20150,10075,6048,8064,,,2016,8064,4032,4032
WINTERBURN INDUSTRIAL AREA WEST,8036,18081,,,,6027,12054,6027,,18090,,,,8040,6030,10050,10055,14077,,2011,2011,4022,14077,6033,8048,18108,,,,6036,12072,2012,4026,20130,,,2013,8052,16104,4026,10070,18126,,,,14098,14098,6042,4030,22165,,,,16120,18135,4030,2016,12096,,,,2016,6048,2016
WOODCROFT,22099,18081,,16072,6027,24108,22099,6027,24120,22110,,14070,4020,22110,20100,6030,24132,16088,,14077,6033,20110,10055,2011,22132,16096,,6036,8048,22132,16096,4024,22143,20130,,6039,6039,22143,14091,2013,22154,18126,,12084,4028,22154,20140,,24180,14105,,8060,6045,24180,18135,2015,12096,8064,,8064,4032,12096,10080,2016
YELLOWHEAD CORRIDOR EAST,4018,22099,,2009,2009,22099,22099,2009,8040,22110,,4020,,18090,16080,6030,10055,18099,,4022,,20110,14077,4022,14084,12072,,6036,,22132,16096,4024,12078,20130,,2013,,22143,24156,2013,10070,22154,,4028,,20140,20140,6042,10075,24180,,6045,,24180,20150,8060,6048,10080,,4032,,12096,12096,4032
YELLOWHEAD CORRIDOR WEST,,,,,,,2009,,,,,,,,,,2011,2011,,2011,,2011,2011,,6036,2012,,,,2012,,,,,,,,2013,2013,,,,,,,,4028,2014,2015,2015,,,,4030,4030,,2016,,,,,2016,,
YORK,22099,18081,,4018,8036,24108,24108,,20100,20100,,4020,4020,22110,16080,,24132,18099,,8044,8044,20110,10055,,22132,12072,,8048,10060,20120,6036,,20130,22143,,2013,2013,22143,22143,,12084,14098,,4028,6042,20140,16112,4028,22165,24180,,4030,4030,20150,18135,2015,12096,8064,,2016,2016,10080,8064,2016
YOUNGSTOWN INDUSTRIAL,14063,12054,,2009,,24108,10045,,,6030,,2010,,16080,12060,2010,8044,8044,,2011,2011,16088,10055,2011,4024,10060,,,2012,18108,10060,4024,2013,8052,,,,12078,6039,2013,4028,8056,,2014,,10070,4028,2014,2015,14105,,4030,2015,12090,4030,2015,2016,6048,,,,6048,2016,2016
